

2016年02月15日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
貿易百貨類指數,202.29,-,0.48,-0.24
油電燃氣類指數,103.29,+,0.23,0.22
其他類指數,232.83,+,1.49,0.64
臺指日報酬兩倍指數,9625.92,+,8.37,0.09
臺指日報酬反向一倍指數,10018.95,-,4.36,-0.04
電子類兩倍槓桿指數,7220.04,-,10.32,-0.14
電子類反向指數,11285.23,+,8.05,0.07
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10048.03,+,7.16,0.07
發行量加權股價報酬指數,12768.75,+,5.56,0.04
臺灣公司治理100報酬指數,4632.06,-,3.28,-0.07
臺灣50報酬指數,9407.65,-,18.86,-0.2
臺灣中型100報酬指數,8833.44,+,24.98,0.28
臺灣資訊科技報酬指數,10743.6,-,5.57,-0.05
臺灣發達報酬指數,9970.75,+,18.02,0.18
臺灣高股息報酬指數,9001.36,+,8.14,0.09
臺灣就業99報酬指數,5798.06,+,11.15,0.19
臺灣高薪100報酬指數,4608.4,-,1.57,-0.03
臺灣低波動高股息報酬指數,2530.54,-,2.55,-0.1
未含金融電子股報酬指數,16111.15,+,100.6,0.63
小型股300報酬指數,5099.47,+,19.01,0.37
水泥類報酬指數,136.1,+,1.58,1.17
食品類報酬指數,1585.53,+,30.59,1.97
塑膠類報酬指數,268.79,+,2.57,0.97
紡織纖維類報酬指數,681.61,+,4.46,0.66
電機機械類報酬指數,176.48,+,1.51,0.86
電器電纜類報酬指數,32.09,+,0.05,0.16
化學生技醫療類報酬指數,122.88,-,1.05,-0.85
化學類報酬指數,114.44,-,0.51,-0.44
生技醫療類報酬指數,92.15,-,1.18,-1.26
玻璃陶瓷類報酬指數,35.18,-,0.3,-0.85
造紙類報酬指數,169.91,+,0.86,0.51
鋼鐵類報酬指數,96.9,+,2.19,2.31
橡膠類報酬指數,344.8,+,0.68,0.2
汽車類報酬指數,294.6,-,0.25,-0.08
電子類報酬指數,468.01,-,0.34,-0.07
半導體類報酬指數,151.6,-,0.05,-0.03
電腦及週邊設備類報酬指數,132.57,+,0.22,0.17
光電類報酬指數,34.07, ,--,--
通信網路類報酬指數,185.66,+,1.4,0.76
電子零組件類報酬指數,102.02,+,1.23,1.22
電子通路類報酬指數,146.5,+,1.04,0.71
資訊服務類報酬指數,125.93,-,0.1,-0.08
其他電子類報酬指數,87.62,-,1.94,-2.17
建材營造類報酬指數,291.35,+,0.07,0.02
航運類報酬指數,76.21,+,0.56,0.74
觀光類報酬指數,124.7,-,0.56,-0.45
金融保險類報酬指數,1138.81,-,11.54,-1
貿易百貨類報酬指數,245.97,-,0.58,-0.24
油電燃氣類報酬指數,124.17,+,0.27,0.22
其他類報酬指數,309.32,+,1.97,0.64
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","81276942464","1950092985","745921"
"2.台灣存託憑證","26540929","5967966","1601"
"3.受益憑證","0","0","0"
"4.ETF","6581512233","385087960","50368"
"5.受益證券","596550","39000","24"
"6.變更交易股票","7936132","3780480","696"
"7.認購(售)權證","1155737000","1356265000","36489"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","81284878596","1953873465","746617"
"總計(1~12)","89049265308","3701233391","835099"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",1555(20),463(18)
"下跌(跌停)",2996(85),344(1)
"持平",270,60
"未成交",5179,6
"無比價",1108,3
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2016年02月15日
"每日收盤行情("全部")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50          ","7221411","2176","424601837","58.3","59.1","58.1","59","+","0.05","58.95","3","59","601","0.00"
="0051  ","中100           ","77000","30","1826890","23.88","23.88","23.52","23.75","-","0.21","23.75","1","23.92","11","0.00"
="0052  ","FB科技          ","59000","11","2209240","37.55","37.9","37.25","37.9","+","0.34","37.57","1","37.88","10","0.00"
="0053  ","寶電子          ","1000","1","25660","25.66","25.66","25.66","25.66","+","0.05","25.01","1","25.7","11","0.00"
="0054  ","台商50          ","24000","7","462420","19","19.3","19","19.3","-","0.16","19.01","1","19.5","1","0.00"
="0055  ","寶金融          ","744280","156","8769028","11.8","11.82","11.7","11.82","-","0.06","11.76","1","11.82","47","0.00"
="0056  ","高股息          ","2444919","869","52654946","21.5","21.62","21.4","21.6","-","0.02","21.59","11","21.6","10","0.00"
="0057  ","FB摩台          ","9000","2","323140","35.83","36.5","35.83","36.5","+","0.23","36.37","50","36.45","58","0.00"
="0058  ","FB發達          ","59000","9","1993920","33.89","34.16","33.66","34.16","+","0.24","33.99","10","34.23","10","0.00"
="0059  ","FB金融          ","3000","3","82310","27.34","27.62","27.34","27.62","-","0.08","27.34","1","27.6","2","0.00"
="0060  ","新台灣          ","26300","13","690190","26.2","26.32","25.96","26.27","+","0.05","26.25","1","26.27","1","0.00"
="0061  ","寶滬深          ","7602420","1551","113414670","14.69","15.05","14.69","15.05","+","0.15","15.04","39","15.05","94","0.00"
="006203","寶摩臺          ","1000","1","27850","27.85","27.85","27.85","27.85","-","0.01","26.9","3","28.5","1","0.00"
="006204","豐臺灣          ","1470","2","58748","39.92","39.92","39.92","39.92","+","0.01","39.91","1","39.92","1","0.00"
="006205","FB上証          ","8438025","1236","214520445","25.4","25.68","25.23","25.67","+","0.2","25.67","19","25.68","21","0.00"
="006206","元上證          ","3440040","504","82469346","23.8","24.22","23.8","24.22","+","0.01","24.2","2","24.22","1","0.00"
="006207","FH滬深          ","1155050","255","22225245","19.1","19.45","19.07","19.45","+","0.18","19.42","55","19.45","23","0.00"
="006208","FB台50          ","9000","5","298750","33.12","33.4","33.12","33.4","-","0.11","33.2","1","33.67","2","0.00"
="00631L","T50正2          ","7597746","1647","127857917","16.68","17.03","16.51","17.03","+","0.06","17.02","3","17.03","53","0.00"
="00632R","T50反1          ","37224999","5591","760637459","20.65","20.65","20.28","20.29"," ","0","20.29","213","20.3","121","0.00"
="00633L","上証2X          ","70860540","10061","1734570631","24.4","25.05","24.15","25.05","+","0.55","25.04","25","25.05","168","0.00"
="00634R","上証反          ","9630293","735","116039247","12.3","12.3","11.86","11.86","-","0.21","11.86","70","11.88","999","0.00"
="00635U","元黃金          ","5098620","1095","103130119","19.89","20.35","19.8","20.25","+","1.31","20.24","30","20.27","3","0.00"
="00636 ","CFA50           ","3218000","263","48345700","15","15.17","14.93","15.17","+","0.05","15.15","50","15.17","8","0.00"
="00637L","滬深2X          ","119008200","10630","1083343196","9.06","9.3","8.98","9.3","+","0.17","9.29","116","9.3","432","0.00"
="00638R","滬深反          ","6211100","289","139205500","22.56","22.58","22.1","22.1","-","0.41","22.09","202","22.1","86","0.00"
="00639 ","深100           ","1725500","343","16339465","9.45","9.54","9.39","9.52","+","0.01","9.52","2","9.55","3","0.00"
="00640L","日本2X          ","26739217","4410","363263069","14.7","14.7","13.15","13.9","-","2.99","13.9","133","13.91","10","0.00"
="00641R","日本反          ","14862000","1167","331192070","22.55","22.8","21.96","21.96","+","1.15","21.95","103","21.96","35","0.00"
="00642U","元石油          ","30064730","4989","452236710","14.9","15.16","14.89","15.16","+","0.22","15.15","241","15.16","28","0.00"
="00643 ","深中小          ","1373000","281","20217820","14.6","14.85","14.49","14.81","+","0.09","14.81","47","14.85","5","0.00"
="00645 ","FB日本          ","3588000","418","57949590","16.12","16.44","15.95","16.44","-","1.28","16.44","28","16.47","51","0.00"
="00646 ","S&P500          ","5196000","362","96439730","18.77","18.77","18.47","18.5","-","0.33","18.5","14","18.51","253","0.00"
="00647L","S&P正2          ","3432000","289","58191960","17.21","17.22","16.84","16.88","-","0.4","16.87","165","16.88","161","0.00"
="00648R","S&P反1          ","3914000","534","85937910","22.04","22.05","21.86","21.86","-","0.03","21.85","1","21.86","134","0.00"
="00649 ","FH香港          ","1299000","78","18687440","14.1","14.46","14.1","14.39","-","0.15","14.38","1","14.39","176","0.00"
="00650L","香港2X          ","1144000","151","16149500","14","14.32","13.95","14.29","-","0.03","14.28","9","14.29","142","0.00"
="00651R","香港反          ","1571000","182","24097090","15.35","15.4","15.26","15.29","+","0.06","15.26","149","15.29","94","0.00"
="008201","上證50          ","14100","22","1025475","73.1","73.1","72.5","72.8","+","0.05","72.75","18","73.5","7","0.00"
="01001T","富邦R1          ","8000","6","126800","15.85","15.85","15.85","15.85","-","0.05","15.85","6","15.9","15","0.00"
="01002T","國泰R1          ","18000","12","305610","16.93","16.99","16.93","16.99","+","0.06","16.93","23","16.99","23","0.00"
="01003T","新光R1          ","1000","1","14160","14.16","14.16","14.16","14.16","+","0.01","14.06","10","14.17","5","0.00"
="01004T","富邦R2          ","12000","5","149980","12.5","12.5","12.49","12.5","-","0.01","12.46","17","12.51","3","0.00"
="01007T","國泰R2          ","0","0","0","--","--","--","--"," ","0","15.26","4","15.33","1","0.00"
="03001P","凱基3W          ","0","0","0","--","--","--","--"," ","0","0.65","30","0.66","30","0.00"
="03001X","元展01          ","1000","1","63000","63","63","63","63","+","2.5","62.5","10","63.5","10","104.5"
="03002P","L9富邦          ","0","0","0","--","--","--","--"," ","0","0.9","50","0.91","50","0.00"
="03003P","3F第一          ","0","0","0","--","--","--","--"," ","0","1.02","10","1.03","10","23.45"
="03003X","元展03          ","0","0","0","--","--","--","--"," ","0","49","10","49.4","10","145"
="03004P","永豐HV          ","43000","2","62050","1.45","1.45","1.44","1.44","X","0","1.41","50","1.42","50","0.00"
="03004X","元展04          ","22000","3","145300","6.5","6.7","6.5","6.7","+","0.35","6.65","3","6.8","10","18.4"
="03005P","凱基4M          ","462000","22","447150","0.95","1.03","0.94","1.02","+","0.08","1","30","1.01","30","0.00"
="03005X","元展05          ","3000","1","30600","10.2","10.2","10.2","10.2","-","0.2","10.1","10","10.2","10","21.3"
="03006P","G5元富          ","199000","1","181090","0.91","0.91","0.91","0.91","X","0","0.91","25","0.92","25","0.00"
="03006X","元展06          ","82000","41","1111900","13.5","14.1","13.4","13.5","-","1.7","13.5","4","13.6","14","36.4"
="03007P","G6元富          ","15000","2","21700","1.45","1.45","1.4","1.4","-","0.08","1.36","25","1.37","25","0.00"
="03007X","元展07          ","65000","5","412750","6.45","6.45","6.3","6.4","-","0.4","6.4","10","6.45","10","14.95"
="03008P","凱基4S          ","200000","1","208000","1.04","1.04","1.04","1.04","X","0","1.01","30","1.02","30","0.00"
="03009P","群益MY          ","0","0","0","--","--","--","--"," ","0","1.97","25","1.98","10","0.00"
="03009X","元展09          ","3000","2","36900","12.3","12.3","12.3","12.3","-","0.9","12.1","10","12.2","10","22.2"
="03010P","群益MZ          ","1000","1","1410","1.41","1.41","1.41","1.41","X","0","1.33","25","1.34","10","0.00"
="03010X","元展10          ","23000","7","578000","25.1","25.5","25.1","25.1","-","1","25","10","25.1","10","74.7"
="03011P","5Y元大          ","70000","4","74620","1.06","1.08","1.06","1.07","+","0.04","1.02","100","1.03","100","0.00"
="03011X","元展11          ","26000","4","32660","1.26","1.26","1.24","1.24","-","0.13","1.24","10","1.25","10","6.04"
="03012P","NP中信          ","259000","24","331900","1.34","1.34","1.24","1.24","-","0.02","1.23","99","1.24","95","0.00"
="03012X","元展12          ","25000","8","123220","4.7","5.15","4.7","4.85","-","0.65","5","10","5.05","10","35"
="03013P","凱基4V          ","0","0","0","--","--","--","--"," ","0","1.08","50","1.09","30","0.00"
="03013X","元展13          ","26000","4","71210","2.76","2.76","2.71","2.71","-","0.05","2.66","10","2.76","10","10.4"
="03014P","凱基4W          ","25000","3","39800","1.6","1.6","1.59","1.59","+","0.04","1.58","30","1.59","30","0.00"
="03014X","元展14          ","4000","2","29400","7.3","7.4","7.3","7.4","+","0.2","7.4","8","7.6","10","15.15"
="03015P","群益ND          ","0","0","0","--","--","--","--"," ","0","2.12","25","2.14","10","0.00"
="03015X","元展15          ","15000","1","121500","8.1","8.1","8.1","8.1","+","0.1","8.25","10","8.35","10","16.6"
="03016P","群益NE          ","0","0","0","--","--","--","--"," ","0","2.87","25","2.89","10","0.00"
="03016X","元展16          ","120000","5","152200","1.27","1.27","1.25","1.27","+","0.03","1.26","10","1.28","10","7.66"
="03017P","群益NF          ","0","0","0","--","--","--","--"," ","0","2.03","25","2.04","10","0.00"
="03017X","元展17          ","42000","5","49220","1.15","1.19","1.15","1.19","-","0.05","1.22","10","1.23","10","8.9"
="03018P","LH兆豐          ","0","0","0","--","--","--","--"," ","0","1.72","10","1.73","10","0.00"
="03018X","元展18          ","30000","3","52600","1.74","1.76","1.74","1.76","-","0.01","1.77","10","1.83","10","14.85"
="03019P","H5元富          ","75000","9","66560","0.99","0.99","0.87","0.89","-","0.4","0.88","25","0.89","10","0.00"
="03019X","元展19          ","52000","4","86520","1.65","1.68","1.65","1.68"," ","0","1.66","10","1.68","10","13.6"
="03020P","H6元富          ","60000","4","133300","2.22","2.23","2.22","2.22","+","0.77","2.18","25","2.19","25","0.00"
="03020X","元展20          ","0","0","0","--","--","--","--"," ","0","2","10","2.02","10","15.85"
="03021P","H7元富          ","71000","8","84860","1.23","1.23","1.19","1.19","+","0.42","1.17","25","1.18","25","0.00"
="03021X","元展21          ","12000","2","95300","7.65","8","7.65","8","+","0.45","7.85","10","7.95","10","25.8"
="03022X","富展01          ","6000","2","77000","13","13","12.8","12.8","-","0.6","12.7","10","12.8","10","74.7"
="03023X","富展02          ","0","0","0","--","--","--","--"," ","0","13","10","13.1","10","25.67"
="03024X","富展03          ","0","0","0","--","--","--","--"," ","0","25.8","20","26.5","11","145"
="03025X","元展22          ","22000","7","313400","14","14.4","14","14.4"," ","0","14.2","485","14.4","494","59"
="03026X","元展23          ","21000","3","75790","3.58","3.69","3.58","3.69","+","0.07","3.67","100","3.71","100","15.05"
="03027X","元展24          ","35000","3","238100","6.9","6.9","6.8","6.8","-","0.05","6.9","100","7.05","100","25.67"
="03028X","元展25          ","0","0","0","--","--","--","--"," ","0","14.4","10","14.5","10","59.3"
="03029X","元展26          ","0","0","0","--","--","--","--"," ","0","8.25","10","8.3","10","32.2"
="03030X","元展27          ","141000","10","175620","1.37","1.37","1.18","1.23","-","0.15","1.21","10","1.24","10","8.26"
="03031X","元展28          ","0","0","0","--","--","--","--"," ","0","5.55","10","5.65","10","47"
="03032X","元展29          ","0","0","0","--","--","--","--"," ","0","2.28","10","2.3","10","9.07"
="03033X","元展30          ","5000","2","29400","5.8","5.9","5.8","5.9","-","0.4","5.9","6","6","10","232"
="03035X","元展32          ","0","0","0","--","--","--","--"," ","0","4.91","10","4.95","10","24"
="03037X","元展34          ","70000","5","350000","5","5","5","5","X","0","5","10","5.1","10","17.3"
="03038X","元展35          ","0","0","0","--","--","--","--"," ","0","9.25","10","9.3","10","76.3"
="03039X","元展36          ","6000","2","30600","5.1","5.1","5.1","5.1","X","0","5","10","5.1","10","269.5"
="03040X","元展37          ","563000","13","2994800","5.2","5.45","5.2","5.45","+","0.2","5.4","10","5.45","39","13.2"
="03041X","元展38          ","37000","2","109780","2.96","3.22","2.96","3.22","+","0.04","3.25","10","3.29","10","134.5"
="03042X","元展39          ","0","0","0","--","--","--","--"," ","0","6.7","10","6.8","10","34.2"
="03043F","B5群益          ","0","0","0","--","--","--","--"," ","0","0.17","100","0.18","100","0.00"
="03043X","元展40          ","0","0","0","--","--","--","--"," ","0","9.55","10","9.75","10","51.9"
="03044F","B6群益          ","0","0","0","--","--","--","--"," ","0","0.18","200","0.19","200","0.00"
="03044X","元展41          ","16000","1","108000","6.75","6.75","6.75","6.75","X","0","7.1","10","7.15","10","19.05"
="030453","統一M1          ","80000","1","800","0.01","0.01","0.01","0.01","X","0","0.01","3,221","0.02","1,268","24.22"
="03046X","元展43          ","30000","1","104700","3.49","3.49","3.49","3.49","+","0.15","3.53","10","3.58","10","53.9"
="03047X","元展44          ","80000","2","110000","1.37","1.38","1.37","1.38","+","0.01","1.41","10","1.42","10","7.28"
="03048X","元展45          ","0","0","0","--","--","--","--"," ","0","1.67","10","1.71","10","14.5"
="03049X","元展46          ","1000","1","2600","2.6","2.6","2.6","2.6","X","0","2.58","10","2.62","10","46.65"
="03050X","元展47          ","224000","20","572310","2.57","2.58","2.53","2.53","-","0.13","2.54","10","2.55","20","41.65"
="03051X","元展48          ","0","0","0","--","--","--","--"," ","0","10.7","10","10.9","10","56.3"
="030529","統一M4          ","238000","2","2380","0.01","0.01","0.01","0.01"," ","0","0.01","100","0.02","2,893","9.07"
="03052X","元展49          ","0","0","0","--","--","--","--"," ","0","10.5","10","10.7","10","75.8"
="03053X","元展50          ","6000","2","31950","5.25","5.4","5.25","5.4","X","0","5.3","13","5.35","10","99.1"
="03054X","元展51          ","0","0","0","--","--","--","--"," ","0","9.55","12","9.7","12","70.4"
="03055X","元展52          ","20000","1","120000","6","6","6","6","-","0.1","6.1","10","6.2","10","54.5"
="03057X","ML展02          ","70000","10","147740","2.07","2.15","2.07","2.07","-","0.19","2.04","25","2.07","25","10.45"
="03058X","元展53          ","0","0","0","--","--","--","--"," ","0","20.4","10","20.6","10","145"
="03059X","元展54          ","10000","1","84000","8.4","8.4","8.4","8.4","X","0","8.45","10","8.5","10","18.05"
="03060X","元展55          ","0","0","0","--","--","--","--"," ","0","7.55","10","7.6","10","71.3"
="03061X","元展56          ","1000","1","27000","27","27","27","27","X","0","27.7","10","28","10","104.5"
="03062X","元展57          ","1000","1","13300","13.3","13.3","13.3","13.3","X","0","13.3","10","13.5","10","460"
="03063X","元展58          ","14000","10","218800","14.6","15.9","14.6","15.9","+","0.6","15.6","10","15.8","10","2385"
="03064X","元展59          ","0","0","0","--","--","--","--"," ","0","5.45","100","5.5","10","11.7"
="03065X","元展60          ","0","0","0","--","--","--","--"," ","0","13.4","10","13.6","10","27.05"
="03066X","元展61          ","0","0","0","--","--","--","--"," ","0","3.94","10","3.96","10","8.26"
="03067X","元展62          ","5000","5","36600","7.3","7.45","7.2","7.3","X","0","7.3","10","7.4","10","62.7"
="03068X","元展63          ","0","0","0","--","--","--","--"," ","0","14.2","10","14.5","10","122.5"
="03069X","元展64          ","0","0","0","--","--","--","--"," ","0","13.3","10","13.4","10","53.2"
="03070X","元展65          ","101000","5","1000100","10.1","10.1","9.9","9.9","X","0","9.95","10","10","10","41.65"
="03071X","元展66          ","65000","10","656500","9.5","10.3","9.5","10.2","+","0.6","10","10","10.1","10","205.5"
="03072X","元展67          ","40000","2","331000","8.25","8.3","8.25","8.3","-","0.35","8.4","10","8.5","10","74.9"
="03073X","元展68          ","23000","7","479500","20.4","21","20.4","21","+","0.6","20.8","10","20.9","10","2385"
="03074X","元展69          ","0","0","0","--","--","--","--"," ","0","4.1","10","4.14","10","10.4"
="03075X","元展70          ","0","0","0","--","--","--","--"," ","0","2.95","10","2.96","10","6.04"
="03076X","元展71          ","5000","1","42000","8.4","8.4","8.4","8.4","-","0.5","8.5","10","8.55","10","35"
="030815","05統一          ","110000","1","1100","0.01","0.01","0.01","0.01"," ","0","0.01","20","0.02","2,417","73.9"
="030872","6C元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","550","17.3"
="030907","12統一          ","441000","8","17850","0.05","0.05","0.04","0.05","+","0.01","0.03","130","0.05","100","2385"
="031047","國泰JH          ","0","0","0","--","--","--","--"," ","0","--","0","0.1","129","54"
="031074","群益JC          ","20000","2","33600","1.74","1.74","1.62","1.62","-","0.01","1.58","25","1.63","10","20.29"
="031075","群益JD          ","171000","17","265220","2.5","2.5","1.4","1.4","-","0.07","1.4","7","1.46","10","20.29"
="031158","中信5Q          ","10000","10","100","0.01","0.01","0.01","0.01","X","0","--","0","0.01","499","73.9"
="031161","HD凱基          ","0","0","0","--","--","--","--"," ","0","0.51","30","0.61","30","20.29"
="031196","8B元富          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","17.03"
="031231","8D元富          ","41000","1","820","0.02","0.02","0.02","0.02","-","0.03","0.02","39","0.04","6","74.9"
="031438","國票AG          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","10","145"
="031506","中信5V          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","634","73.9"
="031583","9U元富          ","0","0","0","--","--","--","--"," ","0","0.05","13","0.12","10","74.9"
="031739","50統一          ","0","0","0","--","--","--","--"," ","0","0.02","20","0.05","20","28.5"
="03177B","元熊I1          ","10000","1","32800","3.28","3.28","3.28","3.28"," ","0","3.21","495","3.22","495","8066.51"
="03178B","元熊18          ","0","0","0","--","--","--","--"," ","0","5.6","495","5.65","495","880.97"
="03180B","元熊J1          ","42000","2","133520","3.24","3.24","3.16","3.16","-","0.05","3.16","495","3.17","495","8066.51"
="031838","國泰LB          ","225000","4","9000","0.04","0.04","0.04","0.04","-","0.05","0.04","499","--","0","54"
="03184B","元熊AU          ","0","0","0","--","--","--","--"," ","0","3.57","495","3.65","10","59"
="03187B","元熊AV          ","22000","3","81180","3.7","3.7","3.68","3.69"," ","0","3.68","495","3.71","495","59"
="031884","D4元富          ","0","0","0","--","--","--","--"," ","0","0.02","25","0.08","109","2385"
="03190B","元熊38          ","5000","1","23150","4.63","4.63","4.63","4.63","+","0.12","4.58","495","4.59","495","880.97"
="03192B","元熊X1          ","710000","12","988390","1.46","1.46","1.37","1.37","-","0.01","1.35","495","1.36","495","8066.51"
="031937","中信7Q          ","40000","1","400","0.01","0.01","0.01","0.01","X","0","0.01","10","--","0","54"
="03193B","兆熊HN          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","8066.51"
="03194B","兆熊HP          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","8066.51"
="03197B","元熊Z1          ","4251000","207","5679210","1.43","1.43","1.29","1.29","-","0.04","1.29","447","1.3","435","8066.51"
="03198B","兆熊B6          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","8066.51"
="031991","70統一          ","0","0","0","--","--","--","--"," ","0","0.3","56","0.34","10","145"
="03199B","兆熊B7          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","8066.51"
="03200B","元熊01          ","57000","11","93060","1.68","1.68","1.61","1.62"," ","0","1.61","495","1.62","495","8066.51"
="03201B","2U兆熊          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","8066.51"
="03202B","元熊11          ","115000","14","239230","2.18","2.18","2.05","2.05","-","0.01","2.05","495","2.06","495","8066.51"
="03203B","兆熊31          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","8066.51"
="03204B","群熊AA          ","402000","9","670880","1.72","1.72","1.62","1.62"," ","0","1.6","499","1.61","499","8066.51"
="03205B","凱熊40          ","0","0","0","--","--","--","--"," ","0","3.14","31","3.15","30","8066.51"
="032065","72統一          ","21000","2","220","0.02","0.02","0.01","0.01"," ","0","0.01","10","0.02","2,726","205.5"
="03206B","凱熊41          ","0","0","0","--","--","--","--"," ","0","3.65","30","3.66","30","8066.51"
="03207B","CU兆熊          ","544000","20","786950","1.53","1.53","1.41","1.41","-","0.04","1.39","2","1.47","6","8066.51"
="03208B","群熊AB          ","258000","23","670970","2.69","2.69","2.48","2.48","-","0.06","2.47","499","2.48","479","8066.51"
="03209B","凱熊42          ","20000","2","53440","2.71","2.71","2.67","2.67","-","0.05","2.66","30","2.67","30","8066.51"
="03210B","元熊21          ","311000","16","548060","1.84","1.84","1.73","1.73","+","0.01","1.72","495","1.73","490","8066.51"
="03211B","元熊31          ","918000","43","1479360","1.69","1.7","1.57","1.58","-","0.02","1.58","296","1.59","495","8066.51"
="03212B","KJ兆熊          ","142000","13","183700","1.36","1.36","1.23","1.23","-","0.04","1.22","10","1.38","50","8066.51"
="03213B","群熊AC          ","341000","11","768100","2.37","2.37","2.17","2.2","+","0.03","2.15","499","2.16","499","8066.51"
="03214B","元熊48          ","82000","12","167310","2.07","2.08","2.02","2.04","+","0.09","2.03","495","2.04","495","880.97"
="032284","80統一          ","0","0","0","--","--","--","--"," ","0","0.01","20","0.1","20","28.5"
="032285","81統一          ","30000","1","300","0.01","0.01","0.01","0.01"," ","0","0.01","20","0.08","7","205.5"
="032286","82統一          ","0","0","0","--","--","--","--"," ","0","0.01","160","0.02","70","28.5"
="032318","N6元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","8","62.5"
="032340","88統一          ","0","0","0","--","--","--","--"," ","0","0.01","2,260","0.02","156","59"
="032388","89統一          ","0","0","0","--","--","--","--"," ","0","0.01","3,747","0.02","1,391","232"
="032457","90統一          ","0","0","0","--","--","--","--"," ","0","0.01","5,598","0.02","76","74.7"
="032536","富邦29          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.1","168","74.7"
="032547","97統一          ","0","0","0","--","--","--","--"," ","0","0.01","20","0.1","20","2385"
="032548","98統一          ","115000","1","1150","0.01","0.01","0.01","0.01"," ","0","0.01","20","0.02","407","2385"
="032569","90元大          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","95","2385"
="032594","富邦32          ","10000","10","100","0.01","0.01","0.01","0.01","X","0","--","0","0.01","525","232"
="032595","富邦33          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","499","2385"
="032596","富邦34          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.12","70","2385"
="032597","BE元富          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","134.5"
