

2016年03月11日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
臺指日報酬兩倍指數,11203.15,+,116.34,1.05
臺指日報酬反向一倍指數,9274.51,-,48.92,-0.52
電子類兩倍槓桿指數,8347.22,+,102.03,1.24
電子類反向指數,10479.26,-,65.24,-0.62
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10824.72,+,59.53,0.55
發行量加權股價報酬指數,13781.24,+,71.92,0.52
臺灣公司治理100報酬指數,4977.8,+,18.02,0.36
臺灣50報酬指數,10180.34,+,54.77,0.54
臺灣中型100報酬指數,9522.5,+,57.93,0.61
臺灣資訊科技報酬指數,11564.13,+,85.04,0.74
臺灣發達報酬指數,10762.59,+,41.82,0.39
臺灣高股息報酬指數,9520.58,+,28.94,0.3
臺灣就業99報酬指數,6263.63,+,43.81,0.7
臺灣高薪100報酬指數,4962.75,+,17.5,0.35
臺灣低波動高股息報酬指數,2737.49,+,22.92,0.84
未含金融電子股報酬指數,17388.88,+,68.29,0.39
小型股300報酬指數,5503.55,+,19.72,0.36
水泥類報酬指數,152.28,+,0.02,0.01
食品類報酬指數,1634.12,-,5.04,-0.31
塑膠類報酬指數,290.02,+,0.69,0.24
紡織纖維類報酬指數,702.02,+,4.85,0.7
電機機械類報酬指數,193.01,+,1.12,0.58
電器電纜類報酬指數,36.94,-,0.01,-0.03
化學生技醫療類報酬指數,133.12,+,0.57,0.43
化學類報酬指數,126.06,+,0.59,0.47
生技醫療類報酬指數,98.1,+,0.38,0.39
玻璃陶瓷類報酬指數,42.22,-,1.1,-2.54
造紙類報酬指數,183.87,-,0.64,-0.35
鋼鐵類報酬指數,112.74,+,1.27,1.14
橡膠類報酬指數,390.06,+,7.98,2.09
汽車類報酬指數,312.92,+,1.81,0.58
電子類報酬指數,503.48,+,3.09,0.62
半導體類報酬指數,162.2,+,1.1,0.68
電腦及週邊設備類報酬指數,141.49,+,0.76,0.54
光電類報酬指數,38,+,0.49,1.31
通信網路類報酬指數,194.33,+,1.26,0.65
電子零組件類報酬指數,108.66,+,0.15,0.14
電子通路類報酬指數,156.78,+,0.04,0.03
資訊服務類報酬指數,136.65,-,1.09,-0.79
其他電子類報酬指數,98.03,+,0.46,0.47
建材營造類報酬指數,331.44,+,4.16,1.27
航運類報酬指數,82.15,-,0.3,-0.36
觀光類報酬指數,128.8,-,1.06,-0.82
金融保險類報酬指數,1245.84,+,5.99,0.48
貿易百貨類報酬指數,256.41,+,1.82,0.71
油電燃氣類報酬指數,134.5,+,0.7,0.52
其他類報酬指數,324.91,-,0.34,-0.1
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","77979411219","2160194430","807083"
"2.台灣存託憑證","30343320","6416439","1293"
"3.受益憑證","0","0","0"
"4.ETF","9410918284","483466873","63654"
"5.受益證券","3553760","241000","42"
"6.變更交易股票","5126565","2364774","496"
"7.認購(售)權證","2189377500","2043770000","59948"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","77984537784","2162559204","807579"
"總計(1~12)","89618730648","4696453516","932516"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2825(15),437(9)
"下跌(跌停)",2641(19),328(0)
"持平",508,101
"未成交",3760,8
"無比價",732,0
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2016年03月11日
"每日收盤行情("全部")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50          ","22682346","2712","1438882479","63.2","63.75","63.05","63.55","+","0.3","63.55","305","63.6","21","0.00"
="0051  ","中100           ","42333","32","1084804","25.58","25.66","25.55","25.66","+","0.22","25.66","1","25.72","1","0.00"
="0052  ","FB科技          ","6000","2","240260","39.96","40.06","39.96","40.06","+","0.27","40.23","10","40.64","10","0.00"
="0053  ","寶電子          ","12000","8","328420","27.41","27.41","27.25","27.41","+","0.13","27.34","8","27.41","1","0.00"
="0054  ","台商50          ","4000","3","83820","20.97","20.97","20.93","20.96","+","0.11","20.96","6","20.98","5","0.00"
="0055  ","寶金融          ","893036","186","11506207","12.75","12.99","12.71","12.99","+","0.24","12.88","2","13","59","0.00"
="0056  ","高股息          ","1717590","535","39072665","22.72","22.78","22.71","22.75","+","0.03","22.75","204","22.76","7","0.00"
="0057  ","FB摩台          ","6000","2","233930","38.98","38.99","38.98","38.99","+","0.1","39.2","50","39.31","63","0.00"
="0058  ","FB發達          ","7000","3","255060","36.39","36.57","36.39","36.57","+","0.15","36.56","10","36.85","10","0.00"
="0059  ","FB金融          ","8000","4","237970","29.72","29.9","29.72","29.9","+","0.06","29.82","1","29.98","1","0.00"
="0061  ","寶滬深          ","5872200","1407","90973034","15.42","15.58","15.42","15.52","-","0.1","15.52","122","15.55","81","0.00"
="006203","寶摩臺          ","19000","5","589310","32.6","32.6","29.55","29.94","X","0","29.8","10","30.07","8","0.00"
="006204","豐臺灣          ","13000","2","554920","42.66","43","42.66","43","X","0","42.82","15","43","10","0.00"
="006205","FB上証          ","9165200","1894","243748330","26.6","26.76","26.4","26.72","-","0.39","26.72","7","26.73","69","0.00"
="006206","元上證          ","2521000","391","64036420","25.36","25.61","25.25","25.55","-","0.28","25.55","4","25.58","1","0.00"
="006207","FH滬深          ","1381000","331","27333280","19.8","19.89","19.66","19.88","-","0.22","19.88","20","19.89","4","0.00"
="006208","FB台50          ","2000","2","72100","36","36.1","36","36.1","X","0","35.72","1","36.2","1","0.00"
="00631L","T50正2          ","6545200","1232","128844190","19.54","19.89","19.47","19.89","+","0.31","19.88","10","19.89","427","0.00"
="00632R","T50反1          ","86894176","12629","1632247637","18.87","18.88","18.69","18.7","-","0.14","18.7","158","18.71","138","0.00"
="00633L","上証2X          ","109690011","15971","3011757315","27.49","27.79","27.15","27.66","-","0.66","27.66","353","27.67","33","0.00"
="00634R","上証反          ","6173900","749","68659119","11.1","11.2","11.03","11.05","+","0.1","11.05","149","11.06","2","0.00"
="00635U","元黃金          ","2615245","783","55494236","21.09","21.34","21.09","21.17","+","0.37","21.15","16","21.17","79","0.00"
="00636 ","CFA50           ","1428000","232","22474090","15.8","15.84","15.62","15.81","-","0.16","15.81","21","15.82","1","0.00"
="00637L","滬深2X          ","177872840","15710","1813008152","10.2","10.34","10.09","10.29","-","0.25","10.28","346","10.29","221","0.00"
="00638R","滬深反          ","875000","172","18086450","20.75","20.81","20.52","20.53","+","0.14","20.53","26","20.55","57","0.00"
="00639 ","深100           ","5248000","562","50186620","9.66","9.66","9.51","9.65","-","0.08","9.64","27","9.65","41","0.00"
="00640L","日本2X          ","8353200","1239","122756260","14.54","15.02","14.44","14.97","+","0.22","14.96","46","14.97","449","0.00"
="00641R","日本反          ","2008000","535","42290390","21.21","21.33","20.89","20.92","-","0.17","20.92","98","20.94","56","0.00"
="00642U","元石油          ","22806096","5069","376083886","16.48","16.59","16.41","16.59","+","0.1","16.58","44","16.59","460","0.00"
="00643 ","深中小          ","777000","271","11440730","14.79","14.85","14.63","14.73","-","0.22","14.73","8","14.74","11","0.00"
="00645 ","FB日本          ","1012000","62","17354490","17.14","17.32","17","17.29","+","0.08","17.28","53","17.29","28","0.00"
="00646 ","S&P500          ","766000","80","14911670","19.46","19.51","19.43","19.49","+","0.04","19.49","246","19.5","7","0.00"
="00647L","S&P正2          ","784000","61","14810210","18.81","19.04","18.79","19.03","+","0.19","19.02","1","19.03","103","0.00"
="00648R","S&P反1          ","2097000","321","42754580","20.52","20.52","20.31","20.32","-","0.16","20.31","222","20.32","13","0.00"
="00649 ","FH香港          ","1329000","124","20213440","15.14","15.25","15.14","15.24","+","0.06","15.22","2","15.23","51","0.00"
="00650L","香港2X          ","890000","240","14334140","16","16.38","15.8","16.31","+","0.09","16.29","3","16.31","288","0.00"
="00651R","香港反          ","942000","73","13329770","14.3","14.35","14.1","14.14","-","0.05","14.12","100","14.14","47","0.00"
="008201","上證50          ","8500","20","647900","76.45","76.45","76.1","76.3","-","0.45","76.3","2","76.45","1","0.00"
="01001T","富邦R1          ","14000","7","228440","16.3","16.34","16.3","16.34","+","0.04","16.3","3","16.34","4","0.00"
="01002T","國泰R1          ","17000","5","290900","17.01","17.25","17.01","17.02","+","0.01","17.04","3","17.18","10","0.00"
="01003T","新光R1          ","176000","23","2505750","14.21","14.25","14.2","14.25","+","0.05","14.25","32","14.26","9","0.00"
="01004T","富邦R2          ","1000","1","13140","13.14","13.14","13.14","13.14","+","0.04","13.1","1","13.13","11","0.00"
="01007T","國泰R2          ","33000","6","515530","15.6","15.64","15.6","15.64","+","0.04","15.6","6","15.65","12","0.00"
="03001P","凱基3W          ","110000","3","44100","0.41","0.41","0.4","0.4","X","0","0.4","30","0.41","30","0.00"
="03001X","元展01          ","10000","4","640000","64","64","64","64","X","0","63.5","10","64.5","10","106"
="03002P","L9富邦          ","121000","2","86820","0.69","0.72","0.69","0.72"," ","0","0.72","50","0.73","50","0.00"
="03003P","3F第一          ","3000","1","2940","0.98","0.98","0.98","0.98","X","0","0.95","10","0.96","10","23.3"
="03003X","元展03          ","0","0","0","--","--","--","--"," ","0","54","10","54.5","10","155"
="03004P","永豐HV          ","10000","1","8500","0.85","0.85","0.85","0.85","-","0.02","0.84","100","0.85","100","0.00"
="03004X","元展04          ","2000","2","21500","10.7","10.8","10.7","10.8","+","0.4","10.7","10","10.9","10","22.2"
="03005P","凱基4M          ","100000","4","76100","0.75","0.77","0.75","0.77","X","0","0.75","30","0.76","30","0.00"
="03005X","元展05          ","9000","4","106300","11.7","12","11.7","11.9","+","0.1","11.8","10","11.9","10","22.9"
="03006P","G5元富          ","327000","4","257650","0.79","0.79","0.78","0.79","-","0.01","0.69","25","0.7","25","0.00"
="03006X","元展06          ","47000","22","815900","17.2","17.7","17","17.7","+","0.4","17.7","7","17.8","13","40.45"
="03007P","G6元富          ","0","0","0","--","--","--","--"," ","0","1.12","25","1.13","25","0.00"
="03007X","元展07          ","2000","1","17000","8.5","8.5","8.5","8.5","+","0.1","8.5","12","8.55","5","16.9"
="03008P","凱基4S          ","30000","3","21500","0.73","0.73","0.7","0.7","-","0.09","0.73","30","0.74","30","0.00"
="03009P","群益MY          ","10000","1","15600","1.56","1.56","1.56","1.56","+","0.06","1.51","25","1.52","10","0.00"
="03009X","元展09          ","65000","4","1028500","15.7","16","15.7","16","+","0.3","16","10","16.1","10","25.45"
="03010P","群益MZ          ","0","0","0","--","--","--","--"," ","0","0.98","25","0.99","10","0.00"
="03010X","元展10          ","1000","1","30200","30.2","30.2","30.2","30.2"," ","0","30.2","10","30.3","10","83.2"
="03011P","5Y元大          ","128000","8","142380","1.12","1.12","1.1","1.11","-","0.03","1.1","100","1.11","100","0.00"
="03012P","NP中信          ","145000","18","95160","0.68","0.68","0.64","0.65","-","0.03","0.64","99","0.65","99","0.00"
="03012X","元展12          ","80000","9","565050","7.2","7.2","7","7.2","+","0.05","7.2","10","7.25","10","39.4"
="03013P","凱基4V          ","228000","5","192200","0.84","0.85","0.84","0.85","+","0.01","0.84","30","0.85","40","0.00"
="03013X","元展13          ","20000","1","75200","3.76","3.76","3.76","3.76","X","0","3.8","10","3.86","10","11.6"
="03014P","凱基4W          ","1281000","9","1665110","1.32","1.33","1.29","1.31","-","0.05","1.29","30","1.3","30","0.00"
="03014X","元展14          ","18000","2","147000","8.15","8.25","8.15","8.25"," ","0","8.25","10","8.3","2","15.9"
="03015P","群益ND          ","503000","5","918990","1.83","1.83","1.73","1.73","-","0.04","1.72","70","1.73","10","0.00"
="03015X","元展15          ","0","0","0","--","--","--","--"," ","0","10","10","10.2","10","18.2"
="03016P","群益NE          ","889000","10","2593280","2.92","2.99","2.88","2.97","-","0.02","2.96","25","2.97","10","0.00"
="03016X","元展16          ","281000","12","454710","1.64","1.64","1.61","1.63","+","0.03","1.63","10","1.64","10","8.38"
="03017P","群益NF          ","0","0","0","--","--","--","--"," ","0","1.44","25","1.45","10","0.00"
="03017X","元展17          ","286000","13","435620","1.5","1.55","1.49","1.55","+","0.03","1.54","10","1.55","10","9.65"
="03018P","LH兆豐          ","745000","15","669900","0.86","0.91","0.86","0.89","-","0.02","0.87","10","0.88","10","0.00"
="03018X","元展18          ","10000","1","21100","2.11","2.11","2.11","2.11"," ","0","2.11","10","2.13","10","15.85"
="03019P","H5元富          ","338000","15","115650","0.35","0.36","0.34","0.35","-","0.03","0.34","55","0.35","45","0.00"
="03019X","元展19          ","16000","2","31040","1.94","1.94","1.94","1.94"," ","0","1.94","10","1.95","10","14.45"
="03020P","H6元富          ","77000","8","81870","1.11","1.11","1.03","1.03","-","0.04","1.03","5","1.04","25","0.00"
="03020X","元展20          ","54000","3","122580","2.27","2.27","2.27","2.27","+","0.05","2.27","10","2.3","10","16.75"
="03021P","H7元富          ","2602000","79","1534600","0.61","0.62","0.56","0.58","-","0.04","0.57","50","0.58","90","0.00"
="03021X","元展21          ","11000","1","129800","11.8","11.8","11.8","11.8","+","0.3","11.9","10","12","10","29.6"
="03022P","永豐HZ          ","86000","5","77460","0.91","0.91","0.86","0.86","-","0.04","0.87","100","0.88","100","0.00"
="03022X","富展01          ","1000","1","15200","15.2","15.2","15.2","15.2","X","0","15.4","10","15.5","10","83.2"
="03023P","群益NI          ","313000","2","606940","1.92","1.94","1.92","1.94"," ","0","1.92","25","1.93","10","0.00"
="03023X","富展02          ","0","0","0","--","--","--","--"," ","0","14","10","14.1","10","26.72"
="03024P","7V元大          ","278000","8","430350","1.57","1.57","1.44","1.44","-","0.15","1.43","100","1.44","100","0.00"
="03024X","富展03          ","0","0","0","--","--","--","--"," ","0","28.9","20","29.8","10","155"
="03025P","GY國泰          ","372000","10","352640","0.95","0.95","0.92","0.94","-","0.02","0.92","549","0.94","180","0.00"
="03025X","元展22          ","0","0","0","--","--","--","--"," ","0","16.2","495","16.3","495","63.55"
="03026P","J8元富          ","5000","1","2300","0.46","0.46","0.46","0.46","-","0.06","0.45","25","0.46","25","0.00"
="03026X","元展23          ","4000","3","15680","3.92","3.92","3.92","3.92","X","0","3.9","100","3.92","3","15.52"
="03027P","J9元富          ","0","0","0","--","--","--","--"," ","0","0.63","25","0.64","25","0.00"
="03027X","元展24          ","0","0","0","--","--","--","--"," ","0","7.45","100","7.6","100","26.72"
="03028P","K1元富          ","70000","7","28700","0.41","0.42","0.4","0.4","-","0.03","0.39","45","0.42","25","0.00"
="03028X","元展25          ","0","0","0","--","--","--","--"," ","0","17.7","10","17.8","10","65.8"
="03029P","凱基5D          ","0","0","0","--","--","--","--"," ","0","1.33","30","1.34","30","0.00"
="03029X","元展26          ","86000","17","797200","9.3","9.3","9.2","9.2","-","0.1","9.2","10","9.25","10","34"
="03030P","8T元大          ","3024000","52","3007420","1","1.02","0.97","0.98","-","0.03","0.97","150","0.98","100","0.00"
="03030X","元展27          ","457000","14","1228450","2.65","2.72","2.63","2.68","-","0.01","2.68","10","2.7","10","9.7"
="03031P","9H元大          ","235000","8","243050","1.03","1.04","1.03","1.04","+","0.02","1.01","100","1.02","109","0.00"
="03031X","元展28          ","47000","6","310200","6.45","6.7","6.45","6.7","+","0.3","6.75","10","6.8","10","51.1"
="03032P","日盛G8          ","441000","11","340070","0.8","0.8","0.76","0.76","-","0.05","0.76","499","0.77","81","63.55"
="03032X","元展29          ","24000","3","105640","4.41","4.47","4.36","4.47","-","0.05","4.51","10","4.58","10","11.2"
="03033P","統一DZ          ","696000","13","615170","0.9","0.9","0.85","0.86","-","0.01","0.85","20","0.86","20","0.00"
="03033X","元展30          ","17000","4","136850","8","8.1","8","8.05","+","0.15","8.05","10","8.1","10","274.5"
="03034P","元大AW          ","0","0","0","--","--","--","--"," ","0","1.02","100","1.11","10","0.00"
="03035P","元大BJ          ","932000","16","716800","0.77","0.78","0.75","0.75","-","0.02","0.75","100","0.76","100","0.00"
="03035X","元展32          ","36000","4","237450","6.5","6.65","6.5","6.6","+","0.1","6.7","10","6.75","10","27.45"
="03036P","L1元富          ","1414000","32","1580480","1.2","1.22","1.07","1.11","-","0.08","1.11","32","1.12","25","0.00"
="03037P","日盛H2          ","100000","1","69000","0.69","0.69","0.69","0.69","+","0.03","0.67","25","0.68","25","80.2"
="03037X","元展34          ","0","0","0","--","--","--","--"," ","0","5.5","10","5.6","10","17.95"
="03038P","凱基5J          ","61000","6","51830","0.87","0.9","0.8","0.81","-","0.07","0.81","30","0.82","30","0.00"
="03038X","元展35          ","0","0","0","--","--","--","--"," ","0","9.95","10","10","10","80"
="03039P","凱基5K          ","1625000","23","1088910","0.71","0.72","0.65","0.65","-","0.05","0.65","20","0.66","30","0.00"
="03039X","元展36          ","0","0","0","--","--","--","--"," ","0","5.7","10","5.75","10","286"
="03040P","凱基5L          ","186000","10","101290","0.58","0.58","0.53","0.53","-","0.04","0.52","30","0.53","30","0.00"
="03040X","元展37          ","597000","14","3226550","5.4","5.45","5.4","5.4","-","0.05","5.4","10","5.5","10","13.25"
="03041P","LR兆豐          ","757000","10","411860","0.6","0.6","0.52","0.52","-","0.13","0.5","20","0.51","10","0.00"
="03041X","元展38          ","63000","3","236730","3.78","3.78","3.75","3.75"," ","0","3.64","10","3.7","10","140.5"
="03042P","LS兆豐          ","36000","2","37800","1.05","1.05","1.05","1.05","-","0.06","1.05","10","1.06","10","0.00"
="03042X","元展39          ","0","0","0","--","--","--","--"," ","0","8.1","10","8.15","10","37.5"
="03043P","LX兆豐          ","50000","3","56400","1.13","1.13","1.12","1.12","X","0","1.12","10","1.13","10","0.00"
="03043X","元展40          ","21000","3","188650","8.95","9","8.95","9","+","0.4","9.1","10","9.35","10","50.5"
="03044P","LY兆豐          ","12000","1","17520","1.46","1.46","1.46","1.46","X","0","1.46","10","1.47","10","0.00"
="03044X","元展41          ","164000","11","1359300","8.05","8.45","8.05","8.45","+","0.15","8.25","10","8.45","10","20.85"
="030453","統一M1          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.02","1,418","25.55"
="03045F","群益4Z          ","0","0","0","--","--","--","--"," ","0","1.03","200","1.04","200","0.00"
="03045P","LZ兆豐          ","648000","31","563570","0.91","0.91","0.85","0.86","-","0.04","0.85","10","0.86","10","0.00"
="03046F","群益5A          ","5000","1","11650","2.33","2.33","2.33","2.33","X","0","2.43","200","2.44","200","0.00"
="03046P","MH兆豐          ","1000","1","520","0.52","0.52","0.52","0.52","X","0","0.5","10","0.51","10","0.00"
="03046X","元展43          ","26000","1","111020","4.27","4.27","4.27","4.27","+","0.07","4.26","10","4.31","10","57.4"
="03047P","MJ兆豐          ","1000","1","680","0.68","0.68","0.68","0.68","X","0","0.66","10","0.67","10","0.00"
="03047X","元展44          ","373000","20","900300","2.4","2.43","2.37","2.4"," ","0","2.4","13","2.41","10","8.95"
="03048P","MK兆豐          ","1000","1","800","0.8","0.8","0.8","0.8","X","0","0.78","10","0.79","10","0.00"
="03048X","元展45          ","364000","13","765820","2.08","2.11","2.08","2.11"," ","0","2.1","10","2.11","10","15.7"
="03049P","ML兆豐          ","111000","8","96360","0.91","0.91","0.84","0.84","-","0.06","0.84","10","0.85","10","0.00"
="03049X","元展46          ","10000","1","29900","2.99","2.99","2.99","2.99","X","0","3.01","10","3.08","10","50.3"
="03050P","永豐IJ          ","106000","4","75320","0.72","0.72","0.67","0.67","-","0.08","0.65","100","0.66","100","0.00"
="03050X","元展47          ","442000","46","1453150","3.24","3.35","3.23","3.29","+","0.15","3.28","10","3.29","10","47.2"
="03051P","永豐IK          ","82000","8","121710","1.54","1.54","1.45","1.45","-","0.07","1.45","110","1.46","100","0.00"
="03051X","元展48          ","0","0","0","--","--","--","--"," ","0","11","10","11.1","10","57.2"
="03052P","永豐IL          ","264000","10","366730","1.41","1.41","1.35","1.35","-","0.05","1.34","100","1.35","100","0.00"
="03052X","元展49          ","0","0","0","--","--","--","--"," ","0","11.4","10","11.5","10","79"
="03053P","群益1A          ","100000","6","188200","1.89","1.89","1.86","1.86","-","0.03","1.85","25","1.86","10","0.00"
="03053X","元展50          ","36000","4","202850","5.6","5.65","5.6","5.6"," ","0","5.6","13","5.7","20","103"
="03054P","群益1B          ","398000","3","407900","1.05","1.05","1","1","-","0.06","1","25","1.01","10","0.00"
="03054X","元展51          ","0","0","0","--","--","--","--"," ","0","9.6","10","9.7","12","70.3"
="03055P","群益1C          ","77000","3","115870","1.51","1.51","1.47","1.47","-","0.01","1.43","25","1.44","10","0.00"
="03055X","元展52          ","70000","9","532800","7.6","7.7","7.5","7.7","+","0.05","7.65","10","7.7","10","60"
="03056P","群益NP          ","2000","1","720","0.36","0.36","0.36","0.36","-","0.03","0.35","499","0.36","499","0.00"
="03057P","群益NQ          ","8000","3","7380","0.94","0.94","0.9","0.9","-","0.08","0.9","499","0.91","499","0.00"
="03057X","ML展02          ","34000","2","119680","3.52","3.52","3.52","3.52","-","0.11","3.52","25","3.61","25","11.9"
="03058P","群益NR          ","81000","3","94670","1.2","1.2","1.15","1.15","-","0.09","1.14","499","1.15","499","0.00"
="03058X","元展53          ","0","0","0","--","--","--","--"," ","0","22.9","10","23.1","10","155"
="03059P","群益NS          ","1000","1","1320","1.32","1.32","1.32","1.32","X","0","1.29","499","1.3","499","0.00"
="03059X","元展54          ","0","0","0","--","--","--","--"," ","0","10.6","10","10.7","10","21"
="03060P","群益NT          ","41000","3","46530","1.16","1.16","1.11","1.11","-","0.06","1.11","499","1.12","499","0.00"
="03060X","元展55          ","0","0","0","--","--","--","--"," ","0","8.85","10","8.9","10","78"
="03061P","群益NU          ","164000","16","281610","1.81","1.81","1.69","1.69","-","0.11","1.69","412","1.7","499","0.00"
="03061X","元展56          ","0","0","0","--","--","--","--"," ","0","28.1","10","28.5","10","106"
="03062P","玉山H9          ","200000","1","88000","0.44","0.44","0.44","0.44","X","0","0.44","10","0.45","10","0.00"
="03062X","元展57          ","3000","2","32500","10.8","10.9","10.8","10.9","X","0","10.9","10","11.1","10","419"
="03063P","N7富邦          ","7000","2","2190","0.32","0.32","0.31","0.31","X","0","0.31","10","0.32","10","0.00"
="03063X","元展58          ","699000","21","13072700","18.7","19.1","18.4","19.1","+","0.4","19","10","19.1","7","2610"
="03064P","N8富邦          ","1000","1","660","0.66","0.66","0.66","0.66","X","0","0.65","10","0.66","10","0.00"
="03064X","元展59          ","0","0","0","--","--","--","--"," ","0","6.6","100","6.7","10","12.9"
="03065P","凱基5W          ","3000","1","1410","0.47","0.47","0.47","0.47","X","0","0.46","30","0.47","30","0.00"
="03065X","元展60          ","0","0","0","--","--","--","--"," ","0","16.7","10","16.8","10","30.4"
="03066P","L5元富          ","82000","2","79540","0.97","0.97","0.97","0.97","X","0","0.96","25","0.97","25","0.00"
="03066X","元展61          ","180000","5","965000","5.4","5.4","5.35","5.4","+","0.25","5.35","10","5.4","10","9.7"
="03067P","L6元富          ","10000","1","8000","0.8","0.8","0.8","0.8","+","0.01","0.79","25","0.8","20","0.00"
="03067X","元展62          ","1000","1","9050","9.05","9.05","9.05","9.05","-","0.05","9.2","10","9.3","10","69.2"
="03068P","L7元富          ","400000","4","332000","0.83","0.83","0.83","0.83"," ","0","0.81","25","0.82","25","0.00"
="03068X","元展63          ","44000","2","1052400","24.1","24.1","23.7","23.7","+","1","23.2","20","23.4","10","158.5"
="03069P","康和DM          ","1000","1","420","0.42","0.42","0.42","0.42","X","0","0.32","10","0.42","10","0.00"
="03069X","元展64          ","37000","6","632200","16.7","17.4","16.7","17.2","X","0","17.2","10","17.3","10","61.2"
="03070P","康和DN          ","592000","19","392370","0.68","0.68","0.64","0.65","-","0.01","0.64","10","0.66","35","0.00"
="03070X","元展65          ","17000","2","222100","13.1","13.1","12.8","12.8","X","0","12.7","10","12.8","10","47.2"
="03071P","康和DP          ","100000","1","40000","0.4","0.4","0.4","0.4","X","0","0.39","10","0.4","10","0.00"
="03071X","元展66          ","25000","4","336500","13.4","13.7","13.4","13.7","+","0.9","13.6","10","13.7","10","241"
="03072P","元大DL          ","16000","4","14380","0.9","0.91","0.89","0.89","+","0.03","0.87","100","0.96","10","0.00"
="03072X","元展67          ","32000","5","481500","14.6","15.6","14.5","15.6","+","1","16.4","10","--","0","114.5"
="03073P","元大DU          ","0","0","0","--","--","--","--"," ","0","0.95","100","1.04","10","0.00"
="03073X","元展68          ","200000","9","4738000","23.5","24.2","23.5","24.2","+","0.3","24.2","10","24.3","10","2610"
="03074P","元大DX          ","2000","1","2160","1.08","1.08","1.08","1.08","+","0.03","1.05","100","1.14","10","0.00"
="03074X","元展69          ","40000","4","200000","5","5","5","5"," ","0","5","10","5.1","10","11.6"
="03075P","元大DY          ","261000","5","273630","1.06","1.06","1.03","1.03","-","0.02","1.03","100","1.04","100","0.00"
="03075X","元展70          ","120000","6","423200","3.56","3.56","3.5","3.5","-","0.09","3.53","10","3.54","10","6.63"
="03076P","元大DZ          ","140000","3","123800","0.89","0.91","0.87","0.87","-","0.02","0.86","100","0.87","100","0.00"
="03076X","元展71          ","0","0","0","--","--","--","--"," ","0","10.6","10","10.7","10","39.4"
