

2016年01月13日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
="006206","元上證          ","2320000","340","61863120","26.88","26.9","26.4","26.58","+","0.24","26.55","19","26.58","7","0.00"
="006207","FH滬深          ","1650021","576","34930453","21.14","21.39","20.93","21.08","+","0.16","21.04","63","21.08","1","0.00"
="006208","FB台50          ","29000","15","945260","32.68","32.68","32.4","32.4","+","0.31","32.35","1","32.54","1","0.00"
="00631L","T50正2          ","15176999","3138","241892333","15.83","16.1","15.75","15.89","+","0.31","15.89","180","15.9","9","0.00"
="00632R","T50反1          ","34502522","5261","727567288","21.15","21.24","20.95","21.11","-","0.21","21.1","77","21.11","183","0.00"
="00633L","上証2X          ","109804020","16198","3174592809","29","29.45","28.35","28.58","+","0.49","28.58","119","28.59","1","0.00"
="00634R","上証反          ","14471010","1197","163599554","11.26","11.45","11.19","11.35","-","0.12","11.35","138","11.37","1","0.00"
="00635U","元黃金          ","369000","151","6703010","18.26","18.26","18.12","18.15","-","0.2","18.12","4","18.15","12","0.00"
="00636 ","CFA50           ","2923010","232","48394157","16.52","16.72","16.43","16.5","+","0.13","16.48","60","16.5","8","0.00"
="00637L","滬深2X          ","123494010","13458","1321033669","10.73","10.91","10.47","10.57","+","0.17","10.57","1,156","10.58","4","0.00"
="00638R","滬深反          ","2156000","186","45276390","21.1","21.23","20.81","21.13","-","0.11","21.11","1","21.13","490","0.00"
="00639 ","深100           ","3309750","548","34019492","10.3","10.36","10.14","10.21","+","0.05","10.2","6","10.21","300","0.00"
="00640L","日本2X          ","4994000","798","90507550","18","18.25","18","18.16","+","0.88","18.16","142","18.18","101","0.00"
="00641R","日本反          ","3928000","407","80376350","20.5","20.55","20.39","20.46","-","0.47","20.44","212","20.46","160","0.00"
="00642U","元石油          ","20891691","3826","308227262","14.75","14.85","14.66","14.77","-","0.26","14.77","25","14.79","10","0.00"
="00643 ","深中小          ","3770000","769","60399840","16.1","16.24","15.79","15.85","-","0.09","15.85","19","15.86","28","0.00"
="00645 ","FB日本          ","2803000","110","51941780","18.51","18.59","18.46","18.55","+","0.53","18.55","5","18.56","165","0.00"
="00646 ","S&P500          ","2452150","164","47313002","19.26","19.34","19.26","19.32","+","0.33","19.3","2","19.32","152","0.00"
="00647L","S&P正2          ","1673000","324","30338760","18.01","18.27","18.01","18.23","+","0.65","18.22","25","18.23","249","0.00"
="00648R","S&P反1          ","3119000","437","66429630","21.5","21.5","21.22","21.27","-","0.39","21.26","1","21.27","97","0.00"
="008201","上證50          ","3000","19","237610","79","79.5","79","79","+","1","78.6","2","79","5","0.00"
="01001T","富邦R1          ","23000","10","360930","15.62","15.8","15.62","15.8","+","0.01","15.79","1","15.8","5","0.00"
="01002T","國泰R1          ","221000","78","3737570","16.91","17.07","16.9","16.91"," ","0","16.91","15","16.95","1","0.00"
="01003T","新光R1          ","6000","2","84900","14.15","14.15","14.15","14.15","+","0.03","14.15","44","14.29","6","0.00"
="01004T","富邦R2          ","99000","14","1237040","12.57","12.57","12.46","12.5"," ","0","12.48","6","12.5","17","0.00"
="01007T","國泰R2          ","6000","4","91930","15.3","15.43","15.3","15.43","X","0","15.31","5","15.44","12","0.00"
="03001X","元展01          ","0","0","0","--","--","--","--"," ","0","59","10","60","10","101.5"
="03002X","元展02          ","3000","3","14490","4.73","4.9","4.73","4.9","+","0.41","5.15","10","5.25","10","26.75"
="03003X","元展03          ","0","0","0","--","--","--","--"," ","0","43.6","1","43.7","10","133.5"
="03004X","元展04          ","0","0","0","--","--","--","--"," ","0","5.6","10","5.7","10","17.45"
="03005X","元展05          ","11000","2","100050","9.1","9.1","9.05","9.05","+","0.1","8.95","10","9.05","10","20.2"
="03006X","元展06          ","67000","40","1131000","17.4","17.4","16.4","16.5"," ","0","16.4","10","16.5","10","39.1"
="030071","統一K8          ","518000","5","5180","0.01","0.01","0.01","0.01"," ","0","0.01","10","0.02","1,202","57.15"
="03007X","元展07          ","5000","5","36250","7.25","7.25","7.25","7.25","+","0.15","7.35","10","7.45","10","15.8"
="03008X","元展08          ","14000","3","202600","14.4","14.5","14.4","14.5","+","0.1","14.3","10","14.5","10","50.8"
="03009X","元展09          ","50000","5","725000","14.5","14.5","14.5","14.5","X","0","14.2","10","14.4","10","23.9"
="03010X","元展10          ","2000","1","53400","26.7","26.7","26.7","26.7","+","0.9","26.2","10","26.4","10","76.6"
="03011X","元展11          ","346000","17","529460","1.53","1.61","1.47","1.47","-","0.01","1.47","10","1.48","10","6.24"
="03012X","元展12          ","22000","3","149900","6.7","6.85","6.7","6.85","-","0.15","6.8","10","6.9","10","38.4"
="03013X","元展13          ","78000","7","199880","2.57","2.62","2.52","2.52"," ","0","2.52","10","2.57","10","10.25"
="03014X","元展14          ","1000","1","7050","7.05","7.05","7.05","7.05","+","0.05","7","10","7.2","10","14.8"
="03015X","元展15          ","6000","3","53700","9.2","9.2","8.8","8.85","-","0.55","8.65","10","8.85","10","16.9"
="030160","國泰HI          ","0","0","0","--","--","--","--"," ","0","--","0","0.05","50","15.95"
="03016X","元展16          ","177000","7","211000","1.19","1.21","1.16","1.17","-","0.02","1.18","10","1.19","10","7.5"
="03017X","元展17          ","4000","2","4440","1.1","1.12","1.1","1.12","+","0.05","1.13","10","1.14","10","8.7"
="03018X","元展18          ","180000","8","305600","1.71","1.71","1.68","1.7","+","0.02","1.68","30","1.7","48","14.45"
="03019X","元展19          ","119000","8","185060","1.57","1.57","1.54","1.54"," ","0","1.54","10","1.55","20","13.2"
="03020X","元展20          ","0","0","0","--","--","--","--"," ","0","1.84","10","1.86","10","15.35"
="030216","國泰HV          ","10000","2","20900","2.2","2.2","1.98","1.98","X","0","2.09","30","2.16","10","43.5"
="03021X","元展21          ","3000","2","23500","7.9","7.9","7.8","7.8","X","0","7.75","10","8.05","10","25.85"
="03022X","富展01          ","31000","5","415300","13.4","13.5","13.3","13.3","X","0","13.3","10","13.4","11","76.6"
="03023X","富展02          ","3000","1","46500","15.5","15.5","15.5","15.5","X","0","15.4","10","15.5","7","28.06"
="03024X","富展03          ","0","0","0","--","--","--","--"," ","0","22.6","20","23.2","11","133.5"
="03025X","元展22          ","25000","5","339700","13.8","13.8","13.5","13.5","+","0.1","13.5","501","13.6","499","57.15"
="03026X","元展23          ","13000","2","56090","4.33","4.33","4.31","4.31","-","0.05","4.27","100","4.29","100","16.25"
="03027X","元展24          ","0","0","0","--","--","--","--"," ","0","8.1","100","8.15","100","28.06"
="03028X","元展25          ","0","0","0","--","--","--","--"," ","0","13.3","10","13.4","10","57.1"
="03029X","元展26          ","0","0","0","--","--","--","--"," ","0","7.15","10","7.25","10","30.25"
="03030X","元展27          ","378000","17","1057530","2.93","2.93","2.73","2.73","-","0.09","2.62","10","2.64","10","9.6"
="03031X","元展28          ","0","0","0","--","--","--","--"," ","0","5.45","10","5.5","10","46.25"
="030323","1Z元富          ","0","0","0","--","--","--","--"," ","0","0.01","25","0.1","15","28.06"
="030324","2A元富          ","2182000","17","21820","0.01","0.01","0.01","0.01"," ","0","0.01","50","0.02","280","76.6"
="03032X","元展29          ","56000","3","175280","3.13","3.13","3.13","3.13","+","0.16","3.06","10","3.09","10","9.8"
="03033X","元展30          ","350000","30","1762940","4.77","5.15","4.77","5.1","+","0.71","5.05","10","5.15","10","215.5"
="03035X","元展32          ","1000","1","5300","5.3","5.3","5.3","5.3","X","0","5.25","10","5.4","10","24.8"
="03037X","元展34          ","75000","8","444250","6.05","6.05","5.75","5.75"," ","0","5.7","3","5.75","10","18.05"
="03038X","元展35          ","24000","3","179700","7.5","7.55","7.45","7.45","+","0.25","7.35","10","7.45","10","67.3"
="03039X","元展36          ","1000","1","5150","5.15","5.15","5.15","5.15"," ","0","--","0","--","0","274.5"
="03040X","元展37          ","0","0","0","--","--","--","--"," ","0","3.73","10","3.77","10","11.05"
="030419","3F元富          ","0","0","0","--","--","--","--"," ","0","0.01","25","0.03","120","16.25"
="03041X","元展38          ","29000","3","119590","4.15","4.15","4.11","4.11","+","0.04","3.5","2","--","0","148"
="03042F","06群益          ","0","0","0","--","--","--","--"," ","0","0.09","100","0.1","100","0.00"
="03042X","元展39          ","0","0","0","--","--","--","--"," ","0","7","10","7.1","10","34.95"
="03043F","B5群益          ","0","0","0","--","--","--","--"," ","0","0.45","100","0.46","100","0.00"
="03043X","元展40          ","0","0","0","--","--","--","--"," ","0","9.75","10","10","10","52.5"
="03044F","B6群益          ","0","0","0","--","--","--","--"," ","0","1.13","200","1.14","200","0.00"
="03044X","元展41          ","4000","1","24800","6.2","6.2","6.2","6.2","X","0","6.1","10","6.25","10","17.8"
="030453","統一M1          ","0","0","0","--","--","--","--"," ","0","0.02","10","0.1","40","26.58"
="03046X","元展43          ","10000","1","27800","2.78","2.78","2.78","2.78","+","0.07","2.75","10","2.91","10","50.7"
="03047X","元展44          ","320000","7","403700","1.25","1.27","1.25","1.27","+","0.02","1.24","10","1.34","10","6.99"
="03048X","元展45          ","90000","4","162000","1.8","1.8","1.8","1.8","+","0.05","1.77","10","1.78","10","14.8"
="03049X","元展46          ","20000","2","48700","2.44","2.44","2.43","2.43","-","0.03","2.4","10","--","0","45.9"
="03050X","元展47          ","216000","22","497780","2.26","2.35","2.26","2.3","+","0.05","2.31","10","2.32","10","39.8"
="03051X","元展48          ","6000","2","56450","9.4","9.45","9.4","9.45","+","0.45","9.5","10","9.6","10","52.3"
="030529","統一M4          ","110000","3","1100","0.01","0.01","0.01","0.01","X","0","0.01","2,236","0.02","900","9.8"
="03052X","元展49          ","10000","1","103000","10.3","10.3","10.3","10.3","X","0","10.3","10","10.5","20","74.9"
="030537","統一N3          ","0","0","0","--","--","--","--"," ","0","0.41","20","0.46","10","362"
="03053X","元展50          ","0","0","0","--","--","--","--"," ","0","5.35","10","5.4","20","99.5"
="03054X","元展51          ","0","0","0","--","--","--","--"," ","0","8.75","10","8.8","12","67"
="030557","3X元富          ","191000","2","1910","0.01","0.01","0.01","0.01"," ","0","0.01","25","0.02","57","39.1"
="03055X","元展52          ","0","0","0","--","--","--","--"," ","0","6.4","10","6.45","10","55.2"
="03057X","ML展02          ","5000","3","12430","2.57","2.57","2.41","2.47"," ","0","2.38","25","2.47","24","10.75"
="03058X","元展53          ","1000","1","17900","17.9","17.9","17.9","17.9","X","0","17.7","10","17.9","10","133.5"
="03059X","元展54          ","0","0","0","--","--","--","--"," ","0","7.2","10","7.3","10","16.35"
="03060X","元展55          ","0","0","0","--","--","--","--"," ","0","7.35","10","7.45","10","70.4"
="03061X","元展56          ","0","0","0","--","--","--","--"," ","0","26","10","26.3","10","101.5"
="03062X","元展57          ","0","0","0","--","--","--","--"," ","0","10.2","10","10.5","10","407.5"
="030636","統一N4          ","550000","12","14510","0.02","0.04","0.02","0.04","+","0.03","0.01","110","0.05","63","133.5"
="03063X","元展58          ","68000","22","610750","8.5","9.5","8.35","9.5","+","1.95","9.3","10","9.5","9","1965"
="03064X","元展59          ","0","0","0","--","--","--","--"," ","0","5.6","100","5.7","10","11.85"
="03065X","元展60          ","0","0","0","--","--","--","--"," ","0","13.1","10","13.2","10","26.75"
="03066X","元展61          ","172000","6","933450","5.55","5.55","5.4","5.45","+","0.45","5.25","10","5.35","10","9.6"
="030679","4V元富          ","97000","1","970","0.01","0.01","0.01","0.01"," ","0","0.01","25","0.03","35","215.5"
="03067X","元展62          ","7000","7","49350","7.1","7.15","6.9","6.9"," ","0","6.85","10","6.9","9","61.1"
="03068X","元展63          ","20000","1","238000","11.9","11.9","11.9","11.9","X","0","11.7","10","11.9","10","112.5"
="03069X","元展64          ","0","0","0","--","--","--","--"," ","0","12.1","10","12.2","10","50.8"
="030706","03統一          ","20000","1","200","0.01","0.01","0.01","0.01","X","0","0.01","10","0.1","12","206.5"
="03070X","元展65          ","18000","1","161100","8.95","8.95","8.95","8.95","+","0.15","9.05","10","9.1","10","39.8"
="03071X","元展66          ","4000","2","41000","10.3","10.3","10.2","10.2","X","0","10.2","10","10.3","10","206.5"
="030740","中信4S          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","228","27.2"
="030776","國泰IU          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","38","7.11"
="030784","5V元富          ","0","0","0","--","--","--","--"," ","0","0.01","25","0.03","220","60.8"
="030815","05統一          ","0","0","0","--","--","--","--"," ","0","0.01","519","0.02","1,246","60.8"
="030871","6B元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","641","0.00"
="030872","6C元富          ","109000","2","1390","0.01","0.04","0.01","0.04"," ","0","0.01","26","0.04","115","18.05"
="030889","FJ凱基          ","0","0","0","--","--","--","--"," ","0","6.35","30","6.85","30","121.5"
="030905","10統一          ","194000","4","1940","0.01","0.01","0.01","0.01"," ","0","0.01","10","0.02","120","76.6"
="030906","11統一          ","317000","4","3200","0.01","0.02","0.01","0.01"," ","0","0.01","20","0.02","820","1965"
="030907","12統一          ","100000","7","6750","0.06","0.07","0.06","0.07","+","0.02","0.06","34","0.08","125","1965"
="030922","中信4W          ","60000","6","4300","0.05","0.09","0.05","0.08","X","0","0.04","99","0.09","10","133.5"
="030932","國泰JB          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","300","68.4"
="030934","國泰JD          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","10","27.2"
="031020","16統一          ","0","0","0","--","--","--","--"," ","0","0.01","20","0.1","10","136"
="031047","國泰JH          ","0","0","0","--","--","--","--"," ","0","0.01","499","0.02","10","52.7"
="031074","群益JC          ","0","0","0","--","--","--","--"," ","0","2.36","25","2.42","10","21.11"
="031075","群益JD          ","2000","2","3980","2","2","1.98","1.98","-","0.27","2.06","12","2.08","10","21.11"
="031157","中信5P          ","0","0","0","--","--","--","--"," ","0","--","0","0.02","50","68.4"
="031158","中信5Q          ","0","0","0","--","--","--","--"," ","0","--","0","0.05","499","60.8"
="031159","中信5R          ","0","0","0","--","--","--","--"," ","0","--","0","0.02","320","57.15"
="031161","HD凱基          ","0","0","0","--","--","--","--"," ","0","1.35","30","1.45","30","21.11"
="031170","22統一          ","160000","1","1600","0.01","0.01","0.01","0.01"," ","0","0.01","10","0.05","10","215.5"
="031196","8B元富          ","0","0","0","--","--","--","--"," ","0","0.01","25","0.1","10","15.89"
="031225","GY第一          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.1","10","11.05"
="031231","8D元富          ","25000","2","2650","0.09","0.11","0.09","0.11","+","0.03","0.08","12","0.11","20","72.3"
="031262","日盛Y5          ","359000","25","124360","0.39","0.39","0.26","0.32","+","0.04","0.3","25","0.31","10","27"
="031264","23統一          ","0","0","0","--","--","--","--"," ","0","0.01","20","0.08","40","133.5"
="031265","24統一          ","200000","1","2000","0.01","0.01","0.01","0.01"," ","0","0.01","30","0.02","670","68.4"
="031323","日盛Y9          ","0","0","0","--","--","--","--"," ","0","0.01","25","0.04","25","6.24"
="031438","國票AG          ","150000","2","4500","0.03","0.03","0.03","0.03","+","0.01","0.03","499","0.04","120","133.5"
="031473","32統一          ","40000","1","400","0.01","0.01","0.01","0.01","X","0","0.01","10","0.03","300","16.9"
="031475","D6元大          ","70000","4","214850","3.1","3.1","2.99","2.99","-","0.35","3.11","499","3.12","499","21.11"
="031506","中信5V          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","96","60.8"
="031552","日盛AC          ","0","0","0","--","--","--","--"," ","0","0.01","25","0.02","45","38.4"
="031573","KN富邦          ","0","0","0","--","--","--","--"," ","0","0.01","960","0.05","738","76.6"
="031583","9U元富          ","222000","12","25840","0.12","0.16","0.1","0.16"," ","0","0.15","1","0.16","10","72.3"
="031606","中信6K          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","160","215.5"
="031644","KX富邦          ","0","0","0","--","--","--","--"," ","0","--","0","0.1","50","7.5"
="031739","50統一          ","0","0","0","--","--","--","--"," ","0","0.1","10","0.18","10","28.1"
="031748","59統一          ","9000","2","180","0.02","0.02","0.02","0.02","+","0.01","0.01","10","0.02","183","1965"
="03177B","元熊I1          ","0","0","0","--","--","--","--"," ","0","3.54","495","3.55","499","7824.61"
="03178B","元熊18          ","0","0","0","--","--","--","--"," ","0","5.55","499","5.6","499","899.75"
="031801","LN富邦          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","1965"
="031803","LQ富邦          ","5000","1","150","0.03","0.03","0.03","0.03","X","0","--","0","0.03","40","1965"
="03180B","元熊J1          ","117000","5","407030","3.49","3.49","3.44","3.47","-","0.12","3.49","499","3.5","499","7824.61"
="031838","國泰LB          ","0","0","0","--","--","--","--"," ","0","0.11","499","0.13","31","52.7"
="03184B","元熊AU          ","5000","1","20200","4.04","4.04","4.04","4.04","-","0.06","4.01","502","4.05","495","57.15"
="03185B","元熊L1          ","0","0","0","--","--","--","--"," ","0","4.99","499","5","499","7824.61"
="03186B","元熊M1          ","0","0","0","--","--","--","--"," ","0","5","499","5.05","499","7824.61"
="03187B","元熊AV          ","18000","3","74600","4.09","4.16","4.09","4.16","-","0.07","4.15","10","4.16","485","57.15"
="031884","D4元富          ","0","0","0","--","--","--","--"," ","0","0.05","20","0.08","65","1965"
="03188B","兆熊BQ          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7824.61"
="03189B","元熊N1          ","28000","3","57160","2.02","2.05","2.02","2.05","-","0.03","2.02","495","2.03","499","7824.61"
="03190B","元熊38          ","0","0","0","--","--","--","--"," ","0","4.53","499","4.54","499","899.75"
="03192B","元熊X1          ","1226000","20","2040260","1.68","1.71","1.62","1.67","-","0.08","1.66","500","1.67","499","7824.61"
="031937","中信7Q          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","49.3"
="03193B","兆熊HN          ","235000","4","397390","1.67","1.71","1.67","1.7","-","0.08","1.1","10","--","0","7824.61"
="03194B","兆熊HP          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7824.61"
="03197B","元熊Z1          ","2463000","129","3957150","1.6","1.66","1.56","1.62","-","0.07","1.61","519","1.62","422","7824.61"
="03198B","兆熊B6          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7824.61"
="031991","70統一          ","41000","6","7610","0.17","0.21","0.17","0.21","+","0.06","0.17","30","0.21","34","133.5"
="03199B","兆熊B7          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7824.61"
="03200B","元熊01          ","71000","10","135760","1.91","1.98","1.89","1.94","-","0.07","1.93","499","1.94","489","7824.61"
="03201B","2U兆熊          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7824.61"
="03202B","元熊11          ","118000","5","278990","2.32","2.38","2.32","2.38","-","0.08","2.36","499","2.37","499","7824.61"
="03203B","兆熊31          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7824.61"
="032044","J2元富          ","0","0","0","--","--","--","--"," ","0","0.84","25","0.94","10","52.5"
="03204B","群熊AA          ","140000","10","265150","1.92","1.92","1.88","1.89","-","0.1","1.91","499","1.92","499","7824.61"
="03205B","凱熊40          ","2000","1","7700","3.85","3.85","3.85","3.85","-","0.01","3.78","30","3.79","30","7824.61"
="032065","72統一          ","0","0","0","--","--","--","--"," ","0","0.01","1,402","0.02","1,628","206.5"
="03206B","凱熊41          ","0","0","0","--","--","--","--"," ","0","4.29","30","4.3","30","7824.61"
="032079","NM凱基          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","149","215.5"
="03207B","CU兆熊          ","92000","11","160830","1.76","1.8","1.71","1.76","-","0.07","1.73","3","--","0","7824.61"
="032088","NS凱基          ","0","0","0","--","--","--","--"," ","0","--","0","0.1","110","49.3"
="03208B","群熊AB          ","78000","14","239240","3","3.15","2.97","3.07","-","0.16","3.06","499","3.07","497","7824.61"
="03209B","凱熊42          ","34000","7","110740","3.31","3.31","3.18","3.27","-","0.2","3.29","30","3.3","30","7824.61"
="03210B","元熊21          ","108000","11","220200","2.04","2.08","2","2.05","-","0.08","2.04","499","2.05","499","7824.61"
