

2016年01月27日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
臺灣高薪100報酬指數,4473.25,+,14.83,0.33
臺灣低波動高股息報酬指數,2422.39,+,2.86,0.12
未含金融電子股報酬指數,15622.55,-,3.13,-0.02
小型股300報酬指數,4982.37,-,5.19,-0.1
水泥類報酬指數,130.47,+,0.28,0.22
食品類報酬指數,1532.38,+,20.11,1.33
塑膠類報酬指數,260.37,-,0.22,-0.08
紡織纖維類報酬指數,647.3,+,4.4,0.68
電機機械類報酬指數,172.1,-,0.84,-0.49
電器電纜類報酬指數,31.41,-,0.03,-0.1
化學生技醫療類報酬指數,120.76,-,0.53,-0.44
化學類報酬指數,112.71,-,0.51,-0.45
生技醫療類報酬指數,90.35,-,0.39,-0.43
玻璃陶瓷類報酬指數,35.43,-,0.05,-0.14
造紙類報酬指數,168.64,+,0.35,0.21
鋼鐵類報酬指數,92.66,-,0.13,-0.14
橡膠類報酬指數,328.93,+,0.4,0.12
汽車類報酬指數,290.12,+,0.17,0.06
電子類報酬指數,456.75,+,2.32,0.51
半導體類報酬指數,146.57,+,1.53,1.05
電腦及週邊設備類報酬指數,129.56,+,1.94,1.52
光電類報酬指數,32.99,-,0.51,-1.52
通信網路類報酬指數,183.68,+,0.5,0.27
電子零組件類報酬指數,99.41,-,0.44,-0.44
電子通路類報酬指數,141.3,+,0.67,0.48
資訊服務類報酬指數,124.99,+,0.25,0.2
其他電子類報酬指數,87.49,-,0.17,-0.19
建材營造類報酬指數,277.7,+,0.67,0.24
航運類報酬指數,74.58,-,0.41,-0.55
觀光類報酬指數,123.61,-,0.24,-0.19
金融保險類報酬指數,1105.43,+,0.23,0.02
貿易百貨類報酬指數,239.16,+,3.55,1.51
油電燃氣類報酬指數,123.57,-,1.14,-0.91
其他類報酬指數,295.15,-,1.19,-0.4
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","56268299295","1504646269","552213"
"2.台灣存託憑證","19073679","5470076","1016"
"3.受益憑證","0","0","0"
"4.ETF","11855530662","708257380","105445"
"5.受益證券","697207400","49453000","311"
"6.變更交易股票","12638287","6588348","555"
"7.認購(售)權證","1488757400","1647123000","44597"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","56280937582","1511234617","552768"
"總計(1~12)","70341506723","3921538073","704137"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2208(4),342(4)
"下跌(跌停)",2661(51),411(0)
"持平",535,102
"未成交",5388,11
"無比價",986,9
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2016年01月27日
"每日收盤行情("全部")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50          ","9101121","2287","520457441","57.4","57.45","56.95","57.25","+","0.25","57.25","82","57.3","158","0.00"
="0051  ","中100           ","11000","9","256030","23.33","23.33","23.18","23.32","+","0.14","23.2","2","23.32","7","0.00"
="0052  ","FB科技          ","2000","2","73270","36.64","36.64","36.63","36.63","+","0.28","36.51","1","36.85","1","0.00"
="0053  ","寶電子          ","4000","4","99510","24.86","24.93","24.86","24.93","+","0.16","24.93","1","25","9","0.00"
="0054  ","台商50          ","1000","1","18900","18.9","18.9","18.9","18.9","+","0.07","18.8","8","18.98","8","0.00"
="0055  ","寶金融          ","410000","95","4693050","11.42","11.49","11.35","11.36","-","0.04","11.36","9","11.4","5","0.00"
="0056  ","高股息          ","949698","521","19780869","20.84","20.86","20.79","20.81","+","0.05","20.81","4","20.82","9","0.00"
="0057  ","FB摩台          ","6000","4","212340","35.37","35.43","35.37","35.43","+","0.35","35.38","50","35.46","58","0.00"
="0058  ","FB發達          ","4000","3","132720","33.18","33.18","33.18","33.18","X","0","33.03","10","33.26","10","0.00"
="0059  ","FB金融          ","4000","3","107520","26.86","26.9","26.86","26.9","+","0.19","26.52","1","26.77","2","0.00"
="0060  ","新台灣          ","4000","3","102200","25.55","25.55","25.55","25.55","+","0.1","25.43","10","25.51","10","0.00"
="0061  ","寶滬深          ","26105999","6335","390087375","15.4","15.4","14.6","14.74","-","0.77","14.74","1","14.75","2","0.00"
="006203","寶摩臺          ","1000","1","27000","27","27","27","27","X","0","26.82","10","27.07","8","0.00"
="006204","豐臺灣          ","0","0","0","--","--","--","--"," ","0","38.81","15","39.01","15","0.00"
="006205","FB上証          ","15999500","4455","414102580","26.2","26.4","25.35","25.52","-","1.43","25.51","5","25.52","52","0.00"
="006206","元上證          ","3892000","970","95364740","24.79","24.92","24.1","24.19","-","1.06","24.19","14","24.2","2","0.00"
="006207","FH滬深          ","5860200","1360","114213939","19.99","19.99","19.02","19.21","-","1.12","19.21","22","19.23","38","0.00"
="006208","FB台50          ","0","0","0","--","--","--","--"," ","0","32.22","1","32.53","2","0.00"
="00631L","T50正2          ","9975000","1805","159499380","16.09","16.15","15.87","15.99","+","0.07","15.99","258","16","162","0.00"
="00632R","T50反1          ","17153174","3218","359238977","20.87","21.04","20.83","20.94","-","0.09","20.94","128","20.95","521","0.00"
="00633L","上証2X          ","207388146","34351","5148204889","25.67","25.67","23.99","24.18","-","2.06","24.18","1,044","24.19","3","0.00"
="00634R","上証反          ","20150220","2527","244063564","11.95","12.31","11.95","12.17","+","0.37","12.16","126","12.17","213","0.00"
="00635U","元黃金          ","763502","290","14341268","18.77","18.84","18.75","18.8","+","0.15","18.79","115","18.8","11","0.00"
="00636 ","CFA50           ","6794052","695","103997001","15.6","15.6","15.1","15.23","-","0.57","15.23","15","15.24","50","0.00"
="00637L","滬深2X          ","271410778","28398","2491695985","9.49","9.49","8.89","9.04","-","0.63","9.04","1,300","9.05","191","0.00"
="00638R","滬深反          ","7789050","609","175944063","22.3","22.98","22.28","22.67","+","0.71","22.67","1,015","22.68","88","0.00"
="00639 ","深100           ","8584390","1645","81043987","9.75","9.75","9.17","9.29","-","0.6","9.29","72","9.3","21","0.00"
="00640L","日本2X          ","7761000","1171","131303410","16.9","17.1","16.63","17.06","+","0.94","17.06","228","17.07","31","0.00"
="00641R","日本反          ","6619000","893","139075380","20.96","21.19","20.89","20.9","-","0.62","20.9","136","20.91","5","0.00"
="00642U","元石油          ","39253850","8384","574063999","14.57","14.8","14.53","14.8","+","0.5","14.8","54","14.81","204","0.00"
="00643 ","深中小          ","6400100","1086","94076540","15.12","15.12","14.35","14.41","-","0.94","14.41","99","14.43","3","0.00"
="00645 ","FB日本          ","2447000","156","43642040","17.89","17.96","17.72","17.94","+","0.52","17.94","175","17.95","16","0.00"
="00646 ","S&P500          ","2043000","123","38510980","18.75","18.9","18.75","18.9","+","0.22","18.89","250","18.9","23","0.00"
="00647L","S&P正2          ","1391000","182","23949170","17.21","17.31","17.13","17.28","+","0.37","17.28","599","17.3","239","0.00"
="00648R","S&P反1          ","3575000","519","78651090","21.95","22.06","21.91","21.99","-","0.19","21.98","8","21.99","12","0.00"
="00649 ","FH香港          ","11143000","1293","164623320","14.38","14.89","14.38","14.72","+","0.06","14.72","88","14.73","41","0.00"
="00650L","香港2X          ","4897000","618","71937050","14.35","14.89","14.25","14.57","+","0.18","14.57","43","14.59","52","0.00"
="00651R","香港反          ","10337000","1361","155996220","14.9","15.24","14.83","15.14","-","0.17","15.14","206","15.15","13","0.00"
="008201","上證50          ","26600","68","1942865","74.05","74.3","72.1","72.1","-","2.4","73","1","73.05","2","0.00"
="01001T","富邦R1          ","35000","10","554890","15.91","15.91","15.73","15.73","-","0.18","15.73","3","15.84","5","0.00"
="01002T","國泰R1          ","83000","26","1395530","16.81","16.97","16.8","16.81","-","0.02","16.82","40","16.84","4","0.00"
="01003T","新光R1          ","49319000","271","695057780","14.1","14.1","14","14.09","-","0.01","14","27","14.09","75","0.00"
="01004T","富邦R2          ","16000","4","199200","12.45","12.45","12.45","12.45","-","0.1","12.45","8","12.55","10","0.00"
="01007T","國泰R2          ","0","0","0","--","--","--","--"," ","0","15.39","4","15.5","14","0.00"
="03001X","元展01          ","2000","2","120000","60","60","60","60","X","0","59.5","11","60.5","10","102"
="03003X","元展03          ","0","0","0","--","--","--","--"," ","0","46.2","10","46.5","10","139.5"
="03004X","元展04          ","0","0","0","--","--","--","--"," ","0","5.8","10","5.9","10","17.65"
="03005X","元展05          ","23000","3","194850","8.5","8.5","8.45","8.45","-","0.05","8.5","10","8.6","10","19.8"
="03006X","元展06          ","34000","17","423000","12.8","12.8","12.3","12.4","-","0.2","12.4","10","12.5","1","35.4"
="030071","統一K8          ","52000","1","520","0.01","0.01","0.01","0.01"," ","0","0.01","10","0.02","362","57.25"
="03007X","元展07          ","4000","2","23800","5.95","5.95","5.95","5.95"," ","0","5.9","43","6","10","14.55"
="03009X","元展09          ","0","0","0","--","--","--","--"," ","0","12.4","10","12.5","10","22.45"
="03010X","元展10          ","6000","2","153000","25.5","25.5","25.5","25.5"," ","0","25.4","10","25.5","10","75.3"
="03011X","元展11          ","91000","5","127300","1.39","1.42","1.29","1.29","-","0.09","1.28","10","1.29","10","6.07"
="03012X","元展12          ","120000","5","546320","4.68","4.68","4.49","4.49","-","0.19","4.53","10","4.56","10","34.1"
="03013X","元展13          ","70000","2","200900","2.97","2.97","2.62","2.62","+","0.05","2.62","10","2.67","10","10.4"
="03014X","元展14          ","5000","2","33100","6.6","6.65","6.6","6.65","+","0.05","6.6","10","6.8","10","14.45"
="03015X","元展15          ","290000","3","2406000","8.4","8.4","8.15","8.15","X","0","8.1","2","8.15","10","16.4"
="030160","國泰HI          ","10000","10","100","0.01","0.01","0.01","0.01","X","0","--","0","0.01","493","16.7"
="03016X","元展16          ","568000","24","754530","1.34","1.35","1.24","1.28"," ","0","1.26","10","1.27","10","7.65"
="03017X","元展17          ","101000","2","94940","0.94","0.94","0.94","0.94","-","0.02","0.92","10","0.93","10","8.24"
="03018X","元展18          ","170000","7","274880","1.61","1.64","1.61","1.64"," ","0","1.63","10","1.7","10","14.45"
="03019X","元展19          ","70000","4","107080","1.52","1.54","1.52","1.53","X","0","1.5","10","1.52","10","13.1"
="03020X","元展20          ","5000","2","9600","1.92","1.92","1.92","1.92","+","0.08","1.95","10","1.97","10","15.7"
="030216","國泰HV          ","0","0","0","--","--","--","--"," ","0","3.79","30","--","0","49.6"
="03021X","元展21          ","3000","1","21300","7.1","7.1","7.1","7.1","+","0.1","7.15","10","7.3","10","25.05"
="03022X","富展01          ","0","0","0","--","--","--","--"," ","0","12.8","10","12.9","10","75.3"
="03023X","富展02          ","46000","6","601400","13.7","13.7","12.7","12.9","X","0","12.9","10","13","10","25.52"
="03024X","富展03          ","0","0","0","--","--","--","--"," ","0","24.1","20","24.8","11","139.5"
="03025X","元展22          ","20000","4","270300","13.6","13.6","13.5","13.5","X","0","13.6","495","13.7","495","57.25"
="03026X","元展23          ","58000","12","214340","3.85","3.85","3.5","3.54","-","0.38","3.52","100","3.57","100","14.74"
="03027X","元展24          ","12000","4","84350","7.25","7.25","6.9","6.9","-","0.7","6.85","103","7","100","25.52"
="03028X","元展25          ","0","0","0","--","--","--","--"," ","0","12.4","10","12.6","10","55.5"
="03029X","元展26          ","0","0","0","--","--","--","--"," ","0","7.7","10","7.8","10","31.2"
="03030X","元展27          ","166000","9","297740","1.88","1.88","1.75","1.75","-","0.07","1.72","13","1.74","10","8.73"
="03031X","元展28          ","0","0","0","--","--","--","--"," ","0","5.15","10","5.2","10","45.3"
="030323","1Z元富          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","25.52"
="030324","2A元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","3,330","75.3"
="03032X","元展29          ","20000","1","52400","2.62","2.62","2.62","2.62","X","0","2.58","10","2.6","10","9.34"
="03033X","元展30          ","10000","4","56600","5.7","5.7","5.6","5.6","-","0.1","5.5","10","5.55","10","223.5"
="03035X","元展32          ","0","0","0","--","--","--","--"," ","0","4.36","10","4.4","10","22.95"
="03037X","元展34          ","0","0","0","--","--","--","--"," ","0","4.91","10","4.96","10","17.2"
="03038X","元展35          ","10000","2","86000","8.5","8.7","8.5","8.7","+","0.1","8.75","10","8.8","10","74"
="03039X","元展36          ","0","0","0","--","--","--","--"," ","0","4.87","10","4.95","10","267"
="03040X","元展37          ","34000","1","146880","4.32","4.32","4.32","4.32","+","0.2","4.24","10","4.28","10","11.7"
="030419","3F元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","300","14.74"
="03041X","元展38          ","42000","4","141880","3.44","3.44","3.33","3.33","-","0.08","3.26","10","3.3","10","135"
="03042F","06群益          ","0","0","0","--","--","--","--"," ","0","0.01","100","0.02","100","0.00"
="03042X","元展39          ","0","0","0","--","--","--","--"," ","0","7","10","7.05","10","34.85"
="03043F","B5群益          ","700000","12","153500","0.24","0.24","0.2","0.2","-","0.14","0.2","50","0.22","100","0.00"
="03043X","元展40          ","11000","1","106150","9.65","9.65","9.65","9.65"," ","0","9.55","10","9.8","10","51.9"
="03044F","B6群益          ","0","0","0","--","--","--","--"," ","0","0.42","200","0.43","200","0.00"
="03044X","元展41          ","20000","2","135800","6.8","6.8","6.75","6.75","+","0.35","6.8","10","6.9","10","18.6"
="030453","統一M1          ","123000","2","1230","0.01","0.01","0.01","0.01","X","0","0.01","2,732","0.02","1,125","24.19"
="03046X","元展43          ","105000","3","288600","2.7","2.75","2.7","2.75","+","0.12","2.73","10","2.74","10","49.9"
="03047X","元展44          ","209000","16","271730","1.3","1.31","1.29","1.3","+","0.01","1.27","10","1.29","10","7.05"
="03048X","元展45          ","145000","4","229480","1.6","1.6","1.56","1.56","-","0.04","1.56","10","1.58","10","14.25"
="03049X","元展46          ","30000","2","69450","2.32","2.32","2.31","2.31","-","0.04","2.3","15","2.32","10","44.35"
="03050X","元展47          ","153000","14","293610","1.96","1.97","1.89","1.89","-","0.04","1.89","10","1.9","20","36.65"
="03051X","元展48          ","0","0","0","--","--","--","--"," ","0","10","10","10.1","10","54"
="030529","統一M4          ","0","0","0","--","--","--","--"," ","0","0.01","100","0.02","2,679","9.34"
="03052X","元展49          ","0","0","0","--","--","--","--"," ","0","10.4","10","10.5","10","74.9"
="030537","統一N3          ","100000","2","59000","0.59","0.59","0.59","0.59","-","0.01","0.55","20","0.62","10","385"
="03053X","元展50          ","15000","3","79250","5.25","5.3","5.25","5.3","+","0.1","5.3","10","5.35","10","99.2"
="03054X","元展51          ","0","0","0","--","--","--","--"," ","0","9.5","10","9.65","10","70.1"
="030557","3X元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","22","35.4"
="03055X","元展52          ","0","0","0","--","--","--","--"," ","0","5.25","10","5.35","10","51.2"
="03057X","ML展02          ","12000","2","20460","1.73","1.73","1.68","1.68","-","0.09","1.62","25","1.71","25","10.05"
="03058X","元展53          ","0","0","0","--","--","--","--"," ","0","19","10","19.3","10","139.5"
="03059X","元展54          ","0","0","0","--","--","--","--"," ","0","8.15","10","8.25","10","17.6"
="03060X","元展55          ","0","0","0","--","--","--","--"," ","0","7.3","10","7.35","10","70.1"
="03061X","元展56          ","0","0","0","--","--","--","--"," ","0","26.2","10","26.5","10","102"
="03062X","元展57          ","0","0","0","--","--","--","--"," ","0","10.9","10","11.2","10","419"
="030636","統一N4          ","218000","6","2180","0.01","0.01","0.01","0.01"," ","0","0.01","10","0.02","100","139.5"
="03063X","元展58          ","87000","33","1076100","13.1","13.1","11.9","12.4","-","1.2","12.3","10","12.4","10","2160"
="03064X","元展59          ","0","0","0","--","--","--","--"," ","0","4.92","100","4.97","10","11.2"
="03065X","元展60          ","1000","1","12000","12","12","12","12"," ","0","11.9","10","12","10","25.5"
="03066X","元展61          ","0","0","0","--","--","--","--"," ","0","4.41","10","4.44","10","8.73"
="030679","4V元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","330","223.5"
="03067X","元展62          ","2000","2","13150","6.65","6.65","6.5","6.5","-","0.1","6.4","10","6.5","10","59.6"
="03068X","元展63          ","2000","2","26400","13.5","13.5","12.9","12.9","-","0.8","12.8","10","13","10","117"
="03069X","元展64          ","2000","1","23600","11.8","11.8","11.8","11.8","+","0.1","11.7","10","11.8","10","50"
="03070X","元展65          ","0","0","0","--","--","--","--"," ","0","7.45","10","7.5","10","36.65"
="03071X","元展66          ","12000","6","128000","10.6","10.7","10.6","10.6","+","0.2","10.6","10","10.7","10","211"
="03072X","元展67          ","0","0","0","--","--","--","--"," ","0","8.8","10","8.9","10","76.3"
="03073X","元展68          ","131000","16","2258200","18","18","17","17.2","+","0.3","17.4","10","17.5","10","2160"
="030784","5V元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","632","68"
="030815","05統一          ","0","0","0","--","--","--","--"," ","0","0.01","820","0.02","1,546","68"
="030872","6C元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.03","340","17.2"
="030907","12統一          ","151000","8","4470","0.03","0.03","0.02","0.03","-","0.01","0.02","344","0.03","161","2160"
="031047","國泰JH          ","0","0","0","--","--","--","--"," ","0","--","0","0.02","70","52.6"
="031074","群益JC          ","120000","5","263250","2.17","2.25","2.16","2.25","+","0.01","2.17","25","2.21","10","20.94"
="031075","群益JD          ","536000","11","984130","1.91","1.94","1.83","1.93","-","0.06","1.91","6","1.93","8","20.94"
="031158","中信5Q          ","10000","1","100","0.01","0.01","0.01","0.01","X","0","--","0","0.01","1,059","68"
="031161","HD凱基          ","0","0","0","--","--","--","--"," ","0","1.14","30","1.24","30","20.94"
="031196","8B元富          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","15.99"
="031231","8D元富          ","0","0","0","--","--","--","--"," ","0","0.05","13","0.08","5","76.3"
="031438","國票AG          ","0","0","0","--","--","--","--"," ","0","0.02","499","0.03","20","139.5"
="031473","32統一          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.09","1","16.4"
="031475","D6元大          ","182000","19","537570","2.92","3.03","2.9","2.94","-","0.11","2.94","488","2.95","435","20.94"
="031506","中信5V          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","1,467","68"
="031552","日盛AC          ","0","0","0","--","--","--","--"," ","0","0.01","25","0.02","25","34.1"
="031573","KN富邦          ","400000","1","4000","0.01","0.01","0.01","0.01"," ","0","0.01","10","0.05","656","75.3"
="031583","9U元富          ","22000","3","3080","0.14","0.14","0.14","0.14","-","0.01","0.08","31","0.14","11","76.3"
="031606","中信6K          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","110","223.5"
="031644","KX富邦          ","0","0","0","--","--","--","--"," ","0","--","0","0.1","50","7.65"
="031739","50統一          ","102000","3","5100","0.05","0.05","0.05","0.05","-","0.01","0.05","10","0.06","10","28.2"
="031748","59統一          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.05","5","2160"
="03177B","元熊I1          ","7000","3","24390","3.49","3.49","3.47","3.47","X","0","3.47","495","3.48","499","7849.83"
="03178B","元熊18          ","0","0","0","--","--","--","--"," ","0","5.95","495","6","495","855.15"
="031801","LN富邦          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","2160"
="031803","LQ富邦          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","350","2160"
="03180B","元熊J1          ","6000","2","20520","3.42","3.42","3.42","3.42","-","0.05","3.42","499","3.43","499","7849.83"
="031838","國泰LB          ","215000","5","19850","0.09","0.1","0.09","0.09","+","0.01","0.07","30","0.08","30","52.6"
="03184B","元熊AU          ","0","0","0","--","--","--","--"," ","0","3.94","495","4.02","10","57.25"
="03185B","元熊L1          ","0","0","0","--","--","--","--"," ","0","4.82","499","4.83","499","7849.83"
="03186B","元熊M1          ","0","0","0","--","--","--","--"," ","0","4.85","499","4.86","499","7849.83"
="03187B","元熊AV          ","25000","4","103800","4.15","4.18","4.14","4.14","-","0.05","4.08","10","4.14","10","57.25"
="031884","D4元富          ","20000","2","700","0.03","0.04","0.03","0.04","X","0","0.04","40","0.09","150","2160"
="03190B","元熊38          ","0","0","0","--","--","--","--"," ","0","4.91","495","4.92","370","855.15"
="03192B","元熊X1          ","148000","9","239200","1.61","1.63","1.6","1.63","-","0.03","1.6","499","1.61","499","7849.83"
="031937","中信7Q          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","52.2"
="03193B","兆熊HN          ","3000","1","4830","1.61","1.61","1.61","1.61","-","0.03","--","0","--","0","7849.83"
="03194B","兆熊HP          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7849.83"
="03197B","元熊Z1          ","2614000","109","4085050","1.54","1.6","1.52","1.55","-","0.04","1.55","680","1.56","481","7849.83"
="03198B","兆熊B6          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7849.83"
="031991","70統一          ","20000","1","5400","0.27","0.27","0.27","0.27","X","0","0.23","10","0.27","30","139.5"
="03199B","兆熊B7          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7849.83"
="03200B","元熊01          ","120000","4","224250","1.87","1.87","1.86","1.87","-","0.04","1.85","499","1.86","499","7849.83"
="03201B","2U兆熊          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7849.83"
="03202B","元熊11          ","200000","5","462000","2.32","2.32","2.3","2.3","-","0.07","2.3","499","2.31","499","7849.83"
="03203B","兆熊31          ","0","0","0","--","--","--","--"," ","0","1.85","30","--","0","7849.83"
="032044","J2元富          ","0","0","0","--","--","--","--"," ","0","0.69","25","0.79","10","51.9"
="03204B","群熊AA          ","20000","1","38000","1.9","1.9","1.9","1.9","X","0","1.86","499","1.87","499","7849.83"
="03205B","凱熊40          ","0","0","0","--","--","--","--"," ","0","3.67","30","3.68","30","7849.83"
="032065","72統一          ","289000","2","2900","0.02","0.02","0.01","0.01"," ","0","0.01","1,217","0.02","1,918","211"
="03206B","凱熊41          ","0","0","0","--","--","--","--"," ","0","4.18","30","4.19","30","7849.83"
="032079","NM凱基          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","422","223.5"
="03207B","CU兆熊          ","111000","14","190850","1.7","1.73","1.7","1.71","-","0.05","--","0","2","5","7849.83"
="032088","NS凱基          ","0","0","0","--","--","--","--"," ","0","--","0","0.1","160","52.2"
="03208B","群熊AB          ","116000","11","351010","2.94","3.07","2.94","3.01","-","0.07","2.98","499","2.99","499","7849.83"
="03209B","凱熊42          ","43000","4","138210","3.15","3.23","3.15","3.22","-","0.07","3.18","30","3.19","30","7849.83"
="03210B","元熊21          ","170000","7","338800","1.96","2","1.96","1.98","-","0.05","1.97","495","1.98","474","7849.83"
="03211B","元熊31          ","648000","34","1198610","1.82","1.88","1.81","1.84","-","0.04","1.83","512","1.84","492","7849.83"
="03212B","KJ兆熊          ","31000","4","47000","1.5","1.53","1.5","1.52","-","0.04","1.5","10","--","0","7849.83"
="03213B","群熊AC          ","52000","11","140640","2.68","2.74","2.65","2.7","X","0","2.66","499","2.67","499","7849.83"
="03214B","元熊48          ","0","0","0","--","--","--","--"," ","0","2.35","495","2.36","495","855.15"
="032284","80統一          ","58000","1","580","0.01","0.01","0.01","0.01","X","0","0.01","20","0.1","20","28.2"
="032285","81統一          ","0","0","0","--","--","--","--"," ","0","0.01","20","0.02","100","211"
="032286","82統一          ","145000","4","4650","0.03","0.04","0.03","0.04"," ","0","0.03","80","0.04","180","28.2"
="032318","N6元富          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","61.5"
="032340","88統一          ","0","0","0","--","--","--","--"," ","0","0.01","2,314","0.02","321","57.25"
="032388","89統一          ","170000","1","1700","0.01","0.01","0.01","0.01"," ","0","0.01","4,840","0.02","582","223.5"
="032457","90統一          ","0","0","0","--","--","--","--"," ","0","0.01","3,755","0.02","16","75.3"
="032536","富邦29          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.1","10","75.3"
="032547","97統一          ","332000","3","3320","0.01","0.01","0.01","0.01","X","0","0.01","20","0.02","38","2160"
="032548","98統一          ","623000","6","6230","0.01","0.01","0.01","0.01","X","0","0.01","1","0.02","218","2160"
="032569","90元大          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","300","2160"
="032594","富邦32          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","390","223.5"
="032595","富邦33          ","0","0","0","--","--","--","--"," ","0","--","0","0.02","211","2160"
="032596","富邦34          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.05","100","2160"
="032597","BE元富          ","0","0","0","--","--","--","--"," ","0","0.07","50","0.08","10","135"
