

2016年01月21日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
觀光類指數,108.96,-,0.53,-0.48
金融保險類指數,838.72,-,12.34,-1.45
貿易百貨類指數,191.58,-,2.62,-1.35
油電燃氣類指數,101.19,-,0.01,-0.01
其他類指數,219.73,-,0.56,-0.25
臺指日報酬兩倍指數,8699.62,-,80.08,-0.91
臺指日報酬反向一倍指數,10558.06,+,47.93,0.46
電子類兩倍槓桿指數,6475.04,+,8.49,0.13
電子類反向指數,11936.67,-,7.84,-0.07
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,9545.89,-,42.55,-0.44
發行量加權股價報酬指數,12131.61,-,55.59,-0.46
臺灣公司治理100報酬指數,4382.47,-,29.61,-0.67
臺灣50報酬指數,8894.16,-,40.06,-0.45
臺灣中型100報酬指數,8356.48,-,52.01,-0.62
臺灣資訊科技報酬指數,10100.62,+,12.33,0.12
臺灣發達報酬指數,9465.32,-,60.61,-0.64
臺灣高股息報酬指數,8418.17,-,67.8,-0.8
臺灣就業99報酬指數,5518.08,-,37.9,-0.68
臺灣高薪100報酬指數,4354.06,-,35.14,-0.8
臺灣低波動高股息報酬指數,2374.9,-,34.06,-1.41
未含金融電子股報酬指數,15388.91,-,138.97,-0.89
小型股300報酬指數,4905.1,-,5.43,-0.11
水泥類報酬指數,131.01,-,1.47,-1.11
食品類報酬指數,1492.91,-,16.38,-1.09
塑膠類報酬指數,255.26,-,5.19,-1.99
紡織纖維類報酬指數,637.94,-,9.42,-1.46
電機機械類報酬指數,167.36,-,0.27,-0.16
電器電纜類報酬指數,30.96,-,0.03,-0.1
化學生技醫療類報酬指數,119.38,-,0.26,-0.22
化學類報酬指數,111.42,-,0.21,-0.19
生技醫療類報酬指數,89.32,-,0.23,-0.26
玻璃陶瓷類報酬指數,34.81,-,0.51,-1.44
造紙類報酬指數,167.88,-,0.75,-0.44
鋼鐵類報酬指數,90.13,-,0.04,-0.04
橡膠類報酬指數,322.89,-,2.93,-0.9
汽車類報酬指數,288.76,-,2.79,-0.96
電子類報酬指數,442.97,+,0.29,0.07
半導體類報酬指數,142.6,+,0.35,0.25
電腦及週邊設備類報酬指數,122.46,-,0.49,-0.4
光電類報酬指數,32.21,+,0.68,2.16
通信網路類報酬指數,179.41,-,0.73,-0.41
電子零組件類報酬指數,96.46,-,0.83,-0.85
電子通路類報酬指數,138.21,-,1.71,-1.22
資訊服務類報酬指數,121.79,+,1.35,1.12
其他電子類報酬指數,84.8,-,0.06,-0.07
建材營造類報酬指數,278.43,-,4.13,-1.46
航運類報酬指數,74.98,-,0.39,-0.52
觀光類報酬指數,123.65,-,0.6,-0.48
金融保險類報酬指數,1084.19,-,15.95,-1.45
貿易百貨類報酬指數,232.95,-,3.18,-1.35
油電燃氣類報酬指數,121.65,-,0.01,-0.01
其他類報酬指數,291.91,-,0.76,-0.26
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","64240049200","1793360383","648874"
"2.台灣存託憑證","17926955","21029657","723"
"3.受益憑證","0","0","0"
"4.ETF","7646015384","410604738","61587"
"5.受益證券","1792610","109000","46"
"6.變更交易股票","6569084","3021274","585"
"7.認購(售)權證","1845460050","1999893000","55063"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","64246618284","1796381657","649459"
"總計(1~12)","73757813283","4228018052","766878"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2184(6),285(4)
"下跌(跌停)",3017(40),469(1)
"持平",617,107
"未成交",5173,9
"無比價",666,4
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2016年01月21日
"每日收盤行情("全部")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50          ","10450055","4579","585123480","56.1","56.3","55.6","55.8","-","0.1","55.8","40","55.85","42","0.00"
="0051  ","中100           ","54000","38","1231980","22.88","22.88","22.7","22.7","-","0.29","22.59","1","23.07","1","0.00"
="0052  ","FB科技          ","0","0","0","--","--","--","--"," ","0","35.53","10","35.68","2","0.00"
="0053  ","寶電子          ","6000","5","144700","24.12","24.12","24.1","24.1","-","0.06","23.93","8","24.16","8","0.00"
="0054  ","台商50          ","0","0","0","--","--","--","--"," ","0","18.2","8","18.38","8","0.00"
="0055  ","寶金融          ","612000","256","6876800","11.4","11.4","11.14","11.15","-","0.17","11.14","18","11.15","6","0.00"
="0056  ","高股息          ","3708220","1405","75807907","20.59","20.63","20.36","20.41","-","0.18","20.41","21","20.44","7","0.00"
="0057  ","FB摩台          ","56000","12","1933160","34.58","34.62","34.38","34.62","+","0.21","34.36","136","34.49","58","0.00"
="0058  ","FB發達          ","0","0","0","--","--","--","--"," ","0","32.33","10","32.55","10","0.00"
="0059  ","FB金融          ","0","0","0","--","--","--","--"," ","0","25.8","3","27.6","1","0.00"
="0060  ","新台灣          ","1000","1","25330","25.33","25.33","25.33","25.33","-","0.28","24.9","10","25.14","8","0.00"
="0061  ","寶滬深          ","7025200","1172","112853429","16.1","16.22","15.9","15.9","-","0.15","15.9","110","15.94","50","0.00"
="006203","寶摩臺          ","12000","3","315920","26.31","26.33","26.31","26.33","-","0.25","26.14","10","26.38","8","0.00"
="006204","豐臺灣          ","2328","4","88896","38.26","38.26","38.13","38.13","-","0.14","38.05","1","38.18","15","0.00"
="006205","FB上証          ","3509499","749","96945855","27.46","27.91","27.34","27.47","+","0.01","27.47","14","27.49","20","0.00"
="006206","元上證          ","3061000","351","79735800","26.06","26.38","25.9","25.93","-","0.1","25.93","2","25.96","50","0.00"
="006207","FH滬深          ","2301999","463","48162575","20.97","21.12","20.81","20.81","-","0.17","20.81","37","20.87","36","0.00"
="006208","FB台50          ","8000","6","252360","31.24","31.61","31.24","31.6","+","0.21","31.03","5","31.71","1","0.00"
="00631L","T50正2          ","16018521","2974","245763764","15.38","15.5","15.16","15.23","+","0.08","15.23","1","15.24","19","0.00"
="00632R","T50反1          ","45195799","6188","966134394","21.3","21.52","21.25","21.48","+","0.03","21.48","65","21.49","550","0.00"
="00633L","上証2X          ","93484500","14788","2591971465","27.62","28.33","27.3","27.45","+","0.25","27.44","1","27.45","126","0.00"
="00634R","上証反          ","11097000","1210","128596700","11.68","11.7","11.45","11.65","-","0.02","11.64","230","11.65","78","0.00"
="00635U","元黃金          ","543010","203","10024455","18.39","18.51","18.36","18.51","+","0.19","18.5","4","18.51","11","0.00"
="00636 ","CFA50           ","3087010","231","50280941","16.22","16.44","16.17","16.19","+","0.03","16.19","2","16.24","50","0.00"
="00637L","滬深2X          ","125368101","13626","1286011307","10.2","10.48","10.1","10.12","+","0.04","10.12","1,702","10.13","92","0.00"
="00638R","滬深反          ","1895479","266","40851384","21.66","21.74","21.34","21.68","+","0.02","21.68","445","21.69","3","0.00"
="00639 ","深100           ","1684000","273","17239310","10.2","10.35","10.14","10.17","-","0.04","10.17","65","10.2","53","0.00"
="00640L","日本2X          ","10373000","1752","163097200","15.97","16.3","15.22","15.27","-","0.55","15.27","22","15.28","194","0.00"
="00641R","日本反          ","9637000","774","211047630","21.84","22.32","21.58","22.2","+","0.33","22.19","56","22.2","67","0.00"
="00642U","元石油          ","44131517","7856","599756823","13.61","13.69","13.45","13.51","-","0.1","13.5","132","13.51","113","0.00"
="00643 ","深中小          ","3995400","702","63499840","15.78","16.09","15.72","15.83","-","0.01","15.83","7","15.84","50","0.00"
="00645 ","FB日本          ","2187000","100","37911580","17.39","17.57","16.96","16.99","-","0.26","16.97","204","16.99","191","0.00"
="00646 ","S&P500          ","2493400","217","46479359","18.57","18.72","18.54","18.58","+","0.09","18.58","178","18.61","153","0.00"
="00647L","S&P正2          ","2776000","434","46847740","16.7","17.08","16.68","16.81","+","0.31","16.8","2","16.81","180","0.00"
="00648R","S&P反1          ","5810000","925","129413280","22.54","22.54","22.18","22.39","-","0.15","22.38","58","22.39","292","0.00"
="008201","上證50          ","20700","24","1590020","76.2","77.5","76.2","76.8","+","0.6","76.2","4","77","1","0.00"
="01001T","富邦R1          ","3000","3","47050","15.51","15.78","15.51","15.76","+","0.05","15.57","1","15.74","42","0.00"
="01002T","國泰R1          ","91000","35","1530650","17","17","16.77","16.77","-","0.03","16.78","10","16.82","10","0.00"
="01003T","新光R1          ","8000","6","112800","14.05","14.25","14.05","14.09","-","0.05","14.09","1","14.15","2","0.00"
="01004T","富邦R2          ","2000","1","24860","12.43","12.43","12.43","12.43","+","0.03","12.4","5","12.44","4","0.00"
="01007T","國泰R2          ","5000","1","77250","15.45","15.45","15.45","15.45","-","0.05","15.38","5","15.43","1","0.00"
="03001X","元展01          ","0","0","0","--","--","--","--"," ","0","58.5","2","59","10","100.5"
="03002X","元展02          ","7000","2","30500","4.35","4.4","4.35","4.4","-","0.06","4.24","10","4.34","10","25.85"
="03003X","元展03          ","0","0","0","--","--","--","--"," ","0","44.1","10","44.5","10","135"
="03004X","元展04          ","0","0","0","--","--","--","--"," ","0","5.25","10","5.35","10","17.1"
="03005X","元展05          ","29000","7","233650","8.2","8.3","7.9","7.95","-","0.3","7.85","10","7.95","10","19.25"
="03006X","元展06          ","57000","23","715700","13","13.1","12.2","12.3","-","0.7","12.1","10","12.2","10","35"
="030071","統一K8          ","704000","4","7040","0.01","0.01","0.01","0.01"," ","0","0.01","10","0.02","316","55.8"
="03007X","元展07          ","20000","7","120850","6.1","6.1","6","6","-","0.3","5.85","10","5.95","10","14.5"
="03008X","元展08          ","14000","4","176300","12.5","12.7","12.2","12.2","-","0.4","12.3","10","12.5","10","48.9"
="03009X","元展09          ","2000","1","25800","12.9","12.9","12.9","12.9","X","0","13","10","13.1","10","22.9"
="03010X","元展10          ","3000","3","72700","24.2","24.5","24","24","-","0.5","23.8","10","24","9","72.7"
="03011X","元展11          ","167000","5","220660","1.34","1.34","1.22","1.22","-","0.26","1.2","10","1.21","10","6"
="03012X","元展12          ","0","0","0","--","--","--","--"," ","0","4.3","10","4.36","10","33.6"
="03013X","元展13          ","46000","5","107220","2.32","2.37","2.32","2.32","-","0.1","2.27","10","2.32","10","10"
="03014X","元展14          ","2000","1","13000","6.5","6.5","6.5","6.5"," ","0","6.35","10","6.55","12","14.15"
="03015X","元展15          ","2000","1","15800","7.9","7.9","7.9","7.9","+","0.15","7.55","10","7.65","10","15.9"
="030160","國泰HI          ","0","0","0","--","--","--","--"," ","0","--","0","0.02","243","15.7"
="03016X","元展16          ","110000","11","103400","0.96","0.97","0.9","0.9","-","0.09","0.89","20","0.9","10","6.95"
="03017X","元展17          ","40000","5","35860","0.89","0.91","0.88","0.88","-","0.04","0.85","10","0.86","10","8.08"
="03018X","元展18          ","50000","3","77100","1.55","1.55","1.53","1.53","-","0.05","1.5","10","1.53","10","13.9"
="03019X","元展19          ","80000","5","116300","1.47","1.47","1.44","1.44","-","0.03","1.42","10","1.44","10","12.8"
="03020X","元展20          ","0","0","0","--","--","--","--"," ","0","1.74","10","1.76","10","15"
="030216","國泰HV          ","0","0","0","--","--","--","--"," ","0","3.73","140","--","0","49.7"
="03021X","元展21          ","18000","3","132200","7.3","7.35","7.3","7.35","X","0","7.1","10","7.2","10","25.05"
="03022X","富展01          ","0","0","0","--","--","--","--"," ","0","12.1","10","12.2","10","72.7"
="03023X","富展02          ","0","0","0","--","--","--","--"," ","0","14.9","10","15","10","27.47"
="03024X","富展03          ","0","0","0","--","--","--","--"," ","0","23.1","20","23.4","1","135"
="03025X","元展22          ","7000","3","91200","13.2","13.2","13","13"," ","0","12.9","495","13","499","55.8"
="03026X","元展23          ","4000","2","16820","4.2","4.22","4.2","4.22","+","0.05","4.1","100","4.12","100","15.9"
="03027X","元展24          ","2000","2","15800","7.9","7.9","7.9","7.9","-","0.1","7.8","100","7.9","99","27.47"
="03028X","元展25          ","0","0","0","--","--","--","--"," ","0","12.1","10","12.3","10","54.9"
="03029X","元展26          ","2000","1","14400","7.2","7.2","7.2","7.2"," ","0","7.1","10","7.2","8","30.05"
="03030X","元展27          ","53000","7","100450","1.91","2.03","1.88","2.03","+","0.21","1.79","10","1.81","10","8.81"
="03031X","元展28          ","0","0","0","--","--","--","--"," ","0","5.25","10","5.3","10","45.65"
="030323","1Z元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","5","27.47"
="030324","2A元富          ","11000","11","110","0.01","0.01","0.01","0.01","X","0","--","0","0.01","1,517","72.7"
="03032X","元展29          ","9000","2","23230","2.59","2.59","2.57","2.57","+","0.15","2.53","10","2.55","10","9.28"
="03033X","元展30          ","8000","5","42700","5.3","5.45","5.25","5.25","+","0.05","5.25","11","5.35","10","219.5"
="03035X","元展32          ","52000","3","257120","4.95","4.96","4.92","4.96","-","0.03","4.74","10","4.77","10","23.65"
="03037X","元展34          ","0","0","0","--","--","--","--"," ","0","5.35","10","5.45","10","17.7"
="03038X","元展35          ","1000","1","7400","7.4","7.4","7.4","7.4"," ","0","7.35","10","7.4","10","67.2"
="03039X","元展36          ","0","0","0","--","--","--","--"," ","0","4.75","10","4.78","10","262.5"
="03040X","元展37          ","0","0","0","--","--","--","--"," ","0","3.81","10","3.85","10","11.1"
="030419","3F元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.02","236","15.9"
="03041X","元展38          ","113000","19","313670","2.9","2.94","2.61","2.67","-","0.41","2.72","10","2.75","10","127.5"
="03042F","06群益          ","0","0","0","--","--","--","--"," ","0","0.06","100","0.07","100","0.00"
="03042X","元展39          ","0","0","0","--","--","--","--"," ","0","6.75","10","6.85","10","34.35"
="03043F","B5群益          ","400000","4","174000","0.43","0.45","0.43","0.43","-","0.04","0.42","100","0.43","100","0.00"
="03043X","元展40          ","0","0","0","--","--","--","--"," ","0","9.6","10","9.85","10","52"
="03044F","B6群益          ","0","0","0","--","--","--","--"," ","0","0.82","200","0.83","200","0.00"
="03044X","元展41          ","0","0","0","--","--","--","--"," ","0","5.8","10","5.9","10","17.3"
="030453","統一M1          ","0","0","0","--","--","--","--"," ","0","0.01","2,107","0.1","40","25.93"
="03046X","元展43          ","5000","2","12370","2.47","2.48","2.47","2.48","+","0.1","2.27","10","2.33","10","47.7"
="03047X","元展44          ","131000","5","159300","1.23","1.23","1.2","1.2","-","0.03","1.2","10","1.21","10","6.93"
="03048X","元展45          ","122000","7","192700","1.62","1.62","1.55","1.55","-","0.12","1.51","10","1.55","10","14.05"
="03049X","元展46          ","40000","3","95700","2.43","2.43","2.37","2.37"," ","0","2.34","35","2.37","10","44.7"
="03050X","元展47          ","530000","33","1050150","2.05","2.05","1.95","1.95","-","0.08","1.93","10","1.94","10","37"
="03051X","元展48          ","2000","1","19100","9.55","9.55","9.55","9.55","-","0.25","9.5","11","9.65","10","52.3"
="030529","統一M4          ","18000","1","180","0.01","0.01","0.01","0.01","X","0","0.01","382","0.02","3,147","9.28"
="03052X","元展49          ","0","0","0","--","--","--","--"," ","0","10.2","10","10.3","10","73.9"
="030537","統一N3          ","0","0","0","--","--","--","--"," ","0","0.36","20","0.41","10","362.5"
="03053X","元展50          ","0","0","0","--","--","--","--"," ","0","5.05","12","5.1","10","97"
="03054X","元展51          ","0","0","0","--","--","--","--"," ","0","8.95","10","9.05","10","67.7"
="030557","3X元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.04","43","35"
="03055X","元展52          ","10000","2","55500","5.55","5.55","5.55","5.55","X","0","5.35","10","5.45","10","51.6"
="03057X","ML展02          ","7000","1","12040","1.72","1.72","1.72","1.72","X","0","1.62","25","1.66","25","9.97"
="03058X","元展53          ","1000","1","18300","18.3","18.3","18.3","18.3","+","0.3","18","11","18.3","10","135"
="03059X","元展54          ","0","0","0","--","--","--","--"," ","0","7.45","10","7.55","10","16.7"
="03060X","元展55          ","0","0","0","--","--","--","--"," ","0","6.85","10","6.95","10","67.8"
="03061X","元展56          ","0","0","0","--","--","--","--"," ","0","25.5","10","25.6","1","100.5"
="03062X","元展57          ","0","0","0","--","--","--","--"," ","0","10","10","10.2","10","403.5"
="030636","統一N4          ","91000","3","910","0.01","0.01","0.01","0.01"," ","0","0.01","10","0.02","109","135"
="03063X","元展58          ","86000","14","827800","8.8","10.3","8.8","10","+","1.55","10.4","10","10.5","10","2035"
="03064X","元展59          ","0","0","0","--","--","--","--"," ","0","4.87","100","4.92","10","11.1"
="03065X","元展60          ","2000","2","25100","12.5","12.6","12.5","12.6","+","0.1","12.2","10","12.5","10","25.85"
="03066X","元展61          ","0","0","0","--","--","--","--"," ","0","4.48","10","4.5","10","8.81"
="030679","4V元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","99","219.5"
="03067X","元展62          ","30000","9","201350","6.8","6.85","6.6","6.6","-","0.05","6.5","10","6.6","9","59.9"
="03068X","元展63          ","0","0","0","--","--","--","--"," ","0","12.9","1","13","10","117"
="03069X","元展64          ","0","0","0","--","--","--","--"," ","0","11.1","10","11.2","10","48.9"
="03070X","元展65          ","0","0","0","--","--","--","--"," ","0","7.65","10","7.7","10","37"
="03071X","元展66          ","3000","3","32400","10.9","10.9","10.6","10.6","-","0.1","10.6","10","10.7","10","210"
="03072X","元展67          ","0","0","0","--","--","--","--"," ","0","8.3","10","8.4","10","73.9"
="03073X","元展68          ","2000","2","30400","15.1","15.3","15.1","15.3","+","1.7","15.6","10","15.7","10","2035"
="030784","5V元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.02","91","68.2"
="030815","05統一          ","140000","2","1400","0.01","0.01","0.01","0.01"," ","0","0.01","380","0.02","1,416","68.2"
="030872","6C元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.02","200","17.7"
="030907","12統一          ","80000","5","4000","0.05","0.05","0.05","0.05"," ","0","0.04","30","0.05","6","2035"
="031047","國泰JH          ","0","0","0","--","--","--","--"," ","0","--","0","0.05","99","49.3"
="031074","群益JC          ","233000","15","607320","2.67","2.73","2.5","2.72","+","0.03","2.66","25","2.71","10","21.48"
="031075","群益JD          ","48000","8","104700","2.12","2.34","2.12","2.25","-","0.03","2.25","1","2.32","10","21.48"
="031157","中信5P          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","20","69.9"
="031158","中信5Q          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","80","68.2"
="031159","中信5R          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","654","55.8"
="031161","HD凱基          ","0","0","0","--","--","--","--"," ","0","1.61","30","1.71","30","21.48"
="031170","22統一          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.1","10","219.5"
="031196","8B元富          ","0","0","0","--","--","--","--"," ","0","0.01","25","0.1","10","15.23"
="031225","GY第一          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.1","10","11.1"
="031231","8D元富          ","20000","4","1680","0.08","0.1","0.08","0.1","-","0.01","0.05","32","0.1","25","73.9"
="031262","日盛Y5          ","310000","19","84000","0.33","0.33","0.19","0.19","-","0.11","0.17","25","0.19","10","27.2"
="031264","23統一          ","0","0","0","--","--","--","--"," ","0","0.01","20","0.05","40","135"
="031265","24統一          ","630000","4","6300","0.01","0.01","0.01","0.01","X","0","0.01","30","0.02","370","69.9"
="031323","日盛Y9          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","6"
="031438","國票AG          ","400000","5","8000","0.02","0.02","0.02","0.02"," ","0","0.02","299","0.03","290","135"
="031473","32統一          ","21000","2","210","0.01","0.01","0.01","0.01"," ","0","0.01","10","0.1","11","15.9"
="031475","D6元大          ","47000","5","160020","3.42","3.46","3.35","3.46","+","0.03","3.48","499","3.49","441","21.48"
="031506","中信5V          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","50","68.2"
="031552","日盛AC          ","0","0","0","--","--","--","--"," ","0","0.01","25","0.02","25","33.6"
="031573","KN富邦          ","830000","3","8300","0.01","0.01","0.01","0.01"," ","0","0.01","10","0.08","246","72.7"
="031583","9U元富          ","115000","1","12650","0.11","0.11","0.11","0.11","X","0","0.11","11","0.21","137","73.9"
="031606","中信6K          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","90","219.5"
="031644","KX富邦          ","0","0","0","--","--","--","--"," ","0","--","0","0.1","50","6.95"
="031739","50統一          ","0","0","0","--","--","--","--"," ","0","0.08","10","0.1","10","28.45"
="031748","59統一          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.02","41","2035"
="03177B","元熊I1          ","0","0","0","--","--","--","--"," ","0","3.68","499","3.69","499","7664.01"
="03178B","元熊18          ","0","0","0","--","--","--","--"," ","0","6.1","499","6.15","499","838.72"
="031801","LN富邦          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","2035"
="031803","LQ富邦          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","21","2035"
="03180B","元熊J1          ","41000","6","147620","3.56","3.63","3.56","3.63","+","0.01","3.63","499","3.64","499","7664.01"
="031838","國泰LB          ","0","0","0","--","--","--","--"," ","0","0.05","40","0.08","1","49.3"
="03184B","元熊AU          ","0","0","0","--","--","--","--"," ","0","4.26","499","4.33","10","55.8"
="03185B","元熊L1          ","0","0","0","--","--","--","--"," ","0","5.2","499","5.25","499","7664.01"
="03186B","元熊M1          ","0","0","0","--","--","--","--"," ","0","5.25","499","5.3","499","7664.01"
="03187B","元熊AV          ","1000","1","4400","4.4","4.4","4.4","4.4"," ","0","4.36","499","4.43","10","55.8"
="031884","D4元富          ","0","0","0","--","--","--","--"," ","0","0.04","20","0.09","50","2035"
="03189B","元熊N1          ","171000","3","365070","2.1","2.16","2.1","2.16","-","0.01","2.14","499","2.16","499","7664.01"
="03190B","元熊38          ","0","0","0","--","--","--","--"," ","0","5.05","549","5.1","499","838.72"
="03192B","元熊X1          ","793000","19","1402680","1.74","1.8","1.72","1.8","+","0.01","1.79","509","1.8","499","7664.01"
="031937","中信7Q          ","0","0","0","--","--","--","--"," ","0","--","0","0.06","40","50.8"
="03193B","兆熊HN          ","118000","5","212420","1.77","1.83","1.75","1.83","-","0.01","--","0","1.84","10","7664.01"
="03194B","兆熊HP          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7664.01"
="03197B","元熊Z1          ","4868000","213","8289740","1.7","1.76","1.66","1.74","+","0.01","1.73","624","1.74","508","7664.01"
="03198B","兆熊B6          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7664.01"
="031991","70統一          ","0","0","0","--","--","--","--"," ","0","0.17","10","0.21","50","135"
="03199B","兆熊B7          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7664.01"
="03200B","元熊01          ","23000","5","46630","2.04","2.07","2","2.07","+","0.02","2.06","499","2.07","499","7664.01"
="03201B","2U兆熊          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7664.01"
="03202B","元熊11          ","93000","5","227620","2.43","2.51","2.43","2.51","+","0.03","2.49","499","2.5","499","7664.01"
="03203B","兆熊31          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7664.01"
="032044","J2元富          ","200000","1","156000","0.78","0.78","0.78","0.78","X","0","0.77","25","0.87","10","52"
="03204B","群熊AA          ","10000","1","19900","1.99","1.99","1.99","1.99","-","0.08","2.06","499","2.07","499","7664.01"
="03205B","凱熊40          ","0","0","0","--","--","--","--"," ","0","4.07","30","4.08","30","7664.01"
="032065","72統一          ","0","0","0","--","--","--","--"," ","0","0.01","1,157","0.02","1,864","210"
="03206B","凱熊41          ","0","0","0","--","--","--","--"," ","0","4.58","30","4.59","30","7664.01"
="032079","NM凱基          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","100","219.5"
="03207B","CU兆熊          ","1251000","32","2347860","1.85","1.92","1.83","1.9","+","0.01","1.89","10","--","0","7664.01"
="032088","NS凱基          ","0","0","0","--","--","--","--"," ","0","--","0","0.1","160","50.8"
="03208B","群熊AB          ","40000","6","131500","3.31","3.34","3.23","3.34","-","0.01","3.36","499","3.37","499","7664.01"
="03209B","凱熊42          ","25000","3","87350","3.49","3.55","3.44","3.55","-","0.03","3.59","30","3.6","30","7664.01"
="03210B","元熊21          ","86000","10","183340","2.12","2.18","2.1","2.18","-","0.02","2.17","499","2.18","494","7664.01"
="03211B","元熊31          ","139000","20","278570","2","2.04","1.96","2.02","+","0.01","2.02","500","2.03","494","7664.01"
="03212B","KJ兆熊          ","78000","3","132420","1.71","1.71","1.67","1.69","+","0.19","0.74","20","--","0","7664.01"
="03213B","群熊AC          ","6000","1","18120","3.02","3.02","3.02","3.02","+","0.54","3.04","499","3.05","499","7664.01"
="032284","80統一          ","1000","1","20","0.02","0.02","0.02","0.02","-","0.01","0.02","20","0.1","20","28.45"
="032285","81統一          ","0","0","0","--","--","--","--"," ","0","0.01","20","0.1","10","210"
="032286","82統一          ","25000","2","1250","0.05","0.05","0.05","0.05","-","0.01","0.04","10","0.06","82","28.45"
="032318","N6元富          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","60"
="032340","88統一          ","0","0","0","--","--","--","--"," ","0","0.01","1,716","0.02","100","55.8"
="032388","89統一          ","0","0","0","--","--","--","--"," ","0","0.01","3,107","0.02","433","219.5"
="032457","90統一          ","60000","2","600","0.01","0.01","0.01","0.01"," ","0","0.01","2,547","0.02","6","72.7"
="032536","富邦29          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.1","10","72.7"
