

2016年03月02日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
通信網路類報酬指數,190.35,-,0.44,-0.23
電子零組件類報酬指數,107.42,+,1.24,1.17
電子通路類報酬指數,156.39,+,0.65,0.42
資訊服務類報酬指數,133.02,+,0.84,0.64
其他電子類報酬指數,94.79,+,1.89,2.03
建材營造類報酬指數,310.1,+,2.92,0.95
航運類報酬指數,81.6,+,1.78,2.23
觀光類報酬指數,126.59,+,1.67,1.34
金融保險類報酬指數,1208.49,+,16.46,1.38
貿易百貨類報酬指數,256.3,+,3.77,1.49
油電燃氣類報酬指數,131.6,-,0.99,-0.75
其他類報酬指數,323.46,+,1.53,0.48
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","88068408311","2320092288","868513"
"2.台灣存託憑證","51892786","10351730","1841"
"3.受益憑證","0","0","0"
"4.ETF","10775176185","577651197","80405"
"5.受益證券","3197310","207500","53"
"6.變更交易股票","5285165","2528431","569"
"7.認購(售)權證","2599907480","2473102000","71026"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","88073693476","2322620719","869082"
"總計(1~12)","101503867237","5383933146","1022407"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",3299(13),514(8)
"下跌(跌停)",2356(31),251(1)
"持平",371,103
"未成交",3619,6
"無比價",955,1
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2016年03月02日
"每日收盤行情("全部")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50          ","22870541","4450","1429351890","62.35","62.75","62.25","62.35","+","0.5","62.35","73","62.4","18","0.00"
="0051  ","中100           ","41000","25","1032150","25.05","25.3","25.05","25.23","+","0.27","25.16","2","25.23","1","0.00"
="0052  ","FB科技          ","41000","5","1640610","39.9","40.14","39.9","40.11","+","0.57","39.89","2","40.19","1","0.00"
="0053  ","寶電子          ","16000","15","434880","27.06","27.22","27.06","27.22","+","0.43","26","1","27.2","2","0.00"
="0054  ","台商50          ","52000","3","1066460","20.5","20.51","20.46","20.51","+","0.26","20.51","2","20.8","1","0.00"
="0055  ","寶金融          ","1782000","198","22017210","12.32","12.45","12.32","12.41","+","0.15","12.41","11","12.42","29","0.00"
="0056  ","高股息          ","3293822","1134","74998324","22.71","22.93","22.67","22.68","+","0.05","22.68","160","22.69","39","0.00"
="0057  ","FB摩台          ","1000","1","38730","38.73","38.73","38.73","38.73","+","0.56","38.55","50","38.66","58","0.00"
="0058  ","FB發達          ","42000","5","1515400","36","36.2","36","36.2","+","0.62","36.01","10","36.27","1","0.00"
="0059  ","FB金融          ","1000","1","29120","29.12","29.12","29.12","29.12","+","0.48","28.97","1","29.25","2","0.00"
="0061  ","寶滬深          ","14022300","3355","215548923","15.21","15.52","15.2","15.5","+","0.56","15.5","127","15.51","26","0.00"
="006203","寶摩臺          ","0","0","0","--","--","--","--"," ","0","28.75","2","29.8","1","0.00"
="006204","豐臺灣          ","18213","8","768888","42.19","42.25","42.19","42.22","+","0.41","42.15","15","42.23","2","0.00"
="006205","FB上証          ","14715642","2505","383894970","26.02","26.48","25.81","26.4","+","0.99","26.39","332","26.4","1","0.00"
="006206","元上證          ","5047877","800","125750285","24.8","25.19","24.64","25.14","+","1.02","25.13","20","25.14","69","0.00"
="006207","FH滬深          ","5904000","984","115641000","19.54","19.82","19.43","19.78","+","0.62","19.77","3","19.78","1","0.00"
="006208","FB台50          ","10000","10","353970","35.17","35.54","35.17","35.53","+","0.71","35.44","1","35.54","3","0.00"
="00631L","T50正2          ","8057500","1595","153994174","19.1","19.25","18.98","19.05","+","0.25","19.04","5","19.06","11","0.00"
="00632R","T50反1          ","61340699","9705","1170764217","19.07","19.16","19","19.14","-","0.12","19.13","121","19.14","981","0.00"
="00633L","上証2X          ","134499929","20370","3560934207","26","27.06","25.99","26.91","+","1.96","26.91","296","26.92","46","0.00"
="00634R","上証反          ","7174000","1078","81729360","11.54","11.54","11.29","11.31","-","0.5","11.3","95","11.31","213","0.00"
="00635U","元黃金          ","1909199","527","39135529","20.75","20.75","20.45","20.5","-","0.3","20.49","20","20.5","67","0.00"
="00636 ","CFA50           ","5823004","563","90329344","15.36","15.67","15.36","15.63","+","0.49","15.63","28","15.66","1","0.00"
="00637L","滬深2X          ","212284019","19685","2089432810","9.64","10.07","9.64","10","+","0.71","10","277","10.01","70","0.00"
="00638R","滬深反          ","1680000","274","35581100","21.52","21.52","20.89","20.95","-","0.95","20.91","293","20.95","25","0.00"
="00639 ","深100           ","6941700","864","66220856","9.56","9.7","9.45","9.68","+","0.29","9.67","66","9.68","85","0.00"
="00640L","日本2X          ","15390050","2279","224799699","14.3","14.8","14.3","14.7","+","1.1","14.7","37","14.71","3","0.00"
="00641R","日本反          ","4225000","889","89716340","21.42","21.42","21.1","21.18","-","0.87","21.18","275","21.19","509","0.00"
="00642U","元石油          ","33439720","6085","513525743","15.4","15.4","15.29","15.35"," ","0","15.35","147","15.36","101","0.00"
="00643 ","深中小          ","2567201","477","37966486","14.79","14.93","14.7","14.86","+","0.29","14.86","32","14.88","10","0.00"
="00645 ","FB日本          ","654000","170","11132940","16.85","17.17","16.85","17.1","+","0.67","17.1","162","17.14","52","0.00"
="00646 ","S&P500          ","677030","164","13124650","19.37","19.44","19.25","19.41","+","0.42","19.41","204","19.42","11","0.00"
="00647L","S&P正2          ","1953050","266","36402362","18.55","18.75","18.5","18.75","+","0.99","18.74","12","18.75","261","0.00"
="00648R","S&P反1          ","2728000","682","56291430","20.77","20.78","20.59","20.61","-","0.67","20.6","2","20.61","70","0.00"
="00649 ","FH香港          ","2879000","344","43283840","14.92","15.07","14.92","15.02","+","0.48","15.03","120","15.04","83","0.00"
="00650L","香港2X          ","4069000","463","64001490","15.01","15.92","15.01","15.92","+","1.3","15.89","54","15.92","97","0.00"
="00651R","香港反          ","1483000","356","21401340","14.85","14.85","14.35","14.37","-","0.68","14.36","20","14.37","41","0.00"
="008201","上證50          ","17701","70","1325458","73.1","76","73.1","75.9","+","2.95","75.5","4","75.9","12","0.00"
="01001T","富邦R1          ","53500","8","867380","16.21","16.21","16.21","16.21","+","0.01","16.22","5","16.23","10","0.00"
="01002T","國泰R1          ","55000","18","934700","17","17.01","16.99","17","-","0.01","17","2","17.01","45","0.00"
="01003T","新光R1          ","82000","21","1161140","14.16","14.17","14.14","14.16"," ","0","14.14","7","14.16","61","0.00"
="01004T","富邦R2          ","11000","2","141680","12.88","12.88","12.88","12.88","-","0.02","12.89","20","12.91","10","0.00"
="01007T","國泰R2          ","6000","4","92410","15.4","15.41","15.4","15.41","X","0","15.37","1","15.41","5","0.00"
="03001P","凱基3W          ","20000","1","8200","0.41","0.41","0.41","0.41","-","0.08","0.42","30","0.43","30","0.00"
="03001X","元展01          ","0","0","0","--","--","--","--"," ","0","63","10","64","10","105.5"
="03002P","L9富邦          ","0","0","0","--","--","--","--"," ","0","0.79","50","0.8","50","0.00"
="03003P","3F第一          ","0","0","0","--","--","--","--"," ","0","0.91","10","0.92","10","24.05"
="03003X","元展03          ","1000","1","53500","53.5","53.5","53.5","53.5","+","0.5","53","10","54","10","153"
="03004P","永豐HV          ","215000","7","179080","0.83","0.85","0.82","0.85","-","0.05","0.84","100","0.85","100","0.00"
="03004X","元展04          ","39000","6","371750","9.55","9.55","9.45","9.45","+","0.35","9.35","10","9.45","8","20.9"
="03005P","凱基4M          ","77000","5","65260","0.85","0.85","0.84","0.84","-","0.02","0.86","30","0.87","30","0.00"
="03005X","元展05          ","16000","3","172300","10.8","10.8","10.7","10.7"," ","0","10.7","10","10.8","10","21.8"
="03006P","G5元富          ","387000","4","230590","0.62","0.62","0.59","0.59","-","0.06","0.62","25","0.63","20","0.00"
="03006X","元展06          ","47000","25","818100","17","17.7","17","17.5","+","0.9","17.4","11","17.5","10","40.15"
="03007P","G6元富          ","0","0","0","--","--","--","--"," ","0","1.1","25","1.11","25","0.00"
="03007X","元展07          ","11000","3","87950","7.95","8","7.95","8","+","0.3","7.95","3","8","10","16.3"
="03008P","凱基4S          ","11000","2","10670","0.97","0.97","0.97","0.97","-","0.05","0.98","30","0.99","30","0.00"
="03009P","群益MY          ","50000","2","83500","1.67","1.67","1.67","1.67","X","0","1.67","25","1.68","10","0.00"
="03009X","元展09          ","2000","2","27000","13.4","13.6","13.4","13.6","+","0.6","13.5","10","13.6","10","23.45"
="03010P","群益MZ          ","25000","2","27750","1.15","1.15","1.1","1.1","X","0","1.1","25","1.11","10","0.00"
="03010X","元展10          ","14000","7","388200","27.6","27.9","27.6","27.9","+","1","27.9","10","28","10","79.5"
="03011P","5Y元大          ","169000","6","197710","1.2","1.2","1.15","1.18","-","0.01","1.18","100","1.19","100","0.00"
="03012P","NP中信          ","294000","21","232030","0.77","0.8","0.77","0.79","-","0.06","0.79","99","0.8","99","0.00"
="03012X","元展12          ","99000","11","639900","6.35","6.65","6.25","6.65","+","0.55","6.6","20","6.7","10","38.2"
="03013P","凱基4V          ","647000","12","563090","0.9","0.9","0.83","0.86","-","0.05","0.84","30","0.85","30","0.00"
="03013X","元展13          ","84000","4","281250","3.3","3.35","3.3","3.35","+","0.15","3.35","10","3.41","10","11.15"
="03014P","凱基4W          ","348000","4","442940","1.27","1.28","1.26","1.26","-","0.07","1.26","30","1.27","30","0.00"
="03014X","元展14          ","2000","1","16200","8.1","8.1","8.1","8.1","+","0.1","8.1","10","8.15","2","15.75"
="03015P","群益ND          ","332000","8","573010","1.73","1.74","1.71","1.73","-","0.09","1.73","25","1.74","10","0.00"
="03015X","元展15          ","21000","2","189850","9","9.05","9","9.05","+","0.25","8.95","10","9.05","10","17.2"
="03016P","群益NE          ","31000","2","85480","2.78","2.78","2.71","2.71","-","0.21","2.65","25","2.66","10","0.00"
="03016X","元展16          ","196000","21","286480","1.48","1.48","1.45","1.46","+","0.01","1.45","50","1.46","10","8.05"
="03017P","群益NF          ","143000","1","210210","1.47","1.47","1.47","1.47","-","0.09","1.44","25","1.45","10","0.00"
="03017X","元展17          ","45000","5","60740","1.33","1.37","1.33","1.37","+","0.05","1.36","60","1.37","10","9.22"
="03018P","LH兆豐          ","40000","2","50300","1.25","1.26","1.25","1.26","-","0.11","1.27","10","1.28","10","0.00"
="03018X","元展18          ","11000","2","22280","2.02","2.03","2.02","2.03","+","0.03","2.03","10","2.07","10","15.6"
="03019P","H5元富          ","392000","16","176620","0.44","0.46","0.44","0.46","-","0.06","0.45","51","0.46","55","0.00"
="03019X","元展19          ","22000","3","41280","1.86","1.89","1.86","1.89","+","0.05","1.87","10","1.91","10","14.25"
="03020P","H6元富          ","23000","1","29670","1.29","1.29","1.29","1.29","-","0.08","1.29","25","1.3","25","0.00"
="03020X","元展20          ","0","0","0","--","--","--","--"," ","0","2.16","10","2.17","10","16.35"
="03021P","H7元富          ","3603000","85","2567730","0.73","0.73","0.69","0.73","-","0.04","0.72","70","0.73","65","0.00"
="03021X","元展21          ","0","0","0","--","--","--","--"," ","0","9.65","10","9.75","10","27.45"
="03022P","永豐HZ          ","0","0","0","--","--","--","--"," ","0","1.1","100","1.11","100","0.00"
="03022X","富展01          ","1000","1","14100","14.1","14.1","14.1","14.1","X","0","14.1","10","14.2","10","79.5"
="03023P","群益NI          ","866000","10","1659030","1.89","1.93","1.89","1.93","+","0.01","1.93","25","1.94","10","0.00"
="03023X","富展02          ","15000","3","206800","13.5","13.9","13.5","13.8","+","0.9","13.7","10","13.8","10","26.4"
="03024P","7V元大          ","854000","24","1107670","1.33","1.33","1.27","1.31","-","0.06","1.31","100","1.32","100","0.00"
="03024X","富展03          ","0","0","0","--","--","--","--"," ","0","28.6","20","29.3","11","153"
="03025P","GY國泰          ","262000","5","262140","1.01","1.01","1","1","-","0.11","1","485","1.03","200","0.00"
="03025X","元展22          ","6000","2","94600","15.8","15.8","15.7","15.7","X","0","15.7","494","15.8","497","62.35"
="03026P","J8元富          ","0","0","0","--","--","--","--"," ","0","0.56","25","0.57","25","0.00"
="03026X","元展23          ","1000","1","3800","3.8","3.8","3.8","3.8","+","0.15","3.89","100","3.93","2","15.5"
="03027P","J9元富          ","200000","1","190000","0.95","0.95","0.95","0.95","-","0.08","0.91","25","0.92","25","0.00"
="03027X","元展24          ","1000","1","7300","7.3","7.3","7.3","7.3","+","0.5","7.3","4","7.4","100","26.4"
="03028P","K1元富          ","564000","9","257460","0.45","0.47","0.45","0.47","-","0.05","0.46","60","0.47","25","0.00"
="03028X","元展25          ","0","0","0","--","--","--","--"," ","0","17.1","10","17.2","10","64.6"
="03029P","凱基5D          ","55000","1","72050","1.31","1.31","1.31","1.31","+","0.05","1.3","30","1.31","30","0.00"
="03029X","元展26          ","29000","6","268150","9.3","9.35","9.15","9.15","+","0.1","9.15","10","9.2","10","34"
="03030P","8T元大          ","3891000","64","4077770","1.11","1.11","1.03","1.06","-","0.05","1.06","93","1.07","200","0.00"
="03030X","元展27          ","226000","14","503860","2.12","2.3","2.12","2.17","+","0.1","2.16","10","2.18","10","9.18"
="03031P","9H元大          ","10000","1","8700","0.87","0.87","0.87","0.87","X","0","0.88","100","0.89","100","0.00"
="03031X","元展28          ","40000","5","252450","6.35","6.35","6.3","6.3","+","0.1","6.25","10","6.3","10","49.3"
="03032P","日盛G8          ","15000","1","15150","1.01","1.01","1.01","1.01","-","0.12","1.03","499","1.04","199","62.35"
="03032X","元展29          ","612000","19","1961940","3.05","3.31","3.05","3.26","+","0.37","3.26","10","3.32","10","10"
="03033P","統一DZ          ","1028000","24","787510","0.73","0.78","0.73","0.78","-","0.02","0.78","20","0.79","20","0.00"
="03033X","元展30          ","24000","7","202150","8.45","8.5","8.35","8.4","+","0.35","8.25","10","8.3","10","278.5"
="03034P","元大AW          ","0","0","0","--","--","--","--"," ","0","1.05","100","1.14","10","0.00"
="03035P","元大BJ          ","1807000","25","1457090","0.8","0.83","0.8","0.83","-","0.04","0.82","100","0.83","99","0.00"
="03035X","元展32          ","47000","4","270550","5.8","5.8","5.65","5.8","+","0.2","5.9","10","6","10","26"
="03036P","L1元富          ","309000","11","366820","1.2","1.22","1.15","1.15","-","0.1","1.15","25","1.16","25","0.00"
="03037P","日盛H2          ","43000","5","34600","0.81","0.82","0.8","0.8","-","0.05","0.82","25","0.83","25","71.5"
="03037X","元展34          ","174000","6","977700","5.4","5.7","5.4","5.6","X","0","5.6","10","5.7","10","18.05"
="03038P","凱基5J          ","50000","2","53200","1.04","1.08","1.04","1.08","-","0.08","1.07","30","1.08","30","0.00"
="03038X","元展35          ","15000","2","153000","10.2","10.2","10.2","10.2","+","0.2","10.2","10","10.3","10","81.3"
="03039P","凱基5K          ","775000","9","665460","0.85","0.88","0.85","0.88","-","0.06","0.87","30","0.88","30","0.00"
="03039X","元展36          ","0","0","0","--","--","--","--"," ","0","5.2","10","5.25","10","274"
="03040P","凱基5L          ","31000","6","21270","0.69","0.72","0.68","0.72","-","0.04","0.71","30","0.72","29","0.00"
="03040X","元展37          ","40000","2","224000","5.6","5.6","5.6","5.6"," ","0","5.55","10","5.6","10","13.35"
="03041P","LR兆豐          ","90000","1","103500","1.15","1.15","1.15","1.15","-","0.05","1.19","10","1.2","10","0.00"
="03041X","元展38          ","58000","13","198030","3.39","3.46","3.39","3.46","+","0.18","3.42","10","3.46","11","137"
="03042P","LS兆豐          ","90000","5","92700","1.02","1.06","1.02","1.05","-","0.06","1.05","10","1.06","10","0.00"
="03042X","元展39          ","13000","1","111150","8.55","8.55","8.55","8.55","+","0.45","8.45","10","8.5","10","38.3"
="03043P","LX兆豐          ","42000","2","50360","1.16","1.2","1.16","1.2"," ","0","1.19","10","1.2","10","0.00"
="03043X","元展40          ","0","0","0","--","--","--","--"," ","0","9.15","10","9.35","10","50.8"
="03044P","LY兆豐          ","126000","6","195900","1.55","1.57","1.54","1.57","-","0.01","1.56","10","1.57","10","0.00"
="03044X","元展41          ","19000","1","151050","7.95","7.95","7.95","7.95","+","0.2","7.7","10","7.8","10","19.85"
="030453","統一M1          ","0","0","0","--","--","--","--"," ","0","0.01","509","0.02","1,413","25.14"
="03045P","LZ兆豐          ","97000","9","99650","1.03","1.04","0.98","1.04","-","0.07","1.04","10","1.05","10","0.00"
="03046P","MH兆豐          ","0","0","0","--","--","--","--"," ","0","0.69","10","0.7","10","0.00"
="03046X","元展43          ","95000","5","406330","4.23","4.28","4.23","4.26","+","0.07","4.13","10","4.17","10","56.7"
="03047P","MJ兆豐          ","0","0","0","--","--","--","--"," ","0","0.87","10","0.88","10","0.00"
="03047X","元展44          ","801000","27","1832250","2.26","2.3","2.22","2.27","+","0.06","2.23","10","2.24","10","8.65"
="03048P","MK兆豐          ","0","0","0","--","--","--","--"," ","0","0.99","10","1","10","0.00"
="03048X","元展45          ","134000","7","274820","2.06","2.07","2.04","2.07","+","0.05","2.1","10","2.11","10","15.7"
="03049P","ML兆豐          ","40000","2","41400","1.02","1.05","1.02","1.05","X","0","1.04","10","1.05","10","0.00"
="03049X","元展46          ","35000","1","100800","2.88","2.88","2.88","2.88","X","0","2.9","10","2.91","10","49.2"
="03050P","永豐IJ          ","40000","1","30800","0.77","0.77","0.77","0.77","-","0.01","0.77","100","0.78","100","0.00"
="03050X","元展47          ","202000","19","627200","3.15","3.15","3.05","3.07","-","0.02","3.07","10","3.08","10","45.65"
="03051P","永豐IK          ","21000","3","35850","1.69","1.75","1.69","1.75","-","0.08","1.75","100","1.76","100","0.00"
="03051X","元展48          ","0","0","0","--","--","--","--"," ","0","10.8","10","10.9","10","56.5"
="030529","統一M4          ","300000","1","3000","0.01","0.01","0.01","0.01"," ","0","0.01","100","0.09","200","10"
="03052P","永豐IL          ","180000","6","282000","1.54","1.59","1.54","1.57","-","0.08","1.57","100","1.58","100","0.00"
="03052X","元展49          ","10000","2","117000","11.7","11.7","11.7","11.7","X","0","11.7","10","11.8","10","80"
="03053P","群益1A          ","838000","16","1634890","1.95","1.99","1.93","1.99"," ","0","1.97","25","1.98","10","0.00"
="03053X","元展50          ","11000","2","63250","5.75","5.75","5.75","5.75","+","0.05","5.7","10","5.8","20","103.5"
="03054P","群益1B          ","50000","3","53200","1.06","1.07","1.06","1.06"," ","0","1.07","25","1.08","10","0.00"
="03054X","元展51          ","2000","1","18900","9.45","9.45","9.45","9.45","-","0.05","9.4","10","9.5","10","69.5"
="03055P","群益1C          ","48000","1","67200","1.4","1.4","1.4","1.4","-","0.01","1.39","25","1.4","10","0.00"
="03055X","元展52          ","66000","8","390700","5.85","6","5.85","6","+","0.3","6.1","10","6.15","10","54.2"
="03056P","群益NP          ","10000","1","4800","0.48","0.48","0.48","0.48","-","0.04","0.48","509","0.49","499","0.00"
="03057P","群益NQ          ","0","0","0","--","--","--","--"," ","0","1.21","499","1.22","499","0.00"
="03057X","ML展02          ","191000","11","520800","2.62","2.78","2.62","2.78","+","0.32","2.72","30","2.81","25","11.1"
="03058P","群益NR          ","0","0","0","--","--","--","--"," ","0","1.51","499","1.52","499","0.00"
="03058X","元展53          ","0","0","0","--","--","--","--"," ","0","22.5","11","22.7","11","153"
="03059P","群益NS          ","1000","1","1710","1.71","1.71","1.71","1.71","X","0","1.69","499","1.7","499","0.00"
="03059X","元展54          ","11000","1","111100","10.1","10.1","10.1","10.1","+","0.3","9.9","10","9.95","10","19.95"
="03060P","群益NT          ","35000","2","47450","1.39","1.39","1.35","1.35","-","0.29","1.41","499","1.42","499","0.00"
="03060X","元展55          ","0","0","0","--","--","--","--"," ","0","8.4","10","8.45","10","75.6"
="03061P","群益NU          ","666000","25","1381410","2.07","2.15","2.01","2.1","-","0.13","2.1","489","2.11","499","0.00"
="03061X","元展56          ","1000","1","28100","28.1","28.1","28.1","28.1","+","0.1","27.9","10","28.2","10","105.5"
="03062P","玉山H9          ","13000","1","8190","0.63","0.63","0.63","0.63","-","0.09","0.63","10","0.64","10","0.00"
="03062X","元展57          ","193000","8","2026700","10.7","10.7","10.3","10.3"," ","0","10.3","10","10.4","10","407"
="03063P","N7富邦          ","0","0","0","--","--","--","--"," ","0","0.43","10","0.44","10","0.00"
="03063X","元展58          ","103000","17","2221300","21.7","22.1","20.9","20.9","+","0.1","20.8","11","21","10","2740"
="03064P","N8富邦          ","0","0","0","--","--","--","--"," ","0","0.97","10","0.98","10","0.00"
="03064X","元展59          ","24000","4","153550","6.35","6.4","6.35","6.4","X","0","6.55","100","6.6","10","12.85"
="03065P","凱基5W          ","71000","2","38390","0.54","0.55","0.54","0.55"," ","0","0.54","30","0.55","30","0.00"
="03065X","元展60          ","0","0","0","--","--","--","--"," ","0","16.3","10","16.4","10","29.95"
="03066P","L5元富          ","210000","3","222600","1.06","1.06","1.06","1.06","X","0","1.05","25","1.06","25","0.00"
="03066X","元展61          ","90000","4","445200","4.98","4.98","4.93","4.93","X","0","4.85","10","4.87","10","9.18"
="03067P","L6元富          ","605000","4","598850","1.01","1.01","0.89","0.89","-","0.16","0.9","25","0.91","25","0.00"
="03067X","元展62          ","1000","1","9050","9.05","9.05","9.05","9.05","+","0.45","9.2","10","9.3","10","69.1"
="03068P","L7元富          ","27000","2","21700","0.8","0.82","0.8","0.82","-","0.01","0.81","25","0.82","25","0.00"
="03068X","元展63          ","2000","2","36000","17.7","18.3","17.7","18.3","+","0.5","17.8","10","18.1","10","137"
="03069P","康和DM          ","412000","12","169930","0.41","0.42","0.41","0.41","-","0.05","0.41","39","0.42","10","0.00"
="03069X","元展64          ","1000","1","15700","15.7","15.7","15.7","15.7","X","0","15.6","10","15.7","10","58"
="03070P","康和DN          ","196000","10","136630","0.69","0.74","0.68","0.74"," ","0","0.74","5","0.75","10","0.00"
="03070X","元展65          ","0","0","0","--","--","--","--"," ","0","11.9","10","12","10","45.65"
="03071P","康和DP          ","0","0","0","--","--","--","--"," ","0","0.47","10","0.48","10","0.00"
="03071X","元展66          ","17000","6","220300","13.1","13.1","12.9","12.9"," ","0","12.9","10","13","11","234"
="03072P","元大DL          ","123000","3","119710","0.98","0.98","0.97","0.97","-","0.08","0.94","100","1.03","10","0.00"
="03072X","元展67          ","93000","9","917200","9.95","10","9.8","9.8","-","0.1","9.7","10","9.8","10","81"
="03073P","元大DU          ","2000","2","2130","1.07","1.07","1.06","1.06","X","0","1.04","100","1.13","10","0.00"
="03073X","元展68          ","75000","8","2005300","27.3","27.3","26","26","+","0.3","26","10","26.2","10","2740"
="03074P","元大DX          ","0","0","0","--","--","--","--"," ","0","1.09","100","1.18","10","0.00"
="03074X","元展69          ","32000","1","149120","4.66","4.66","4.66","4.66","X","0","4.66","10","4.7","10","11.15"
="03075P","元大DY          ","21000","3","19730","0.93","0.95","0.93","0.95","-","0.05","0.97","100","0.98","100","0.00"
="03075X","元展70          ","161000","9","537360","3.32","3.36","3.31","3.36","+","0.18","3.36","10","3.37","10","6.46"
="03076P","元大DZ          ","612000","12","491660","0.76","0.83","0.76","0.83","-","0.02","0.82","100","0.83","98","0.00"
="03076X","元展71          ","11000","1","108900","9.9","9.9","9.9","9.9","X","0","10","10","10.1","10","38.2"
