

2016年03月07日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
="00651R","香港反          ","2444000","172","34482180","14.2","14.2","14.04","14.16","-","0.12","14.15","53","14.16","84","0.00"
="008201","上證50          ","16000","56","1239425","77.5","78","76.5","76.5","+","0.5","76.5","36","77","2","0.00"
="01001T","富邦R1          ","4000","1","65120","16.28","16.28","16.28","16.28","+","0.08","16.2","5","16.28","16","0.00"
="01002T","國泰R1          ","387000","64","6575010","17","17","16.98","16.99","-","0.02","16.99","5","17.01","111","0.00"
="01003T","新光R1          ","113000","7","1600080","14.16","14.16","14.16","14.16"," ","0","14.16","44","14.19","10","0.00"
="01004T","富邦R2          ","20000","4","258800","12.93","12.95","12.93","12.95","+","0.04","12.95","30","13","65","0.00"
="01007T","國泰R2          ","22000","5","340560","15.48","15.48","15.48","15.48","-","0.01","15.5","1","15.56","3","0.00"
="03001P","凱基3W          ","220000","2","94200","0.43","0.43","0.41","0.41","-","0.01","0.42","30","0.43","30","0.00"
="03001X","元展01          ","10000","1","635000","63.5","63.5","63.5","63.5","X","0","62","10","64","20","106"
="03002P","L9富邦          ","78000","1","57720","0.74","0.74","0.74","0.74","X","0","0.74","50","0.75","50","0.00"
="03003P","3F第一          ","0","0","0","--","--","--","--"," ","0","0.99","10","1.02","10","23.15"
="03003X","元展03          ","1000","1","53000","53","53","53","53","-","0.5","52.5","10","53.5","10","152"
="03004P","永豐HV          ","0","0","0","--","--","--","--"," ","0","0.88","100","0.89","100","0.00"
="03004X","元展04          ","48000","4","546800","11.1","11.4","11.1","11.3","X","0","11.2","10","11.3","10","22.6"
="03005P","凱基4M          ","341000","24","270450","0.82","0.82","0.75","0.76","-","0.04","0.75","30","0.76","30","0.00"
="03005X","元展05          ","40000","3","475000","11.7","12","11.7","12","+","0.5","12","10","12.1","10","23"
="03006P","G5元富          ","132000","3","93310","0.72","0.72","0.69","0.69","-","0.03","0.73","25","0.74","25","0.00"
="03006X","元展06          ","130000","43","2473100","18.9","19.6","18.3","18.3","-","0.4","18.3","13","18.4","10","41"
="03007P","G6元富          ","0","0","0","--","--","--","--"," ","0","1.09","25","1.1","25","0.00"
="03007X","元展07          ","12000","3","102850","8.6","8.6","8.4","8.4","-","0.05","8.45","10","8.5","5","16.85"
="03008P","凱基4S          ","11000","2","10220","0.93","0.93","0.92","0.92","-","0.03","0.9","30","0.91","30","0.00"
="03009P","群益MY          ","154000","4","226760","1.44","1.5","1.44","1.5","-","0.07","1.48","25","1.49","10","0.00"
="03009X","元展09          ","4000","4","60200","15.1","15.3","14.9","15.3","+","0.7","15.2","10","15.3","10","24.8"
="03010P","群益MZ          ","0","0","0","--","--","--","--"," ","0","0.96","25","0.97","10","0.00"
="03010X","元展10          ","75000","12","2267600","30.6","30.6","29.4","29.4","-","0.7","29.3","20","29.4","10","81.6"
="03011P","5Y元大          ","72000","8","81390","1.11","1.17","1.11","1.17","+","0.04","1.16","100","1.17","115","0.00"
="03012P","NP中信          ","88000","11","62050","0.7","0.72","0.67","0.71","-","0.01","0.7","99","0.71","89","0.00"
="03012X","元展12          ","261000","19","1965850","7.4","7.7","7.35","7.4","+","0.15","7.35","10","7.4","9","39.6"
="03013P","凱基4V          ","180000","2","162000","0.9","0.9","0.9","0.9"," ","0","0.9","30","0.91","30","0.00"
="03013X","元展13          ","206000","8","777720","3.65","3.85","3.65","3.8","+","0.19","3.75","10","3.81","10","11.55"
="03014P","凱基4W          ","326000","5","438460","1.32","1.37","1.31","1.37","+","0.08","1.36","30","1.37","30","0.00"
="03014X","元展14          ","3000","2","24850","8.3","8.3","8.25","8.25","X","0","8.3","10","8.35","2","15.95"
="03015P","群益ND          ","465000","3","850950","1.83","1.83","1.83","1.83","+","0.05","1.82","25","1.83","10","0.00"
="03015X","元展15          ","1000","1","10100","10.1","10.1","10.1","10.1","+","0.2","10.1","10","10.3","10","18.25"
="03016P","群益NE          ","58000","4","156710","2.62","2.81","2.62","2.81","+","0.18","2.76","25","2.77","10","0.00"
="03016X","元展16          ","120000","14","193300","1.6","1.64","1.59","1.63","+","0.05","1.62","10","1.63","10","8.35"
="03017P","群益NF          ","807000","5","1225380","1.5","1.56","1.5","1.56","+","0.12","1.58","25","1.59","10","0.00"
="03017X","元展17          ","318000","17","483360","1.45","1.55","1.45","1.52","+","0.05","1.53","10","1.54","10","9.6"
="03018P","LH兆豐          ","1315000","16","1437770","1.07","1.14","1.07","1.14","+","0.04","1.16","10","1.17","10","0.00"
="03018X","元展18          ","30000","7","64310","2.15","2.16","2.13","2.15","+","0.02","2.15","3","2.18","10","15.9"
="03019P","H5元富          ","252000","13","96880","0.39","0.4","0.36","0.4"," ","0","0.39","150","0.4","50","0.00"
="03019X","元展19          ","28000","4","54300","1.95","1.95","1.92","1.94","X","0","1.94","4","1.95","26","14.4"
="03020P","H6元富          ","19000","5","21160","1.08","1.17","1.06","1.16"," ","0","1.14","25","1.15","25","0.00"
="03020X","元展20          ","0","0","0","--","--","--","--"," ","0","2.24","10","2.25","10","16.55"
="03021P","H7元富          ","2609000","78","1635700","0.64","0.66","0.59","0.65"," ","0","0.64","50","0.65","25","0.00"
="03021X","元展21          ","61000","4","664100","10.5","11.1","10.5","11.1","X","0","11.2","10","11.4","10","29"
="03022P","永豐HZ          ","0","0","0","--","--","--","--"," ","0","1.02","100","1.03","100","0.00"
="03022X","富展01          ","1000","1","15400","15.4","15.4","15.4","15.4","+","0.1","14.9","10","15","10","81.6"
="03023P","群益NI          ","220000","4","440580","1.97","2.02","1.97","2.02","+","0.06","2.01","25","2.02","10","0.00"
="03023X","富展02          ","0","0","0","--","--","--","--"," ","0","14.5","10","14.6","10","27.18"
="03024P","7V元大          ","275000","14","408600","1.48","1.54","1.41","1.54","+","0.03","1.51","100","1.53","100","0.00"
="03024X","富展03          ","0","0","0","--","--","--","--"," ","0","28","20","28.7","11","152"
="03025P","GY國泰          ","190000","5","206070","1.06","1.09","1.06","1.09","+","0.04","1.04","30","1.06","30","0.00"
="03025X","元展22          ","1000","1","16100","16.1","16.1","16.1","16.1","X","0","16","495","16.1","495","63.1"
="03026P","J8元富          ","370000","4","190900","0.48","0.53","0.47","0.53","+","0.03","0.53","25","0.54","25","0.00"
="03026X","元展23          ","10000","1","40800","4.08","4.08","4.08","4.08","+","0.04","4.03","2","4.07","100","15.76"
="03027P","J9元富          ","404000","4","281990","0.71","0.71","0.69","0.69","-","0.01","0.71","25","0.72","35","0.00"
="03027X","元展24          ","3000","2","23300","7.7","7.8","7.7","7.8","+","0.3","7.65","100","7.8","100","27.18"
="03028P","K1元富          ","320000","21","146110","0.46","0.48","0.44","0.47"," ","0","0.46","35","0.47","25","0.00"
="03028X","元展25          ","0","0","0","--","--","--","--"," ","0","18.3","10","18.4","10","67"
="03029P","凱基5D          ","384000","8","532440","1.33","1.42","1.33","1.42","+","0.05","1.41","30","1.42","30","0.00"
="03029X","元展26          ","15000","3","138750","9.2","9.35","9.2","9.35","+","0.15","9.35","10","9.4","10","34.3"
="03030P","8T元大          ","3011000","49","3274650","1.08","1.12","1.05","1.08","-","0.01","1.08","253","1.11","100","0.00"
="03030X","元展27          ","139000","11","280750","2.08","2.08","1.93","1.93","-","0.13","1.91","10","1.93","10","8.95"
="03031P","9H元大          ","116000","2","106560","0.91","0.93","0.91","0.93","+","0.03","0.96","100","0.97","100","0.00"
="03031X","元展28          ","9000","1","56700","6.3","6.3","6.3","6.3","-","0.1","6.35","10","6.4","10","49.75"
="03032P","日盛G8          ","5000","1","4450","0.89","0.89","0.89","0.89","-","0.02","0.91","499","0.92","499","63.1"
="03032X","元展29          ","35000","6","129170","3.73","3.73","3.57","3.57","-","0.17","3.57","2","3.58","10","10.25"
="03033P","統一DZ          ","1732000","26","1379770","0.76","0.8","0.76","0.79","+","0.01","0.79","20","0.8","20","0.00"
="03033X","元展30          ","14000","2","110800","7.9","7.95","7.9","7.95","-","0.2","7.95","10","8","10","272.5"
="03034P","元大AW          ","0","0","0","--","--","--","--"," ","0","0.99","100","1.08","10","0.00"
="03035P","元大BJ          ","1114000","11","933140","0.83","0.86","0.82","0.86","+","0.02","0.82","100","0.83","100","0.00"
="03035X","元展32          ","133000","11","908100","6.5","6.9","6.5","6.9","+","0.5","6.95","1","7","15","27.9"
="03036P","L1元富          ","1679000","26","2187990","1.3","1.33","1.28","1.28","-","0.01","1.28","25","1.29","25","0.00"
="03037P","日盛H2          ","24000","2","19320","0.8","0.81","0.8","0.81","X","0","0.77","25","0.78","25","74"
="03037X","元展34          ","22000","2","122100","5.55","5.55","5.55","5.55","-","0.05","5.55","10","5.6","10","18"
="03038P","凱基5J          ","55000","2","48800","0.88","0.92","0.88","0.92","-","0.05","0.93","30","0.94","30","0.00"
="03038X","元展35          ","0","0","0","--","--","--","--"," ","0","9.8","10","9.85","10","79.1"
="03039P","凱基5K          ","545000","28","397210","0.75","0.78","0.7","0.76","-","0.03","0.76","30","0.77","30","0.00"
="03039X","元展36          ","0","0","0","--","--","--","--"," ","0","5.3","10","5.4","10","278"
="03040P","凱基5L          ","102000","8","61150","0.61","0.64","0.57","0.62","-","0.01","0.61","30","0.62","30","0.00"
="03040X","元展37          ","4000","2","22000","5.5","5.5","5.5","5.5","-","0.15","5.55","10","5.6","10","13.4"
="03041P","LR兆豐          ","993000","14","826120","0.86","0.88","0.76","0.76","-","0.2","0.76","75","1.16","50","0.00"
="03041X","元展38          ","23000","3","87050","3.71","3.79","3.71","3.79","+","0.11","3.64","10","3.68","10","140.5"
="03042P","LS兆豐          ","388000","10","431260","1.1","1.12","1.1","1.11","+","0.03","1.1","10","1.11","10","0.00"
="03042X","元展39          ","0","0","0","--","--","--","--"," ","0","8.2","10","8.3","10","37.8"
="03043P","LX兆豐          ","50000","3","56500","1.13","1.13","1.13","1.13","-","0.02","1.17","10","1.18","10","0.00"
="03043X","元展40          ","9000","2","78750","8.75","8.75","8.75","8.75","-","0.45","8.7","10","8.9","10","49.25"
="03044P","LY兆豐          ","0","0","0","--","--","--","--"," ","0","1.53","10","1.54","10","0.00"
="03044X","元展41          ","18000","1","145800","8.1","8.1","8.1","8.1","+","0.25","7.85","10","7.9","10","20.05"
="030453","統一M1          ","80000","1","800","0.01","0.01","0.01","0.01","X","0","0.01","10","0.02","1,413","25.8"
="03045F","群益4Z          ","0","0","0","--","--","--","--"," ","0","1.08","100","1.09","100","0.00"
="03045P","LZ兆豐          ","218000","16","197770","0.93","0.94","0.89","0.94","-","0.02","0.94","10","0.95","12","0.00"
="03046F","群益5A          ","0","0","0","--","--","--","--"," ","0","2.53","100","2.54","100","0.00"
="03046P","MH兆豐          ","51000","2","30090","0.59","0.59","0.59","0.59","-","0.03","0.59","10","0.6","10","0.00"
="03046X","元展43          ","21000","3","92110","4.4","4.4","4.31","4.31","+","0.1","4.15","10","4.2","10","56.9"
="03047P","MJ兆豐          ","0","0","0","--","--","--","--"," ","0","0.75","10","0.76","10","0.00"
="03047X","元展44          ","317000","18","757400","2.33","2.43","2.32","2.37","+","0.08","2.37","10","2.38","10","8.88"
="03048P","MK兆豐          ","0","0","0","--","--","--","--"," ","0","0.88","10","0.89","10","0.00"
="03048X","元展45          ","282000","18","634480","2.22","2.26","2.22","2.26","+","0.11","2.26","10","2.27","10","16.2"
="03049P","ML兆豐          ","140000","9","129000","0.93","0.96","0.88","0.96","+","0.01","0.94","10","0.95","10","0.00"
="03049X","元展46          ","53000","5","162850","2.99","3.2","2.99","3.14","X","0","3.13","1","3.14","10","51"
="03050P","永豐IJ          ","445000","4","326090","0.65","0.75","0.65","0.75","+","0.05","0.74","100","0.75","100","0.00"
="03050X","元展47          ","111000","19","346970","3.15","3.2","3.1","3.11","-","0.02","3.1","10","3.11","10","45.85"
="03051P","永豐IK          ","10000","1","15500","1.55","1.55","1.55","1.55","-","0.08","1.59","100","1.6","100","0.00"
="03051X","元展48          ","0","0","0","--","--","--","--"," ","0","11.1","10","11.2","10","57.4"
="030529","統一M4          ","486000","3","4860","0.01","0.01","0.01","0.01"," ","0","0.01","100","0.1","10","10.25"
="03052P","永豐IL          ","350000","1","500500","1.43","1.43","1.43","1.43","-","0.05","1.45","100","1.46","100","0.00"
="03052X","元展49          ","0","0","0","--","--","--","--"," ","0","11.7","10","11.8","10","80"
="03053P","群益1A          ","143000","6","272960","1.84","1.95","1.84","1.95","+","0.07","1.94","25","1.95","10","0.00"
="03053X","元展50          ","0","0","0","--","--","--","--"," ","0","5.75","10","5.8","20","103.5"
="03054P","群益1B          ","152000","3","143140","0.94","0.95","0.94","0.95","-","0.1","0.94","25","0.95","10","0.00"
="03054X","元展51          ","0","0","0","--","--","--","--"," ","0","9.6","10","9.65","10","70.3"
="03055P","群益1C          ","678000","10","1010310","1.43","1.53","1.43","1.53","+","0.06","1.51","25","1.52","10","0.00"
="03055X","元展52          ","70000","10","508450","7.15","7.3","7.15","7.3","+","0.55","7.3","10","7.4","10","58.8"
="03056P","群益NP          ","36000","7","14490","0.42","0.43","0.39","0.41","-","0.02","0.41","494","0.42","499","0.00"
="03057P","群益NQ          ","0","0","0","--","--","--","--"," ","0","1.05","499","1.06","499","0.00"
="03057X","ML展02          ","36000","4","130120","3.73","3.73","3.57","3.57","-","0.17","3.57","35","3.66","25","11.9"
="03058P","群益NR          ","30000","1","39600","1.32","1.32","1.32","1.32","-","0.02","1.32","499","1.33","499","0.00"
="03058X","元展53          ","0","0","0","--","--","--","--"," ","0","22.2","10","22.5","10","152"
="03059P","群益NS          ","200000","1","308000","1.54","1.54","1.54","1.54","X","0","1.49","499","1.5","499","0.00"
="03059X","元展54          ","0","0","0","--","--","--","--"," ","0","10.6","10","10.7","10","21"
="03060P","群益NT          ","20000","1","24800","1.24","1.24","1.24","1.24","X","0","1.26","499","1.27","499","0.00"
="03060X","元展55          ","11000","3","98250","8.9","8.95","8.9","8.95","+","0.35","8.95","10","9","10","78.5"
="03061P","群益NU          ","361000","16","673000","1.81","1.94","1.78","1.9","-","0.03","1.89","499","1.9","507","0.00"
="03061X","元展56          ","0","0","0","--","--","--","--"," ","0","28.1","10","28.5","10","106"
="03062P","玉山H9          ","200000","1","92000","0.46","0.46","0.46","0.46","X","0","0.51","10","0.52","10","0.00"
="03062X","元展57          ","201000","8","2219700","11.3","11.4","11","11","-","0.2","10.5","6","10.6","10","410"
="03063P","N7富邦          ","10000","1","3500","0.35","0.35","0.35","0.35","-","0.03","0.36","10","0.37","10","0.00"
="03063X","元展58          ","26000","7","530400","21.2","21.2","20.3","20.3","-","1","20.2","10","20.3","10","2695"
="03064P","N8富邦          ","20000","1","14400","0.72","0.72","0.72","0.72","-","0.07","0.73","10","0.74","10","0.00"
="03064X","元展59          ","1000","1","7150","7.15","7.15","7.15","7.15","+","0.15","7.05","100","7.1","10","13.35"
="03065P","凱基5W          ","313000","3","150180","0.49","0.49","0.47","0.47","-","0.06","0.46","30","0.47","30","0.00"
="03065X","元展60          ","0","0","0","--","--","--","--"," ","0","16.7","10","16.8","10","30.45"
="03066P","L5元富          ","0","0","0","--","--","--","--"," ","0","0.98","25","0.99","25","0.00"
="03066X","元展61          ","0","0","0","--","--","--","--"," ","0","4.61","10","4.63","10","8.95"
="03067P","L6元富          ","5000","1","4700","0.94","0.94","0.94","0.94","-","0.04","0.94","20","0.95","25","0.00"
="03067X","元展62          ","2000","2","18950","9.5","9.5","9.45","9.45","+","0.5","9.35","10","9.4","10","69.6"
="03068P","L7元富          ","51000","1","40800","0.8","0.8","0.8","0.8","-","0.02","0.83","25","0.84","25","0.00"
="03068X","元展63          ","1000","1","18300","18.3","18.3","18.3","18.3","-","0.3","18.5","10","18.7","10","140"
="03069P","康和DM          ","0","0","0","--","--","--","--"," ","0","0.37","10","0.43","5","0.00"
="03069X","元展64          ","1000","1","15900","15.9","15.9","15.9","15.9","X","0","16","10","16.1","10","58.8"
="03070P","康和DN          ","704000","26","467530","0.7","0.7","0.64","0.64","-","0.09","0.64","226","0.67","10","0.00"
="03070X","元展65          ","3000","2","36200","12.1","12.1","12","12","X","0","12","10","12.1","10","45.85"
="03071P","康和DP          ","15000","2","6550","0.43","0.45","0.43","0.45","X","0","0.45","10","0.46","10","0.00"
="03071X","元展66          ","49000","6","653300","13.4","13.4","12.9","12.9","-","0.6","13","10","13.1","11","235"
="03072P","元大DL          ","14000","1","11760","0.84","0.84","0.84","0.84","-","0.06","0.85","100","0.94","10","0.00"
="03072X","元展67          ","16000","2","198500","12.5","12.5","12.4","12.4","+","1.7","12.5","10","--","0","99"
="03073P","元大DU          ","0","0","0","--","--","--","--"," ","0","0.95","100","1.04","10","0.00"
="03073X","元展68          ","40000","9","1023100","26.1","26.1","25.4","25.5","-","0.7","25.4","10","25.5","10","2695"
="03074P","元大DX          ","10000","1","10200","1.02","1.02","1.02","1.02","X","0","1.03","100","1.12","10","0.00"
="03074X","元展69          ","0","0","0","--","--","--","--"," ","0","4.98","10","5","10","11.55"
="03075P","元大DY          ","82000","5","80570","0.94","0.99","0.94","0.99","+","0.04","0.98","120","0.99","100","0.00"
="03075X","元展70          ","219000","12","808980","3.66","3.76","3.65","3.7","+","0.09","3.73","10","3.74","10","6.82"
="03076P","元大DZ          ","301000","8","246020","0.78","0.83","0.78","0.83","+","0.03","0.83","100","0.84","100","0.00"
="03076X","元展71          ","5000","1","54500","10.9","10.9","10.9","10.9","X","0","10.7","10","10.8","10","39.6"
