

2016年02月01日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
金融保險類指數,913.64,-,6.16,-0.67
貿易百貨類指數,203.26,-,0.65,-0.32
油電燃氣類指數,105.57,+,0.73,0.7
其他類指數,233.92,-,0.19,-0.08
臺指日報酬兩倍指數,9843.81,+,28.32,0.29
臺指日報酬反向一倍指數,9908.65,-,14.31,-0.14
電子類兩倍槓桿指數,7339.59,+,36.09,0.49
電子類反向指數,11193.43,-,27.72,-0.25
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,10150.97,+,7.33,0.07
發行量加權股價報酬指數,12911.93,+,18.61,0.14
臺灣公司治理100報酬指數,4685.73,+,24.95,0.54
臺灣50報酬指數,9538.49,+,28.59,0.3
臺灣中型100報酬指數,8942.93,-,2.41,-0.03
臺灣資訊科技報酬指數,10747.53,+,75.32,0.71
臺灣發達報酬指數,10148.07,+,17.34,0.17
臺灣高股息報酬指數,9035.43,+,46.58,0.52
臺灣就業99報酬指數,5859.58,-,5.78,-0.1
臺灣高薪100報酬指數,4677.6,+,9.7,0.21
臺灣低波動高股息報酬指數,2556.28,+,2.86,0.11
未含金融電子股報酬指數,16211.16,+,48.53,0.3
小型股300報酬指數,5105.86,-,14.53,-0.28
水泥類報酬指數,137.71,+,0.45,0.33
食品類報酬指數,1573.79,+,7.96,0.51
塑膠類報酬指數,269.17,+,1.14,0.43
紡織纖維類報酬指數,690.28,+,6.25,0.91
電機機械類報酬指數,178.27,+,0.33,0.19
電器電纜類報酬指數,31.99,-,0.06,-0.19
化學生技醫療類報酬指數,124.95,-,0.2,-0.16
化學類報酬指數,116.49,+,0.62,0.54
生技醫療類報酬指數,93.59,-,0.83,-0.88
玻璃陶瓷類報酬指數,35.65,-,0.24,-0.67
造紙類報酬指數,170.74,+,0.05,0.03
鋼鐵類報酬指數,94.52,+,1.24,1.33
橡膠類報酬指數,347.62,+,3.87,1.13
汽車類報酬指數,303.09,-,0.82,-0.27
電子類報酬指數,471.86,+,1.16,0.25
半導體類報酬指數,151.13,+,0.94,0.63
電腦及週邊設備類報酬指數,133.73,+,0.77,0.58
光電類報酬指數,34.59,-,0.77,-2.18
通信網路類報酬指數,184.91,+,0.36,0.2
電子零組件類報酬指數,102.74,-,0.88,-0.85
電子通路類報酬指數,145.42,-,0.17,-0.12
資訊服務類報酬指數,127.11,-,0.25,-0.2
其他電子類報酬指數,92.68,+,0.75,0.82
建材營造類報酬指數,290.79,+,0.88,0.3
航運類報酬指數,76.56,-,0.57,-0.74
觀光類報酬指數,126.69,-,0.23,-0.18
金融保險類報酬指數,1181.05,-,7.95,-0.67
貿易百貨類報酬指數,247.15,-,0.78,-0.31
油電燃氣類報酬指數,126.92,+,0.88,0.7
其他類報酬指數,310.77,-,0.25,-0.08
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","74274242390","1845946209","689555"
"2.台灣存託憑證","26678663","6693538","1167"
"3.受益憑證","0","0","0"
"4.ETF","8998137124","532768563","72750"
"5.受益證券","748630","48000","25"
"6.變更交易股票","5537552","1789229","558"
"7.認購(售)權證","1576295620","1758864000","46733"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","74279779942","1847735438","690113"
"總計(1~12)","84881639979","4146109539","810788"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2087(4),333(3)
"下跌(跌停)",3239(33),433(1)
"持平",417,101
"未成交",5114,4
"無比價",882,4
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2016年02月01日
"每日收盤行情("全部")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50          ","7967600","2732","473078587","59.5","59.6","59.1","59.55"," ","0","59.5","416","59.55","19","0.00"
="0051  ","中100           ","16090","16","387888","24.19","24.19","24.06","24.06","-","0.13","24.03","3","24.1","2","0.00"
="0052  ","FB科技          ","1000","1","37550","37.55","37.55","37.55","37.55","+","0.19","37.4","11","37.75","1","0.00"
="0053  ","寶電子          ","4000","2","102530","25.61","25.64","25.61","25.64","+","0.09","25.68","8","25.77","1","0.00"
="0054  ","台商50          ","0","0","0","--","--","--","--"," ","0","19.66","8","19.85","8","0.00"
="0055  ","寶金融          ","688000","193","8340720","12.2","12.21","12.06","12.11","-","0.06","12.11","154","12.13","2","0.00"
="0056  ","高股息          ","2124311","905","45758881","21.56","21.62","21.41","21.58","+","0.03","21.58","11","21.59","13","0.00"
="0057  ","FB摩台          ","1000","1","36830","36.83","36.83","36.83","36.83"," ","0","36.83","50","36.92","58","0.00"
="0058  ","FB發達          ","0","0","0","--","--","--","--"," ","0","34.46","10","34.71","10","0.00"
="0059  ","FB金融          ","2000","2","56560","28.37","28.37","28.19","28.19","X","0","28.22","1","28.48","1","0.00"
="0060  ","新台灣          ","31000","10","829560","28.33","28.33","26.55","26.69","-","0.09","26.79","10","26.9","5","0.00"
="0061  ","寶滬深          ","20737958","3729","309898943","15.34","15.34","14.77","14.86","-","0.48","14.85","97","14.86","35","0.00"
="006203","寶摩臺          ","0","0","0","--","--","--","--"," ","0","27.97","10","28","1","0.00"
="006204","豐臺灣          ","3848","2","155238","40.27","40.27","40.27","40.27","X","0","40.24","15","40.47","15","0.00"
="006205","FB上証          ","14544280","2855","373704502","26.29","26.3","25.31","25.46","-","1.01","25.46","10","25.48","2","0.00"
="006206","元上證          ","5664197","1228","138074156","25.12","25.12","24.04","24.21","-","0.94","24.2","29","24.21","49","0.00"
="006207","FH滬深          ","2519200","507","48760626","19.76","19.82","19.12","19.26","-","0.56","19.26","10","19.3","84","0.00"
="006208","FB台50          ","2000","2","67560","33.68","33.88","33.68","33.88","+","0.31","33.5","5","34","2","0.00"
="00631L","T50正2          ","9770877","1819","168317031","17.39","17.39","17.1","17.27","-","0.06","17.26","558","17.27","8","0.00"
="00632R","T50反1          ","20782449","3574","418059500","20.03","20.2","20.03","20.09","+","0.08","20.09","101","20.1","943","0.00"
="00633L","上証2X          ","146384000","23453","3676302478","25.98","26.1","24.4","24.52","-","1.82","24.52","1,522","24.53","6","0.00"
="00634R","上証反          ","13766100","1231","163686434","11.71","12.1","11.67","11.98","+","0.42","11.98","64","12","8","0.00"
="00635U","元黃金          ","618000","205","11593500","18.6","18.82","18.6","18.78","+","0.18","18.77","2","18.78","19","0.00"
="00636 ","CFA50           ","4926000","539","75228730","15.58","15.58","15.05","15.1","-","0.58","15.1","59","15.12","1","0.00"
="00637L","滬深2X          ","221100312","20692","2066196569","9.64","9.72","9.08","9.14","-","0.65","9.13","3,195","9.14","112","0.00"
="00638R","滬深反          ","2285000","302","50694980","21.89","22.56","21.76","22.41","+","0.71","22.41","454","22.42","1","0.00"
="00639 ","深100           ","2813000","637","26706340","9.7","9.7","9.35","9.43","-","0.26","9.42","20","9.43","40","0.00"
="00640L","日本2X          ","8922000","1070","163786160","18.29","18.55","18.16","18.4","+","0.06","18.4","99","18.41","3","0.00"
="00641R","日本反          ","4107485","450","82234275","20.11","20.13","19.91","20","+","0.07","19.98","54","20","49","0.00"
="00642U","元石油          ","26102131","4811","408241819","15.76","15.76","15.56","15.63","-","0.11","15.62","339","15.63","140","0.00"
="00643 ","深中小          ","3770000","462","55449960","14.95","15","14.51","14.55","-","0.38","14.55","117","14.56","19","0.00"
="00645 ","FB日本          ","1816000","181","33573560","18.42","18.6","18.39","18.52","+","0.12","18.52","40","18.53","5","0.00"
="00646 ","S&P500          ","1876465","116","35998172","19.22","19.22","19.13","19.17","-","0.11","19.16","207","19.17","164","0.00"
="00647L","S&P正2          ","1817000","126","32525730","17.97","17.97","17.83","17.88","-","0.12","17.88","197","17.9","7","0.00"
="00648R","S&P反1          ","2336460","260","49985605","21.37","21.45","21.36","21.38","+","0.02","21.37","54","21.38","7","0.00"
="00649 ","FH香港          ","2968000","261","44663440","15","15.1","14.9","14.96","-","0.11","14.96","43","14.98","110","0.00"
="00650L","香港2X          ","1416000","206","21755670","15.55","15.58","15.16","15.31","-","0.24","15.31","49","15.33","2","0.00"
="00651R","香港反          ","871000","126","12838900","14.5","14.86","14.5","14.78","+","0.09","14.76","155","14.78","53","0.00"
="008201","上證50          ","13800","44","1008140","74.35","74.35","72.3","72.65","-","1.7","72.5","1","73.85","1","0.00"
="01001T","富邦R1          ","10000","3","159200","15.92","15.92","15.92","15.92"," ","0","15.91","1","15.98","2","0.00"
="01002T","國泰R1          ","20000","13","339180","16.99","16.99","16.92","16.98"," ","0","16.94","2","16.98","27","0.00"
="01003T","新光R1          ","0","0","0","--","--","--","--"," ","0","14.08","1","14.1","186","0.00"
="01004T","富邦R2          ","9000","4","112230","12.47","12.47","12.47","12.47"," ","0","12.48","1","12.57","12","0.00"
="01007T","國泰R2          ","9000","5","138020","15.35","15.35","15.33","15.35","+","0.01","15.35","9","15.36","1","0.00"
="03001P","凱基3W          ","20000","1","13000","0.65","0.65","0.65","0.65","-","0.05","0.64","30","0.65","30","0.00"
="03001X","元展01          ","1000","1","61000","61","61","61","61","X","0","60.5","11","61","9","103"
="03002P","L9富邦          ","0","0","0","--","--","--","--"," ","0","0.88","50","0.89","50","0.00"
="03003X","元展03          ","3000","3","144500","48","48.3","48","48.3","+","0.3","48.5","10","48.8","10","144"
="03004X","元展04          ","0","0","0","--","--","--","--"," ","0","6.25","10","6.35","10","18"
="03005X","元展05          ","8000","2","83000","10.3","10.5","10.3","10.5","+","0.3","10.5","10","10.7","10","21.7"
="03006X","元展06          ","104000","49","1602000","15","15.8","14.8","15.6","+","0.2","15.6","8","15.7","12","38.4"
="030071","統一K8          ","343000","7","3430","0.01","0.01","0.01","0.01"," ","0","0.01","10","0.02","83","59.55"
="03007X","元展07          ","15000","2","108750","7.2","7.35","7.2","7.35","-","0.25","7.45","2","7.5","10","15.85"
="03009X","元展09          ","8000","2","110400","13.7","13.9","13.7","13.9","X","0","13.9","10","14","10","23.7"
="03010X","元展10          ","2000","2","55200","27.6","27.6","27.6","27.6","+","0.2","27.5","1","30","2","79.5"
="03011X","元展11          ","0","0","0","--","--","--","--"," ","0","1.61","10","1.62","10","6.38"
="03012X","元展12          ","37000","3","223850","6.3","6.3","5.95","5.95","-","0.35","6","10","6.1","10","37"
="03013X","元展13          ","81000","4","248670","3.07","3.07","3.07","3.07","-","0.1","3.12","10","3.17","10","10.9"
="03014X","元展14          ","2000","1","15000","7.5","7.5","7.5","7.5","-","0.05","7.55","10","7.75","12","15.3"
="03015X","元展15          ","8000","3","70650","8.8","8.85","8.8","8.8","-","0.5","8.8","10","8.9","10","17.1"
="030160","國泰HI          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","2,024","17.2"
="03016X","元展16          ","33000","6","48150","1.51","1.51","1.43","1.43","-","0.07","1.44","10","1.45","10","8"
="03017X","元展17          ","120000","16","151980","1.24","1.29","1.24","1.29","-","0.04","1.28","10","1.29","2","9.06"
="03018X","元展18          ","180000","9","324700","1.81","1.84","1.79","1.84"," ","0","1.82","10","1.88","10","15"
="03019X","元展19          ","50000","4","86300","1.73","1.75","1.71","1.75"," ","0","1.74","10","1.75","10","13.85"
="03020X","元展20          ","0","0","0","--","--","--","--"," ","0","2.13","10","2.16","10","16.3"
="030216","國泰HV          ","3000","1","13800","4.6","4.6","4.6","4.6","-","0.33","4.48","30","4.9","4","51.8"
="03021X","元展21          ","13000","2","108250","8.35","8.35","8.3","8.3","-","0.1","8.45","10","8.8","10","26.45"
="03022X","富展01          ","0","0","0","--","--","--","--"," ","0","14","10","14.1","10","79.5"
="03023X","富展02          ","0","0","0","--","--","--","--"," ","0","12.8","10","12.9","10","25.46"
="03024X","富展03          ","0","0","0","--","--","--","--"," ","0","25.4","20","26.2","11","144"
="03025X","元展22          ","5000","3","72500","14.5","14.5","14.5","14.5","-","0.1","14.5","495","14.6","495","59.55"
="03026X","元展23          ","57000","4","203120","3.6","3.6","3.56","3.56","-","0.26","3.57","100","3.62","100","14.86"
="03027X","元展24          ","15000","2","105000","7.1","7.1","6.8","6.8","-","0.55","6.8","100","6.95","100","25.46"
="03028X","元展25          ","0","0","0","--","--","--","--"," ","0","14.1","10","14.3","10","59"
="03029X","元展26          ","10000","2","84000","8.4","8.4","8.4","8.4","X","0","8.3","10","8.4","10","32.45"
="03030X","元展27          ","237000","13","448690","1.75","1.95","1.75","1.85","+","0.08","1.84","10","1.89","10","8.85"
="03031X","元展28          ","60000","6","348500","5.8","5.85","5.75","5.8"," ","0","5.85","10","5.9","10","47.7"
="030323","1Z元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","5","25.46"
="030324","2A元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","4,922","79.5"
="03032X","元展29          ","100000","1","305000","3.05","3.05","3.05","3.05","X","0","2.87","10","2.9","10","9.62"
="03033X","元展30          ","68000","12","476150","7.2","7.2","6.9","7.05","-","0.2","6.95","10","7","10","252"
="03035X","元展32          ","64000","6","320740","5.05","5.1","4.97","5.1","+","0.16","5","10","5.1","10","24.3"
="03037X","元展34          ","0","0","0","--","--","--","--"," ","0","4.99","10","5.05","10","17.3"
="03038X","元展35          ","0","0","0","--","--","--","--"," ","0","9.5","10","9.55","10","77.7"
="03039X","元展36          ","45000","2","234000","5.2","5.2","5.2","5.2","+","0.1","5.2","10","5.3","10","275"
="03040X","元展37          ","15000","3","76600","5.1","5.2","5.05","5.2","+","0.1","5.15","10","5.2","10","12.9"
="030419","3F元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","495","14.86"
="03041X","元展38          ","18000","4","66130","3.81","3.81","3.62","3.66","-","0.15","3.51","10","3.55","10","138"
="03042F","06群益          ","0","0","0","--","--","--","--"," ","0","0.01","100","0.02","100","0.00"
="03042X","元展39          ","0","0","0","--","--","--","--"," ","0","6.9","10","7","10","34.65"
="03043F","B5群益          ","300000","3","62000","0.22","0.22","0.19","0.19","X","0","0.18","100","0.2","100","0.00"
="03043X","元展40          ","0","0","0","--","--","--","--"," ","0","9.55","10","9.75","10","51.9"
="03044F","B6群益          ","0","0","0","--","--","--","--"," ","0","0.35","200","0.36","200","0.00"
="03044X","元展41          ","0","0","0","--","--","--","--"," ","0","7.05","10","7.15","10","19"
="030453","統一M1          ","5000","5","100","0.02","0.02","0.02","0.02","+","0.01","0.01","5,054","0.02","1,263","24.21"
="03046X","元展43          ","94000","3","328360","3.48","3.5","3.48","3.49","+","0.1","3.51","10","3.54","10","53.7"
="03047X","元展44          ","170000","8","234630","1.4","1.4","1.37","1.37"," ","0","1.37","10","1.38","10","7.22"
="03048X","元展45          ","95000","5","171700","1.81","1.81","1.78","1.78"," ","0","1.78","10","1.81","10","14.9"
="03049X","元展46          ","50000","2","128900","2.57","2.61","2.57","2.61","+","0.12","2.56","10","2.58","10","46.5"
="03050X","元展47          ","340000","42","786800","2.37","2.37","2.24","2.3","-","0.04","2.29","20","2.3","10","39.7"
="03051X","元展48          ","0","0","0","--","--","--","--"," ","0","10.4","10","10.6","10","55.6"
="030529","統一M4          ","0","0","0","--","--","--","--"," ","0","0.01","100","0.02","2,479","9.62"
="03052X","元展49          ","0","0","0","--","--","--","--"," ","0","10.7","10","10.8","10","76.2"
="030537","統一N3          ","51000","2","30560","0.56","0.6","0.56","0.6","X","0","0.66","20","0.72","10","394.5"
="03053X","元展50          ","0","0","0","--","--","--","--"," ","0","5.3","10","5.4","20","99.9"
="03054X","元展51          ","0","0","0","--","--","--","--"," ","0","9.45","10","9.55","10","69.9"
="030557","3X元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","415","38.4"
="03055X","元展52          ","0","0","0","--","--","--","--"," ","0","6.15","10","6.25","10","54.6"
="03057X","ML展02          ","26000","3","60900","2.36","2.37","2.3","2.37"," ","0","2.37","25","2.41","10","10.8"
="03058X","元展53          ","4000","1","80400","20.1","20.1","20.1","20.1","X","0","20.2","10","20.3","4","144"
="03059X","元展54          ","0","0","0","--","--","--","--"," ","0","8.9","10","9","10","18.7"
="03060X","元展55          ","0","0","0","--","--","--","--"," ","0","7.65","10","7.75","10","71.9"
="03061X","元展56          ","0","0","0","--","--","--","--"," ","0","26.7","10","27","10","103"
="03062X","元展57          ","2000","2","29100","14.4","14.7","14.4","14.7","+","0.6","14.4","10","14.6","10","477"
="030636","統一N4          ","577000","15","5770","0.01","0.01","0.01","0.01","X","0","0.01","10","0.03","73","144"
="03063X","元展58          ","110000","19","1899700","17.4","18","15.5","15.5","-","1.8","15.2","10","15.5","9","2350"
="03064X","元展59          ","0","0","0","--","--","--","--"," ","0","5.75","100","5.8","10","12.05"
="03065X","元展60          ","1000","1","13200","13.2","13.2","13.2","13.2","X","0","13.6","10","13.7","10","27.25"
="03066X","元展61          ","24000","1","110160","4.59","4.59","4.59","4.59","X","0","4.53","10","4.55","10","8.85"
="030679","4V元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","330","252"
="03067X","元展62          ","7000","6","55700","8","8.1","7.8","7.8","-","0.35","7.8","10","7.9","10","64.3"
="03068X","元展63          ","1000","1","16000","16","16","16","16","-","0.4","15.6","10","15.8","10","128"
="03069X","元展64          ","0","0","0","--","--","--","--"," ","0","13.4","10","13.5","10","53.6"
="03070X","元展65          ","0","0","0","--","--","--","--"," ","0","9","10","9.05","10","39.7"
="03071X","元展66          ","115000","10","1232400","11.4","11.4","10.6","10.6","-","0.8","10.5","11","10.6","10","210"
="03072X","元展67          ","3000","2","26850","9","9","8.85","8.85","-","0.4","8.85","10","8.9","10","76.5"
="03073X","元展68          ","115000","10","2605400","23.1","23.1","20.9","20.9","-","1.4","20.5","2","20.7","10","2350"
="030784","5V元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","421","74.2"
="030815","05統一          ","10000","1","200","0.02","0.02","0.02","0.02","+","0.01","0.01","519","0.02","2,331","74.2"
="030872","6C元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","250","17.3"
="030907","12統一          ","253000","10","14840","0.07","0.07","0.05","0.07","-","0.01","0.06","3","0.07","420","2350"
="031047","國泰JH          ","0","0","0","--","--","--","--"," ","0","--","0","0.02","99","55.5"
="031074","群益JC          ","20000","1","29200","1.46","1.46","1.46","1.46","+","0.01","1.46","25","1.5","10","20.09"
="031075","群益JD          ","123000","12","168090","1.33","1.41","1.33","1.38","+","0.06","1.36","10","1.37","10","20.09"
="031158","中信5Q          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","550","74.2"
="031161","HD凱基          ","0","0","0","--","--","--","--"," ","0","0.51","30","0.61","30","20.09"
="031196","8B元富          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","17.27"
="031231","8D元富          ","0","0","0","--","--","--","--"," ","0","0.05","3","0.08","41","76.5"
="031438","國票AG          ","0","0","0","--","--","--","--"," ","0","0.03","499","0.04","20","144"
="031473","32統一          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.09","1","17.1"
="031475","D6元大          ","78000","9","165130","2.08","2.16","2.08","2.15","+","0.13","2.09","495","2.1","495","20.09"
="031506","中信5V          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","727","74.2"
="031552","日盛AC          ","0","0","0","--","--","--","--"," ","0","0.01","25","0.02","25","37"
="031573","KN富邦          ","568000","6","5680","0.01","0.01","0.01","0.01"," ","0","0.01","10","0.04","255","79.5"
="031583","9U元富          ","52000","4","5420","0.1","0.11","0.1","0.1","+","0.04","0.06","30","0.1","3","76.5"
="031606","中信6K          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","110","252"
="031644","KX富邦          ","0","0","0","--","--","--","--"," ","0","--","0","0.1","50","8"
="031739","50統一          ","0","0","0","--","--","--","--"," ","0","0.04","10","0.06","20","28.45"
="031748","59統一          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.05","150","2350"
="03177B","元熊I1          ","0","0","0","--","--","--","--"," ","0","3.15","495","3.16","495","8156.96"
="03178B","元熊18          ","0","0","0","--","--","--","--"," ","0","5.3","495","5.35","495","913.64"
="031801","LN富邦          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","2350"
="031803","LQ富邦          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","635","2350"
="03180B","元熊J1          ","28000","3","87290","3.13","3.15","3.1","3.1","+","0.02","3.1","495","3.11","495","8156.96"
="031838","國泰LB          ","100000","1","13000","0.13","0.13","0.13","0.13"," ","0","0.11","499","0.12","30","55.5"
="03184B","元熊AU          ","0","0","0","--","--","--","--"," ","0","3.46","495","3.54","10","59.55"
="03185B","元熊L1          ","0","0","0","--","--","--","--"," ","0","4.18","495","4.19","495","8156.96"
="03186B","元熊M1          ","0","0","0","--","--","--","--"," ","0","4.2","495","4.21","495","8156.96"
="03187B","元熊AV          ","10000","1","36100","3.61","3.61","3.61","3.61"," ","0","3.57","495","3.62","100","59.55"
="031884","D4元富          ","200000","3","16000","0.08","0.08","0.08","0.08","+","0.02","0.04","35","0.08","26","2350"
="03190B","元熊38          ","14000","2","60660","4.33","4.34","4.33","4.34","+","0.13","4.29","495","4.3","70","913.64"
="03192B","元熊X1          ","141000","6","185500","1.29","1.34","1.29","1.3","+","0.04","1.28","495","1.29","495","8156.96"
="031937","中信7Q          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","53.6"
="03193B","兆熊HN          ","1000","1","1350","1.35","1.35","1.35","1.35","+","0.08","--","0","1.37","8","8156.96"
="03194B","兆熊HP          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","8156.96"
="03197B","元熊Z1          ","4059000","188","5096490","1.23","1.29","1.22","1.24","+","0.03","1.23","500","1.24","485","8156.96"
="03198B","兆熊B6          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","8156.96"
="031991","70統一          ","248000","8","77970","0.33","0.35","0.31","0.35","+","0.03","0.33","10","0.38","8","144"
="03199B","兆熊B7          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","8156.96"
="03200B","元熊01          ","255000","15","399820","1.56","1.59","1.55","1.56","+","0.02","1.55","495","1.56","495","8156.96"
="03201B","2U兆熊          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","8156.96"
="03202B","元熊11          ","180000","3","361400","2","2.02","1.98","2.02","+","0.05","1.99","495","2","495","8156.96"
="03203B","兆熊31          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","8156.96"
="032044","J2元富          ","0","0","0","--","--","--","--"," ","0","0.65","25","0.75","10","51.9"
="03204B","群熊AA          ","644000","10","996810","1.54","1.58","1.53","1.57","+","0.05","1.53","499","1.54","499","8156.96"
="03205B","凱熊40          ","0","0","0","--","--","--","--"," ","0","3.05","30","3.06","30","8156.96"
="032065","72統一          ","200000","1","2000","0.01","0.01","0.01","0.01","-","0.01","0.01","10","0.02","2,517","210"
="03206B","凱熊41          ","0","0","0","--","--","--","--"," ","0","3.56","30","3.57","30","8156.96"
="032079","NM凱基          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","420","252"
="03207B","CU兆熊          ","526000","7","743610","1.4","1.44","1.39","1.44","+","0.07","--","0","--","0","8156.96"
="032088","NS凱基          ","0","0","0","--","--","--","--"," ","0","--","0","0.1","80","53.6"
="03208B","群熊AB          ","573000","23","1372230","2.36","2.45","2.31","2.35","+","0.06","2.32","499","2.33","499","8156.96"
="03209B","凱熊42          ","109000","24","280880","2.61","2.64","2.54","2.62","+","0.12","2.57","30","2.58","30","8156.96"
="03210B","元熊21          ","16000","5","27040","1.66","1.71","1.66","1.66","+","0.02","1.65","495","1.66","495","8156.96"
="03211B","元熊31          ","386000","25","591570","1.53","1.56","1.51","1.53","+","0.04","1.51","495","1.52","495","8156.96"
="03212B","KJ兆熊          ","85000","4","103850","1.21","1.23","1.18","1.23","+","0.07","1.18","5","1.37","50","8156.96"
="03213B","群熊AC          ","126000","19","258030","2.04","2.12","2","2.02","+","0.02","2.01","499","2.02","499","8156.96"
="03214B","元熊48          ","2000","1","3580","1.79","1.79","1.79","1.79","+","0.09","1.73","495","1.74","495","913.64"
="032284","80統一          ","0","0","0","--","--","--","--"," ","0","0.01","20","0.1","20","28.45"
="032285","81統一          ","0","0","0","--","--","--","--"," ","0","0.01","20","0.08","30","210"
="032286","82統一          ","554000","7","16620","0.03","0.03","0.03","0.03"," ","0","0.03","10","0.04","206","28.45"
="032318","N6元富          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","64.7"
="032340","88統一          ","0","0","0","--","--","--","--"," ","0","0.01","6,497","0.02","141","59.55"
="032388","89統一          ","20000","1","200","0.01","0.01","0.01","0.01","X","0","0.01","7,590","0.02","702","252"
="032457","90統一          ","0","0","0","--","--","--","--"," ","0","0.01","7,404","0.02","76","79.5"
="032536","富邦29          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.1","10","79.5"
="032547","97統一          ","400000","2","4000","0.01","0.01","0.01","0.01","X","0","0.01","20","0.02","38","2350"
="032548","98統一          ","1000000","7","10000","0.01","0.01","0.01","0.01","X","0","0.01","20","0.02","217","2350"
="032569","90元大          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","274","2350"
="032594","富邦32          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","1,026","252"
="032595","富邦33          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.05","100","2350"
