

2016年02月23日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
"1.一般股票","70629672310","1862403025","723293"
"2.台灣存託憑證","23823658","4989049","1344"
"3.受益憑證","0","0","0"
"4.ETF","6454033945","363926993","53192"
"5.受益證券","3964940","272000","66"
"6.變更交易股票","4429536","2429203","471"
"7.認購(售)權證","2042858090","2048815000","55737"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","70634101846","1864832228","723764"
"總計(1~12)","79158782479","4282835270","834103"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2538(14),525(11)
"下跌(跌停)",2560(26),241(0)
"持平",562,103
"未成交",4552,5
"無比價",784,1
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2016年02月23日
"每日收盤行情("全部")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50          ","4916180","1464","299142784","61","61.15","60.7","60.85","+","0.05","60.8","417","60.85","13","0.00"
="0051  ","中100           ","25000","16","613610","24.7","24.71","24.43","24.45","-","0.05","24.4","17","24.45","5","0.00"
="0052  ","FB科技          ","4002","4","156837","39.23","39.23","39.15","39.15","-","0.17","38.89","1","39.24","10","0.00"
="0053  ","寶電子          ","3000","3","79390","26.53","26.53","26.4","26.46","+","0.23","26.24","8","26.5","9","0.00"
="0054  ","台商50          ","3000","3","60060","20.03","20.03","20","20","+","0.08","19.86","8","20","15","0.00"
="0055  ","寶金融          ","181000","115","2191950","12.17","12.17","12.08","12.13","+","0.03","12.12","5","12.13","8","0.00"
="0056  ","高股息          ","1499088","645","33311534","22.18","22.26","22.17","22.22","+","0.05","22.22","7","22.23","4","0.00"
="0057  ","FB摩台          ","2000","2","75470","37.74","37.74","37.73","37.73","+","0.12","37.6","50","37.68","58","0.00"
="0058  ","FB發達          ","2000","2","70420","35.22","35.22","35.2","35.2","+","0.05","34.99","10","35.24","10","0.00"
="0059  ","FB金融          ","2000","2","57180","28.59","28.59","28.59","28.59","+","0.04","28.34","1","28.62","2","0.00"
="0060  ","新台灣          ","13000","6","351020","26.99","27.04","26.99","27.04","-","0.06","27.04","7","27.15","1","0.00"
="0061  ","寶滬深          ","7363492","2799","115511129","15.9","15.95","15.55","15.55","-","0.23","15.55","136","15.59","50","0.00"
="006203","寶摩臺          ","0","0","0","--","--","--","--"," ","0","28.55","10","28.82","8","0.00"
="006204","豐臺灣          ","0","0","0","--","--","--","--"," ","0","41.1","1","41.24","15","0.00"
="006205","FB上証          ","7645000","1578","207403360","27.38","27.45","26.95","26.99","-","0.29","26.98","114","26.99","13","0.00"
="006206","元上證          ","2764240","746","70311959","25.9","25.9","25.29","25.29","-","0.49","25.29","36","25.3","2","0.00"
="006207","FH滬深          ","1159350","302","23830683","20.72","20.8","20.39","20.39","-","0.25","20.39","52","20.4","97","0.00"
="006208","FB台50          ","0","0","0","--","--","--","--"," ","0","34.3","1","34.8","2","0.00"
="00631L","T50正2          ","2976730","818","53958438","18.2","18.25","18.02","18.06","-","0.06","18.06","12","18.08","3","0.00"
="00632R","T50反1          ","31740532","5070","622984443","19.59","19.69","19.53","19.64","+","0.03","19.63","615","19.64","135","0.00"
="00633L","上証2X          ","85827403","13633","2326925694","27.72","27.73","26.75","26.75","-","0.75","26.75","635","26.79","4","0.00"
="00634R","上証反          ","4150095","498","47210494","11.27","11.44","11.25","11.41","+","0.11","11.41","294","11.42","68","0.00"
="00635U","元黃金          ","1446322","342","29339383","20.3","20.41","20.2","20.38","+","0.05","20.37","6","20.38","54","0.00"
="00636 ","CFA50           ","4080300","314","64245764","15.9","15.93","15.64","15.64","-","0.2","15.64","99","15.67","100","0.00"
="00637L","滬深2X          ","118310128","12418","1191421600","10.25","10.28","9.94","9.95","-","0.24","9.95","2,020","9.96","853","0.00"
="00638R","滬深反          ","1163100","174","24560610","20.9","21.2","20.83","21.2","+","0.26","21.2","18","21.21","110","0.00"
="00639 ","深100           ","2891000","383","29303630","10.2","10.21","10.06","10.09","-","0.07","10.08","2","10.09","3","0.00"
="00640L","日本2X          ","14529003","1615","198513293","13.87","13.87","13.51","13.57","-","0.17","13.57","95","13.59","10","0.00"
="00641R","日本反          ","2484000","344","54761790","21.89","22.2","21.89","22.1","+","0.1","22.1","38","22.13","156","0.00"
="00642U","元石油          ","60170133","8756","911013150","15.23","15.23","15.04","15.05","+","0.08","15.04","787","15.05","449","0.00"
="00643 ","深中小          ","2366995","337","37450770","15.94","15.95","15.68","15.68","-","0.15","15.68","17","15.69","2","0.00"
="00645 ","FB日本          ","1263000","101","20794550","16.57","16.58","16.4","16.41","-","0.09","16.41","144","16.43","104","0.00"
="00646 ","S&P500          ","1410000","105","26875780","19.08","19.08","19.05","19.06","+","0.07","19.06","39","19.07","12","0.00"
="00647L","S&P正2          ","855000","112","15258230","17.97","17.97","17.79","17.81"," ","0","17.81","248","17.82","88","0.00"
="00648R","S&P反1          ","775000","179","16461370","21.15","21.28","21.13","21.28","-","0.02","21.27","36","21.28","82","0.00"
="00649 ","FH香港          ","372000","50","5518930","14.9","14.98","14.75","14.78","-","0.05","14.78","51","14.79","36","0.00"
="00650L","香港2X          ","912000","115","13769950","15.49","15.49","14.96","15.06","-","0.15","15.04","160","15.06","285","0.00"
="00651R","香港反          ","601000","98","8889200","14.85","14.88","14.46","14.86","+","0.08","14.84","102","14.86","241","0.00"
="008201","上證50          ","20900","43","1609490","76.1","77.5","76.1","76.45","+","0.6","76.4","13","76.45","4","0.00"
="01001T","富邦R1          ","27000","7","439340","16.58","16.58","16.08","16.2","+","0.13","16.1","1","16.2","2","0.00"
="01002T","國泰R1          ","60000","16","1019460","17","17","16.98","16.99"," ","0","16.99","48","17","9","0.00"
="01003T","新光R1          ","70000","24","991730","14.19","14.19","14.15","14.16","-","0.03","14.14","11","14.17","10","0.00"
="01004T","富邦R2          ","104000","17","1344970","12.88","12.95","12.88","12.95","+","0.07","12.87","15","12.9","2","0.00"
="01007T","國泰R2          ","11000","2","169440","15.44","15.44","15.4","15.4","-","0.04","15.39","10","15.48","21","0.00"
="03001P","凱基3W          ","108000","2","63720","0.59","0.59","0.59","0.59","+","0.01","0.59","30","0.6","30","0.00"
="03001X","元展01          ","0","0","0","--","--","--","--"," ","0","61.5","10","62.5","10","104"
="03002P","L9富邦          ","292000","4","243360","0.81","0.85","0.81","0.85","X","0","0.84","50","0.85","50","0.00"
="03003P","3F第一          ","0","0","0","--","--","--","--"," ","0","0.81","10","0.82","10","24.85"
="03003X","元展03          ","0","0","0","--","--","--","--"," ","0","51","10","52","10","149.5"
="03004P","永豐HV          ","286000","7","338720","1.14","1.21","1.14","1.21","+","0.04","1.2","100","1.21","100","0.00"
="03004X","元展04          ","234000","20","1971750","7.95","9","7.95","8.6","+","0.9","8.6","10","8.75","10","20.2"
="03005P","凱基4M          ","216000","4","181410","0.85","0.85","0.83","0.83","-","0.05","0.83","22","0.84","30","0.00"
="03005X","元展05          ","10000","1","105000","10.5","10.5","10.5","10.5"," ","0","10.5","10","10.6","10","21.7"
="03006P","G5元富          ","299000","4","241570","0.8","0.81","0.8","0.81","-","0.07","0.77","25","0.78","25","0.00"
="03006X","元展06          ","32000","10","505300","15.8","15.9","15.6","15.8","+","0.2","15.8","10","15.9","12","38.65"
="03007P","G6元富          ","823000","6","992290","1.19","1.23","1.19","1.23","+","0.04","1.18","25","1.19","25","0.00"
="03007X","元展07          ","216000","6","1556350","7.6","7.6","7.2","7.2","-","0.05","7.2","13","7.25","3","15.75"
="03008P","凱基4S          ","482000","9","528680","1.1","1.13","1.06","1.06","-","0.06","1.08","30","1.09","30","0.00"
="03009P","群益MY          ","0","0","0","--","--","--","--"," ","0","1.72","25","1.73","10","0.00"
="03009X","元展09          ","0","0","0","--","--","--","--"," ","0","12.9","10","13","10","22.9"
="03010P","群益MZ          ","5000","1","5700","1.14","1.14","1.14","1.14","X","0","1.14","25","1.15","10","0.00"
="03010X","元展10          ","1000","1","26500","26.5","26.5","26.5","26.5","+","0.1","26.5","9","26.6","10","77"
="03011P","5Y元大          ","559000","21","626290","1.13","1.14","1.09","1.12","-","0.03","1.11","100","1.12","100","0.00"
="03012P","NP中信          ","51000","7","49760","0.96","0.99","0.96","0.99"," ","0","0.98","100","0.99","99","0.00"
="03012X","元展12          ","143000","6","866300","6.15","6.15","6","6.05","+","0.05","6.05","10","6.1","10","37.1"
="03013P","凱基4V          ","352000","6","312780","0.87","0.91","0.87","0.89","-","0.03","0.9","30","0.91","30","0.00"
="03013X","元展13          ","203000","8","636800","3.12","3.15","3.1","3.15","-","0.01","3.15","12","3.2","10","10.95"
="03014P","凱基4W          ","1283000","19","1822510","1.45","1.47","1.35","1.35","-","0.13","1.36","30","1.37","30","0.00"
="03014X","元展14          ","9000","3","69050","7.7","7.7","7.65","7.65","-","0.15","7.65","10","7.8","20","15.4"
="03015P","群益ND          ","147000","3","288360","1.94","1.97","1.94","1.97","X","0","1.94","25","1.95","10","0.00"
="03015X","元展15          ","22000","2","200800","9.15","9.15","9.1","9.1","-","0.2","8.85","10","8.95","10","17.1"
="03016P","群益NE          ","425000","9","1268820","2.96","3","2.93","2.93","-","0.17","2.93","25","2.94","10","0.00"
="03016X","元展16          ","1000","1","1420","1.42","1.42","1.42","1.42","+","0.05","1.38","10","1.39","10","7.88"
="03017P","群益NF          ","1581000","10","2703390","1.73","1.77","1.59","1.59","-","0.23","1.61","25","1.62","10","0.00"
="03017X","元展17          ","40000","1","50800","1.27","1.27","1.27","1.27","-","0.04","1.28","10","1.29","10","9.06"
="03018P","LH兆豐          ","245000","8","400800","1.64","1.64","1.63","1.64","-","0.07","1.65","10","1.66","10","0.00"
="03018X","元展18          ","0","0","0","--","--","--","--"," ","0","1.95","10","1.99","24","15.35"
="03019P","H5元富          ","397000","12","246550","0.62","0.63","0.61","0.63","+","0.01","0.62","50","0.63","50","0.00"
="03019X","元展19          ","21000","2","37590","1.79","1.79","1.79","1.79"," ","0","1.79","10","1.81","30","13.95"
="03020P","H6元富          ","10000","1","16700","1.67","1.67","1.67","1.67","X","0","1.65","25","1.66","25","0.00"
="03020X","元展20          ","0","0","0","--","--","--","--"," ","0","2.08","10","2.09","10","16.1"
="03021P","H7元富          ","780000","33","698590","0.88","0.91","0.88","0.89","-","0.01","0.88","80","0.89","28","0.00"
="03021X","元展21          ","0","0","0","--","--","--","--"," ","0","9.3","10","9.4","10","27.1"
="03022P","永豐HZ          ","565000","7","669470","1.19","1.25","1.17","1.17","-","0.03","1.18","100","1.19","100","0.00"
="03022X","富展01          ","0","0","0","--","--","--","--"," ","0","13.5","10","13.6","10","77"
="03023P","群益NI          ","857000","10","1622090","1.88","1.93","1.88","1.93"," ","0","1.88","25","1.89","10","0.00"
="03023X","富展02          ","0","0","0","--","--","--","--"," ","0","14.3","10","14.4","10","26.99"
="03024P","7V元大          ","248000","4","392820","1.58","1.59","1.58","1.59","-","0.07","1.54","100","1.55","100","0.00"
="03024X","富展03          ","0","0","0","--","--","--","--"," ","0","27.4","20","28.1","11","149.5"
="03025P","GY國泰          ","90000","3","111120","1.23","1.24","1.23","1.24","+","0.02","1.24","20","1.25","30","0.00"
="03025X","元展22          ","0","0","0","--","--","--","--"," ","0","15","495","15.2","495","60.85"
="03026P","J8元富          ","256000","5","163830","0.63","0.65","0.62","0.64","-","0.04","0.62","25","0.63","25","0.00"
="03026X","元展23          ","3000","2","11920","3.98","3.98","3.96","3.96","-","0.06","3.92","100","3.98","100","15.55"
="03027P","J9元富          ","100000","1","113000","1.13","1.13","1.13","1.13"," ","0","1.13","25","1.14","25","0.00"
="03027X","元展24          ","0","0","0","--","--","--","--"," ","0","7.55","100","7.7","100","26.99"
="03028P","K1元富          ","278000","6","170380","0.59","0.63","0.59","0.62","+","0.01","0.61","25","0.62","25","0.00"
="03028X","元展25          ","0","0","0","--","--","--","--"," ","0","15.4","10","15.5","10","61.3"
="03029P","凱基5D          ","450000","4","588000","1.3","1.33","1.3","1.33","-","0.03","1.33","30","1.34","30","0.00"
="03029X","元展26          ","0","0","0","--","--","--","--"," ","0","8.75","10","8.8","10","33.25"
="03030P","8T元大          ","6554000","102","7934220","1.19","1.24","1.19","1.24","+","0.04","1.23","100","1.24","99","0.00"
="03030X","元展27          ","291000","15","425670","1.43","1.61","1.39","1.57","+","0.17","1.53","10","1.55","10","8.57"
="03031P","9H元大          ","466000","11","472540","1.02","1.03","1.01","1.03","-","0.03","1.02","100","1.03","100","0.00"
="03031X","元展28          ","10000","1","59000","5.9","5.9","5.9","5.9"," ","0","5.85","10","5.9","10","48"
="03032P","日盛G8          ","15000","3","19400","1.27","1.32","1.27","1.32","+","0.09","1.31","499","1.32","320","60.85"
="03032X","元展29          ","278000","7","659540","2.36","2.44","2.36","2.39","+","0.12","2.37","10","2.39","10","9.15"
="03033P","統一DZ          ","434000","11","408700","0.92","0.96","0.92","0.94","-","0.01","0.95","20","0.96","20","0.00"
="03033X","元展30          ","5000","3","34100","7","7","6.75","6.75","-","0.5","6.65","10","6.7","10","247"
="03034P","元大AW          ","0","0","0","--","--","--","--"," ","0","0.96","100","1.05","10","0.00"
="03035P","元大BJ          ","3379000","25","3168730","0.92","0.95","0.92","0.95","+","0.03","0.95","91","0.96","100","0.00"
="03035X","元展32          ","52000","6","288000","5.6","5.6","5.5","5.55","-","0.1","5.55","8","5.6","10","25.3"
="03036P","L1元富          ","285000","7","354350","1.25","1.25","1.22","1.23","-","0.02","1.22","25","1.23","25","0.00"
="03037P","日盛H2          ","87000","2","75870","0.93","0.93","0.87","0.87","-","0.04","0.88","25","0.89","25","70.4"
="03037X","元展34          ","0","0","0","--","--","--","--"," ","0","5.5","11","5.6","10","17.9"
="03038P","凱基5J          ","10000","1","14400","1.44","1.44","1.44","1.44","X","0","1.4","30","1.41","30","0.00"
="03038X","元展35          ","0","0","0","--","--","--","--"," ","0","9.65","10","9.7","10","78.3"
="03039P","凱基5K          ","29000","1","33350","1.15","1.15","1.15","1.15","+","0.02","1.16","30","1.17","30","0.00"
="03039X","元展36          ","0","0","0","--","--","--","--"," ","0","5.05","10","5.1","10","270.5"
="03040P","凱基5L          ","0","0","0","--","--","--","--"," ","0","0.95","30","0.96","30","0.00"
="03040X","元展37          ","0","0","0","--","--","--","--"," ","0","5.4","10","5.5","10","13.2"
="03041P","LR兆豐          ","92000","2","120720","1.31","1.33","1.31","1.33","+","0.01","1.34","10","1.35","10","0.00"
="03041X","元展38          ","1000","1","3610","3.61","3.61","3.61","3.61","X","0","3.39","10","3.43","10","136.5"
="03042P","LS兆豐          ","360000","9","535240","1.42","1.53","1.41","1.53","+","0.1","1.54","10","1.55","10","0.00"
="03042X","元展39          ","0","0","0","--","--","--","--"," ","0","8","10","8.05","10","37.2"
="03043F","B5群益          ","0","0","0","--","--","--","--"," ","0","0.17","100","0.18","100","0.00"
="03043P","LX兆豐          ","0","0","0","--","--","--","--"," ","0","1.12","10","1.13","10","0.00"
="03043X","元展40          ","0","0","0","--","--","--","--"," ","0","9.5","10","9.75","10","51.7"
="03044F","B6群益          ","0","0","0","--","--","--","--"," ","0","0.1","200","0.11","200","0.00"
="03044P","LY兆豐          ","70000","1","104300","1.49","1.49","1.49","1.49","-","0.05","1.48","10","1.49","10","0.00"
="03044X","元展41          ","37000","6","273650","7.4","7.45","7.35","7.45"," ","0","7.4","10","7.5","13","19.45"
="030453","統一M1          ","0","0","0","--","--","--","--"," ","0","0.01","1,507","0.02","1,413","25.29"
="03045P","LZ兆豐          ","48000","4","58920","1.21","1.24","1.21","1.24","-","0.01","1.24","10","1.25","10","0.00"
="03046P","MH兆豐          ","0","0","0","--","--","--","--"," ","0","0.95","10","0.96","10","0.00"
="03046X","元展43          ","0","0","0","--","--","--","--"," ","0","3.82","10","3.87","10","55.1"
="03047P","MJ兆豐          ","0","0","0","--","--","--","--"," ","0","1.14","10","1.15","10","0.00"
="03047X","元展44          ","1231000","24","2368580","1.92","1.98","1.88","1.93","+","0.01","1.91","10","1.92","10","8.12"
="03048P","MK兆豐          ","0","0","0","--","--","--","--"," ","0","1.25","10","1.26","10","0.00"
="03048X","元展45          ","29000","3","55260","1.9","1.92","1.9","1.92","+","0.02","1.88","10","1.9","10","15.1"
="03049P","ML兆豐          ","0","0","0","--","--","--","--"," ","0","1.3","10","1.31","10","0.00"
="03049X","元展46          ","0","0","0","--","--","--","--"," ","0","2.71","10","2.73","10","47.75"
="03050P","永豐IJ          ","414000","9","353590","0.86","0.87","0.84","0.85","-","0.02","0.84","100","0.85","100","0.00"
="03050X","元展47          ","574000","43","1584610","2.73","2.84","2.72","2.84","+","0.15","2.83","10","2.84","10","43.8"
="03051P","永豐IK          ","5000","1","10650","2.13","2.13","2.13","2.13","+","0.1","2.12","100","2.13","100","0.00"
="03051X","元展48          ","0","0","0","--","--","--","--"," ","0","10.8","10","10.9","10","56.6"
="030529","統一M4          ","499000","2","4990","0.01","0.01","0.01","0.01"," ","0","0.01","100","0.02","1,894","9.15"
="03052P","永豐IL          ","0","0","0","--","--","--","--"," ","0","1.85","100","1.86","100","0.00"
="03052X","元展49          ","0","0","0","--","--","--","--"," ","0","11","10","11.1","10","77.4"
="03053P","群益1A          ","260000","8","486560","1.87","1.88","1.84","1.86","-","0.08","1.86","25","1.87","10","0.00"
="03053X","元展50          ","0","0","0","--","--","--","--"," ","0","5.55","10","5.6","20","102"
="03054P","群益1B          ","182000","2","222040","1.22","1.22","1.22","1.22","-","0.03","1.14","25","1.15","10","0.00"
="03054X","元展51          ","3000","2","27300","9.1","9.1","9.1","9.1","-","0.25","9.05","10","9.1","10","68.2"
="03055P","群益1C          ","754000","7","1043320","1.37","1.43","1.36","1.43","-","0.03","1.42","25","1.43","10","0.00"
="03055X","元展52          ","27000","6","148750","5.55","5.55","5.45","5.45","-","0.05","5.45","10","5.5","10","51.8"
="03056P","群益NP          ","0","0","0","--","--","--","--"," ","0","0.64","499","0.65","499","0.00"
="03057P","群益NQ          ","0","0","0","--","--","--","--"," ","0","1.61","499","1.62","499","0.00"
="03057X","ML展02          ","304000","19","733010","2.46","2.46","2.38","2.41","+","0.03","2.41","25","2.42","5","10.8"
="03058P","群益NR          ","0","0","0","--","--","--","--"," ","0","1.99","499","2","499","0.00"
="03058X","元展53          ","1000","1","21600","21.6","21.6","21.6","21.6","X","0","21.5","10","21.7","10","149.5"
="03059P","群益NS          ","0","0","0","--","--","--","--"," ","0","2.22","499","2.23","499","0.00"
="03059X","元展54          ","99000","2","923200","9.35","9.35","9.3","9.3","+","0.1","9.15","10","9.2","10","19"
="03060P","群益NT          ","8000","2","14450","1.81","1.81","1.8","1.8","X","0","1.79","499","1.8","496","0.00"
="03060X","元展55          ","5000","1","38750","7.75","7.75","7.75","7.75","X","0","7.75","10","7.8","10","72.4"
="03061P","群益NU          ","490000","9","1269940","2.56","2.63","2.56","2.61","-","0.04","2.6","499","2.61","497","0.00"
="03061X","元展56          ","1000","1","27200","27.2","27.2","27.2","27.2","-","0.2","27.2","10","27.5","10","104"
="03062P","玉山H9          ","0","0","0","--","--","--","--"," ","0","0.76","10","0.77","10","0.00"
="03062X","元展57          ","1000","1","11700","11.7","11.7","11.7","11.7","X","0","11.5","10","11.7","10","429"
="03063P","N7富邦          ","0","0","0","--","--","--","--"," ","0","0.6","10","0.61","10","0.00"
="03063X","元展58          ","51000","8","955300","19.1","19.1","18.5","18.5","+","0.3","18.3","10","18.4","10","2560"
="03064P","N8富邦          ","0","0","0","--","--","--","--"," ","0","1.24","10","1.25","10","0.00"
="03064X","元展59          ","0","0","0","--","--","--","--"," ","0","5.75","83","5.8","10","12"
="03065P","凱基5W          ","0","0","0","--","--","--","--"," ","0","0.53","30","0.54","30","0.00"
="03065X","元展60          ","0","0","0","--","--","--","--"," ","0","15.6","10","15.7","10","29.3"
="03066P","L5元富          ","205000","3","221400","1.08","1.08","1.08","1.08","+","0.01","1.07","25","1.08","25","0.00"
="03066X","元展61          ","246000","9","1047360","4.16","4.27","4.16","4.25","X","0","4.24","10","4.26","10","8.57"
="03067P","L6元富          ","0","0","0","--","--","--","--"," ","0","1.1","25","1.11","25","0.00"
="03067X","元展62          ","29000","4","252450","8.8","8.8","8.4","8.4","-","0.15","8.35","10","8.4","9","66.2"
="03068P","L7元富          ","325000","5","290520","0.9","0.9","0.88","0.88","-","0.05","0.88","29","0.89","25","0.00"
="03068X","元展63          ","12000","3","210300","17.5","17.8","17.5","17.8","-","0.1","17.5","11","17.7","10","135.5"
="03069P","康和DM          ","17000","3","9860","0.58","0.58","0.58","0.58","-","0.01","0.56","10","0.57","10","0.00"
="03069X","元展64          ","10000","1","144000","14.4","14.4","14.4","14.4","X","0","14.6","10","14.7","10","55.9"
="03070P","康和DN          ","194000","12","157680","0.8","0.82","0.8","0.82"," ","0","0.81","10","0.82","10","0.00"
="03070X","元展65          ","1000","1","10900","10.9","10.9","10.9","10.9","X","0","11","10","11.1","10","43.8"
="03071P","康和DP          ","99000","1","53460","0.54","0.54","0.54","0.54","X","0","0.52","10","0.53","10","0.00"
="03071X","元展66          ","25000","8","312600","12.5","12.7","12.4","12.6","+","0.1","12.6","9","12.7","10","231"
="03072P","元大DL          ","44000","1","40040","0.91","0.91","0.91","0.91","X","0","0.91","100","1","10","0.00"
="03072X","元展67          ","50000","4","457500","9.15","9.15","9.15","9.15","X","0","9","10","9.05","10","77.3"
="03073P","元大DU          ","0","0","0","--","--","--","--"," ","0","1.04","100","1.13","10","0.00"
="03073X","元展68          ","40000","6","945800","23.8","24","23.3","23.6","-","0.1","23.5","10","23.6","10","2560"
="03074P","元大DX          ","0","0","0","--","--","--","--"," ","0","1.11","100","1.2","10","0.00"
="03074X","元展69          ","33000","1","147180","4.46","4.46","4.46","4.46","-","0.04","4.5","10","4.54","10","10.95"
="03075P","元大DY          ","516000","9","585980","1.12","1.16","1.12","1.15"," ","0","1.14","100","1.15","100","0.00"
="03075X","元展70          ","48000","3","152560","3.18","3.18","3.17","3.17","-","0.02","3.16","10","3.17","10","6.25"
="03076P","元大DZ          ","528000","8","540030","1.03","1.03","1","1.01","-","0.03","1.02","100","1.03","100","0.00"
="03076X","元展71          ","13000","2","125150","9.65","9.65","9.5","9.5","-","0.15","9.55","10","9.6","10","37.1"
="03077P","元大EL          ","984000","16","1440170","1.44","1.48","1.44","1.47","-","0.02","1.46","100","1.47","90","0.00"
