

2016年02月22日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
金融保險類報酬指數,1177.27,-,0.35,-0.03
貿易百貨類報酬指數,250.36,-,2.22,-0.88
油電燃氣類報酬指數,126.68,-,1.09,-0.85
其他類報酬指數,317.56,+,2.03,0.64
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","66286104528","1733155648","674852"
"2.台灣存託憑證","15859556","3973070","892"
"3.受益憑證","0","0","0"
"4.ETF","8550024071","481889875","61591"
"5.受益證券","2663876","173400","39"
"6.變更交易股票","6419313","3694857","560"
"7.認購(售)權證","1804990110","1894590000","50588"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","66292523841","1736850505","675412"
"總計(1~12)","76666061454","4117476850","788522"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2319(6),422(5)
"下跌(跌停)",2700(42),327(2)
"持平",467,117
"未成交",4562,2
"無比價",955,7
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2016年02月22日
"每日收盤行情("全部")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50          ","11614403","2553","710868283","60.85","61.6","60.55","60.8","-","0.05","60.8","1,956","60.85","17","0.00"
="0051  ","中100           ","28006","24","687647","24.55","24.61","24.37","24.5","+","0.15","24.42","1","24.53","1","0.00"
="0052  ","FB科技          ","4000","2","157040","39.2","39.32","39.2","39.32","+","0.32","38.98","10","39.3","1","0.00"
="0053  ","寶電子          ","10000","8","264670","26.58","26.58","26.23","26.23","-","0.06","26.31","8","26.38","1","0.00"
="0054  ","台商50          ","54000","12","1079620","20","20.16","19.9","19.92","-","0.08","19.92","8","20.11","8","0.00"
="0055  ","寶金融          ","392000","128","4741960","12.03","12.18","12.02","12.1","+","0.05","12.07","10","12.1","6","0.00"
="0056  ","高股息          ","2639968","865","58694031","22.24","22.38","22.09","22.17","-","0.07","22.17","6","22.19","7","0.00"
="0057  ","FB摩台          ","2000","2","75190","37.58","37.61","37.58","37.61","+","0.04","37.66","50","37.74","63","0.00"
="0058  ","FB發達          ","1000","1","35150","35.15","35.15","35.15","35.15","X","0","34.89","10","35.14","10","0.00"
="0059  ","FB金融          ","1000","1","28550","28.55","28.55","28.55","28.55","X","0","28.24","1","28.53","2","0.00"
="0060  ","新台灣          ","23002","15","624965","27.07","27.33","26.92","27.1","+","0.16","26.99","10","27.09","2","0.00"
="0061  ","寶滬深          ","6444250","1293","101375744","15.6","15.8","15.59","15.78","+","0.24","15.78","154","15.79","67","0.00"
="006203","寶摩臺          ","4000","3","115100","28.72","28.83","28.72","28.83","X","0","28.58","10","28.84","8","0.00"
="006204","豐臺灣          ","2000","2","82150","41.05","41.1","41.05","41.1","X","0","41.01","15","41.25","15","0.00"
="006205","FB上証          ","6373500","1098","172543464","26.92","27.28","26.9","27.28","+","0.52","27.28","181","27.29","20","0.00"
="006206","元上證          ","1541000","298","39148620","25.18","25.78","25.15","25.78","+","0.65","25.55","51","25.78","37","0.00"
="006207","FH滬深          ","1560500","304","31883760","20.28","20.64","20.26","20.64","+","0.36","20.64","58","20.65","2","0.00"
="006208","FB台50          ","7000","3","244120","35.02","35.02","34.66","34.66","+","0.08","34.3","1","34.79","2","0.00"
="00631L","T50正2          ","8817775","1686","160837297","18.1","18.5","18","18.12","+","0.02","18.12","424","18.13","43","0.00"
="00632R","T50反1          ","40487314","7658","791082183","19.62","19.7","19.39","19.61","-","0.02","19.6","892","19.61","10","0.00"
="00633L","上証2X          ","106878435","15323","2891097879","26.9","27.5","26.58","27.5","+","1.11","27.49","500","27.5","780","0.00"
="00634R","上証反          ","6128000","841","69712080","11.5","11.5","11.3","11.3","-","0.22","11.29","139","11.3","710","0.00"
="00635U","元黃金          ","2343100","319","47794763","20.46","20.46","20.28","20.33","-","0.13","20.32","1","20.33","5","0.00"
="00636 ","CFA50           ","3687015","290","58145813","15.64","15.84","15.6","15.84","+","0.22","15.81","139","15.84","8","0.00"
="00637L","滬深2X          ","169676762","13345","1703351565","9.96","10.19","9.87","10.19","+","0.4","10.19","2,022","10.2","1,935","0.00"
="00638R","滬深反          ","1755000","196","37025650","21.24","21.3","20.94","20.94","-","0.43","20.93","2","20.94","1,089","0.00"
="00639 ","深100           ","2265000","518","22914240","10.07","10.17","10.03","10.16","+","0.16","10.14","100","10.16","65","0.00"
="00640L","日本2X          ","12609000","1682","173113340","13.7","13.85","13.6","13.74","+","0.14","13.73","433","13.74","217","0.00"
="00641R","日本反          ","1981400","274","43607250","22.02","22.12","21.91","22","-","0.08","21.97","52","22","36","0.00"
="00642U","元石油          ","83374240","11549","1241436798","14.8","14.98","14.78","14.97","-","0.15","14.97","202","14.98","797","0.00"
="00643 ","深中小          ","2604295","427","41153560","15.7","15.88","15.69","15.83","+","0.22","15.83","13","15.84","11","0.00"
="00645 ","FB日本          ","1830000","178","30208960","16.43","16.56","16.43","16.5","+","0.04","16.5","47","16.52","3","0.00"
="00646 ","S&P500          ","870010","76","16486239","18.9","18.99","18.9","18.99","+","0.05","18.98","156","18.99","96","0.00"
="00647L","S&P正2          ","475000","90","8426070","17.72","17.82","17.66","17.81","+","0.09","17.8","8","17.81","341","0.00"
="00648R","S&P反1          ","1439000","169","30694710","21.38","21.38","21.28","21.3","-","0.08","21.29","112","21.3","7","0.00"
="00649 ","FH香港          ","961000","58","14268670","14.72","14.89","14.72","14.83","+","0.11","14.84","70","14.85","1","0.00"
="00650L","香港2X          ","2265000","176","34407280","15","15.32","15","15.21","+","0.29","15.21","55","15.23","25","0.00"
="00651R","香港反          ","730000","91","10789130","15","15","14.73","14.78","-","0.13","14.76","1","14.78","146","0.00"
="008201","上證50          ","10900","33","820530","76","76","75","75.85","+","1.45","75.8","4","75.85","6","0.00"
="01001T","富邦R1          ","66400","11","1067766","16.08","16.1","16.07","16.07","-","0.01","16.06","55","16.17","2","0.00"
="01002T","國泰R1          ","45000","11","765330","17","17.03","16.98","16.99","-","0.01","16.99","45","17.04","10","0.00"
="01003T","新光R1          ","15000","6","213100","14.37","14.37","14.19","14.19","-","0.06","14.18","22","14.19","24","0.00"
="01004T","富邦R2          ","41000","9","525440","12.82","12.88","12.8","12.88","+","0.06","12.81","11","12.87","4","0.00"
="01007T","國泰R2          ","6000","2","92240","15.36","15.44","15.36","15.44","-","0.03","15.37","8","15.44","1","0.00"
="03001P","凱基3W          ","235000","3","136300","0.58","0.58","0.58","0.58","-","0.01","0.58","30","0.59","30","0.00"
="03001X","元展01          ","0","0","0","--","--","--","--"," ","0","61.5","10","62.5","10","104"
="03002P","L9富邦          ","0","0","0","--","--","--","--"," ","0","0.8","50","0.81","50","0.00"
="03003P","3F第一          ","0","0","0","--","--","--","--"," ","0","0.76","10","0.77","10","25.45"
="03003X","元展03          ","13000","4","683000","52.5","53","52","52","X","0","52","10","52.5","10","151"
="03004P","永豐HV          ","29000","3","33490","1.14","1.17","1.14","1.17","-","0.01","1.14","100","1.15","100","0.00"
="03004X","元展04          ","83000","4","648900","7.75","7.85","7.7","7.7","+","0.4","7.65","10","7.75","10","19.35"
="03005P","凱基4M          ","384000","17","335880","0.9","0.9","0.86","0.88","-","0.06","0.88","30","0.89","30","0.00"
="03005X","元展05          ","6000","2","63300","10.8","10.8","10.5","10.5","X","0","10.5","10","10.6","10","21.7"
="03006P","G5元富          ","686000","8","580170","0.82","0.88","0.82","0.88","+","0.01","0.82","25","0.83","25","0.00"
="03006X","元展06          ","40000","12","625700","15.7","15.9","15.5","15.6","+","0.1","15.5","10","15.6","10","38.35"
="03007P","G6元富          ","296000","5","352880","1.23","1.23","1.19","1.19","-","0.05","1.18","25","1.19","25","0.00"
="03007X","元展07          ","16000","2","116000","7.25","7.25","7.25","7.25","+","0.25","7.15","10","7.25","13","15.65"
="03008P","凱基4S          ","588000","9","641340","1.07","1.13","1.05","1.12"," ","0","1.12","30","1.13","30","0.00"
="03009P","群益MY          ","0","0","0","--","--","--","--"," ","0","1.69","25","1.7","10","0.00"
="03009X","元展09          ","11000","4","147200","13.4","13.4","13.2","13.2","X","0","13.1","10","13.2","10","23.05"
="03010P","群益MZ          ","0","0","0","--","--","--","--"," ","0","1.12","25","1.13","10","0.00"
="03010X","元展10          ","11000","4","293800","26.8","26.8","26.4","26.4","+","0.2","26.2","10","26.3","10","76.7"
="03011P","5Y元大          ","305000","20","351690","1.1","1.17","1.1","1.15","+","0.03","1.15","100","1.16","100","0.00"
="03012P","NP中信          ","29000","7","27540","0.95","0.99","0.93","0.99","-","0.01","0.98","99","0.99","99","0.00"
="03012X","元展12          ","139000","6","862100","6.2","6.3","5.9","6","+","0.15","5.95","10","6","10","36.9"
="03013P","凱基4V          ","230000","4","209300","0.89","0.92","0.89","0.92"," ","0","0.89","30","0.9","30","0.00"
="03013X","元展13          ","200000","6","621200","3.1","3.16","3.1","3.16","+","0.15","3.1","10","3.16","10","10.85"
="03014P","凱基4W          ","1053000","12","1542530","1.41","1.5","1.41","1.48","+","0.03","1.45","30","1.46","30","0.00"
="03014X","元展14          ","6000","3","46500","7.7","7.8","7.7","7.8","+","0.15","7.65","10","7.85","10","15.4"
="03015P","群益ND          ","0","0","0","--","--","--","--"," ","0","1.9","25","1.91","10","0.00"
="03015X","元展15          ","17000","2","158100","9.3","9.3","9.3","9.3","+","0.3","9.05","15","9.15","10","17.25"
="03016P","群益NE          ","487000","13","1499470","2.99","3.21","2.99","3.1","+","0.17","3.11","25","3.12","10","0.00"
="03016X","元展16          ","285000","9","397350","1.39","1.4","1.37","1.37","+","0.04","1.37","10","1.38","10","7.87"
="03017P","群益NF          ","1131000","10","2024560","1.72","1.83","1.72","1.82","+","0.11","1.78","25","1.79","10","0.00"
="03017X","元展17          ","40000","1","52400","1.31","1.31","1.31","1.31"," ","0","1.27","15","1.28","10","9.02"
="03018P","LH兆豐          ","215000","3","366220","1.7","1.71","1.7","1.71","X","0","1.7","10","1.71","10","0.00"
="03018X","元展18          ","28000","4","55090","1.99","1.99","1.96","1.96","+","0.02","1.95","10","1.99","10","15.35"
="03019P","H5元富          ","588000","16","362400","0.59","0.65","0.57","0.62","-","0.03","0.62","50","0.63","50","0.00"
="03019X","元展19          ","6000","1","10740","1.79","1.79","1.79","1.79","X","0","1.78","12","1.79","10","13.9"
="03020P","H6元富          ","0","0","0","--","--","--","--"," ","0","1.67","25","1.68","25","0.00"
="03020X","元展20          ","0","0","0","--","--","--","--"," ","0","2.06","10","2.08","10","16"
="03021P","H7元富          ","1681000","62","1490180","0.89","0.93","0.84","0.9","-","0.03","0.9","103","0.91","50","0.00"
="03021X","元展21          ","1000","1","9650","9.65","9.65","9.65","9.65","X","0","9.5","10","9.65","10","27.3"
="03022P","永豐HZ          ","401000","15","482920","1.19","1.22","1.19","1.2","-","0.03","1.21","100","1.22","100","0.00"
="03022X","富展01          ","0","0","0","--","--","--","--"," ","0","13.3","10","13.4","10","76.7"
="03023P","群益NI          ","660000","7","1262970","1.9","1.93","1.9","1.93","+","0.02","1.9","25","1.91","10","0.00"
="03023X","富展02          ","8000","2","116800","14.6","14.6","14.6","14.6","+","0.5","14.5","10","14.6","10","27.28"
="03024P","7V元大          ","489000","7","799560","1.61","1.66","1.6","1.66"," ","0","1.6","100","1.61","100","0.00"
="03024X","富展03          ","0","0","0","--","--","--","--"," ","0","27.7","20","28.4","11","151"
="03025P","GY國泰          ","393000","8","473760","1.23","1.23","1.16","1.22","-","0.01","1.19","430","1.21","100","0.00"
="03025X","元展22          ","0","0","0","--","--","--","--"," ","0","15","495","15.2","495","60.8"
="03026P","J8元富          ","100000","2","65030","0.65","0.68","0.65","0.68","-","0.08","0.64","25","0.65","25","0.00"
="03026X","元展23          ","21000","3","84330","4.03","4.03","4.01","4.02","+","0.09","4.03","100","4.06","5","15.78"
="03027P","J9元富          ","235000","2","272300","1.18","1.18","1.13","1.13","-","0.06","1.16","25","1.17","25","0.00"
="03027X","元展24          ","0","0","0","--","--","--","--"," ","0","7.7","100","7.9","100","27.28"
="03028P","K1元富          ","122000","3","69370","0.56","0.61","0.56","0.61","-","0.02","0.59","25","0.6","25","0.00"
="03028X","元展25          ","0","0","0","--","--","--","--"," ","0","15.7","10","15.9","10","61.9"
="03029P","凱基5D          ","394000","9","530160","1.29","1.36","1.29","1.36","+","0.02","1.32","30","1.33","30","0.00"
="03029X","元展26          ","15000","2","136000","9.2","9.2","9","9","+","0.1","8.75","10","8.8","10","33.15"
="03030P","8T元大          ","4739000","60","5556120","1.22","1.22","1.15","1.2","-","0.01","1.19","100","1.2","60","0.00"
="03030X","元展27          ","257000","13","362310","1.54","1.54","1.38","1.4","-","0.11","1.35","10","1.37","10","8.4"
="03031P","9H元大          ","462000","5","481720","1.02","1.06","1.02","1.06","-","0.02","1.04","100","1.05","100","0.00"
="03031X","元展28          ","1000","1","5900","5.9","5.9","5.9","5.9","X","0","5.85","10","5.9","10","47.75"
="03032P","日盛G8          ","5000","1","6150","1.23","1.23","1.23","1.23","-","0.1","1.32","499","1.33","300","60.8"
="03032X","元展29          ","3000","2","6890","2.35","2.35","2.27","2.27","-","0.08","2.24","10","2.25","10","9.03"
="03033P","統一DZ          ","126000","6","118240","0.93","0.95","0.93","0.95","-","0.05","0.95","20","0.98","20","0.00"
="03033X","元展30          ","23000","5","163700","7","7.25","7","7.25","+","0.35","6.95","10","7","10","252.5"
="03034P","元大AW          ","0","0","0","--","--","--","--"," ","0","0.94","100","1.03","10","0.00"
="03035P","元大BJ          ","3681000","31","3340490","0.92","0.94","0.89","0.92","-","0.01","0.91","112","0.92","90","0.00"
="03035X","元展32          ","21000","3","118450","5.55","5.65","5.55","5.65","+","0.25","5.5","10","5.6","10","25.2"
="03036P","L1元富          ","581000","16","736920","1.24","1.31","1.24","1.25","-","0.02","1.24","25","1.25","25","0.00"
="03037P","日盛H2          ","114000","10","103460","0.9","0.91","0.9","0.91","+","0.02","0.9","25","0.91","25","68.4"
="03037X","元展34          ","12000","4","71700","6.1","6.1","5.85","5.9","+","0.75","5.7","10","5.8","10","18.15"
="03038P","凱基5J          ","0","0","0","--","--","--","--"," ","0","1.42","30","1.43","30","0.00"
="03038X","元展35          ","0","0","0","--","--","--","--"," ","0","9.85","10","9.9","10","79.2"
="03039P","凱基5K          ","400000","1","452000","1.13","1.13","1.13","1.13","X","0","1.17","30","1.18","30","0.00"
="03039X","元展36          ","0","0","0","--","--","--","--"," ","0","5.05","10","5.15","10","270"
="03040P","凱基5L          ","400000","1","396000","0.99","0.99","0.99","0.99","X","0","0.96","30","0.97","30","0.00"
="03040X","元展37          ","0","0","0","--","--","--","--"," ","0","5.4","10","5.5","10","13.2"
="03041P","LR兆豐          ","180000","3","237600","1.32","1.32","1.32","1.32","+","0.06","1.29","10","1.3","10","0.00"
="03041X","元展38          ","0","0","0","--","--","--","--"," ","0","3.61","10","3.65","10","139.5"
="03042P","LS兆豐          ","100000","5","144480","1.44","1.47","1.43","1.43","-","0.05","1.45","10","1.46","10","0.00"
="03042X","元展39          ","13000","2","103350","7.95","7.95","7.95","7.95","-","0.4","7.7","10","7.75","10","36.5"
="03043F","B5群益          ","0","0","0","--","--","--","--"," ","0","0.21","100","0.22","100","0.00"
="03043P","LX兆豐          ","0","0","0","--","--","--","--"," ","0","1.15","499","1.16","350","0.00"
="03043X","元展40          ","0","0","0","--","--","--","--"," ","0","9.5","10","9.75","10","51.7"
="03044F","B6群益          ","0","0","0","--","--","--","--"," ","0","0.17","200","0.18","200","0.00"
="03044P","LY兆豐          ","75000","2","115300","1.5","1.54","1.5","1.54","X","0","1.53","499","1.54","499","0.00"
="03044X","元展41          ","25000","2","186250","7.45","7.45","7.45","7.45","+","0.2","7.4","10","7.45","12","19.4"
="030453","統一M1          ","0","0","0","--","--","--","--"," ","0","0.01","509","0.02","1,318","25.78"
="03045P","LZ兆豐          ","50000","7","61310","1.25","1.25","1.17","1.25","-","0.01","1.24","995","1.25","988","0.00"
="03046P","MH兆豐          ","0","0","0","--","--","--","--"," ","0","0.96","10","0.97","10","0.00"
="03046X","元展43          ","21000","3","84600","4.04","4.1","4.01","4.1","+","0.27","4.06","10","4.09","10","56.3"
="03047P","MJ兆豐          ","0","0","0","--","--","--","--"," ","0","1.15","10","1.16","10","0.00"
="03047X","元展44          ","631000","17","1194390","1.84","1.92","1.84","1.92","+","0.15","1.89","10","1.9","10","8.09"
="03048P","MK兆豐          ","0","0","0","--","--","--","--"," ","0","1.25","10","1.26","10","0.00"
="03048X","元展45          ","52000","3","99420","1.9","1.92","1.9","1.9","+","0.03","1.88","10","1.9","10","15.1"
="03049P","ML兆豐          ","0","0","0","--","--","--","--"," ","0","1.3","10","1.31","10","0.00"
="03049X","元展46          ","0","0","0","--","--","--","--"," ","0","2.69","10","2.71","10","47.55"
="03050P","永豐IJ          ","586000","11","513400","0.86","0.91","0.86","0.87","-","0.09","0.86","100","0.87","100","0.00"
="03050X","元展47          ","1020000","58","2715680","2.63","2.7","2.6","2.69","-","0.1","2.68","10","2.69","30","42.75"
="03051P","永豐IK          ","60000","2","125800","2.11","2.11","2.03","2.03","X","0","2.14","100","2.15","100","0.00"
="03051X","元展48          ","1000","1","11100","11.1","11.1","11.1","11.1","+","0.1","10.9","10","11.1","10","56.8"
="030529","統一M4          ","799000","5","7990","0.01","0.01","0.01","0.01","X","0","0.01","100","0.02","2,394","9.03"
="03052P","永豐IL          ","0","0","0","--","--","--","--"," ","0","1.86","100","1.87","100","0.00"
="03052X","元展49          ","0","0","0","--","--","--","--"," ","0","11","10","11.2","10","77.8"
="03053P","群益1A          ","560000","23","1069280","1.87","1.94","1.85","1.94","+","0.05","1.94","1","2","10","0.00"
="03053X","元展50          ","30000","5","166000","5.6","5.6","5.5","5.5"," ","0","5.4","20","5.5","10","101"
="03054P","群益1B          ","354000","3","433900","1.2","1.25","1.2","1.25","+","0.03","1.24","25","1.25","10","0.00"
="03054X","元展51          ","2000","1","18700","9.35","9.35","9.35","9.35","X","0","9.3","10","9.4","10","69.1"
="03055P","群益1C          ","864000","11","1241380","1.38","1.46","1.38","1.46","+","0.03","1.42","25","1.43","10","0.00"
="03055X","元展52          ","27000","3","150100","5.6","5.6","5.5","5.5","-","0.1","5.5","10","5.6","10","52.2"
="03056P","群益NP          ","5000","1","3300","0.66","0.66","0.66","0.66","X","0","0.65","499","0.66","494","0.00"
="03057P","群益NQ          ","10000","1","16300","1.63","1.63","1.63","1.63","X","0","1.62","499","1.63","489","0.00"
="03057X","ML展02          ","48000","5","119090","2.5","2.5","2.38","2.38","-","0.03","2.35","25","2.38","25","10.75"
="03058P","群益NR          ","0","0","0","--","--","--","--"," ","0","2.01","499","2.02","499","0.00"
="03058X","元展53          ","0","0","0","--","--","--","--"," ","0","21.9","10","22.1","10","151"
="03059P","群益NS          ","0","0","0","--","--","--","--"," ","0","2.23","499","2.24","499","0.00"
="03059X","元展54          ","111000","4","1021700","9.45","9.45","9.15","9.2","-","0.1","9.35","10","9.45","10","19.1"
="03060P","群益NT          ","0","0","0","--","--","--","--"," ","0","1.81","499","1.82","499","0.00"
="03060X","元展55          ","0","0","0","--","--","--","--"," ","0","7.7","10","7.75","10","72.2"
="03061P","群益NU          ","532000","13","1411340","2.48","2.69","2.42","2.65","+","0.02","2.62","499","2.63","499","0.00"
="03061X","元展56          ","4000","2","110200","27.7","27.7","27.4","27.4","-","0.6","27.2","11","27.5","10","104"
="03062P","玉山H9          ","0","0","0","--","--","--","--"," ","0","0.79","10","0.8","10","0.00"
="03062X","元展57          ","0","0","0","--","--","--","--"," ","0","11","10","11.2","10","421"
="03063P","N7富邦          ","0","0","0","--","--","--","--"," ","0","0.6","10","0.61","10","0.00"
="03063X","元展58          ","139000","21","2570200","18.2","18.8","18.1","18.2","+","0.3","18.1","10","18.2","10","2555"
="03064P","N8富邦          ","0","0","0","--","--","--","--"," ","0","1.25","10","1.26","10","0.00"
="03064X","元展59          ","5000","1","30000","6","6","6","6","X","0","5.85","84","5.9","10","12.15"
="03065P","凱基5W          ","0","0","0","--","--","--","--"," ","0","0.56","30","0.57","30","0.00"
="03065X","元展60          ","0","0","0","--","--","--","--"," ","0","15.6","10","15.8","10","29.3"
="03066P","L5元富          ","10000","1","10700","1.07","1.07","1.07","1.07","X","0","1.06","25","1.07","25","0.00"
="03066X","元展61          ","0","0","0","--","--","--","--"," ","0","4.07","10","4.09","10","8.4"
="03067P","L6元富          ","0","0","0","--","--","--","--"," ","0","1.1","25","1.11","25","0.00"
="03067X","元展62          ","32000","6","271200","8.25","8.55","8.25","8.55","+","0.4","8.5","10","8.6","10","66.8"
="03068P","L7元富          ","323000","6","297410","0.89","0.93","0.88","0.93","+","0.06","0.88","25","0.89","25","0.00"
="03068X","元展63          ","2000","2","35600","17.7","17.9","17.7","17.9","+","0.8","17.6","10","17.8","10","136.5"
="03069P","康和DM          ","18000","4","10220","0.55","0.59","0.55","0.59","X","0","0.57","10","0.58","10","0.00"
="03069X","元展64          ","0","0","0","--","--","--","--"," ","0","14.3","10","14.4","10","55.4"
="03070P","康和DN          ","137000","7","109340","0.8","0.82","0.79","0.82","-","0.01","0.8","15","0.82","10","0.00"
="03070X","元展65          ","0","0","0","--","--","--","--"," ","0","10.5","10","10.6","10","42.75"
="03071P","康和DP          ","0","0","0","--","--","--","--"," ","0","0.53","10","0.54","10","0.00"
="03071X","元展66          ","75000","14","932600","12.1","12.6","12.1","12.5","+","0.9","12.4","10","12.5","10","229"
="03072P","元大DL          ","0","0","0","--","--","--","--"," ","0","0.88","100","0.97","10","0.00"
="03072X","元展67          ","0","0","0","--","--","--","--"," ","0","9.1","10","9.15","10","77.8"
="03073P","元大DU          ","0","0","0","--","--","--","--"," ","0","0.99","100","1.08","10","0.00"
="03073X","元展68          ","26000","6","621000","24.2","24.2","23.6","23.7","+","0.7","23.3","10","23.4","10","2555"
="03074P","元大DX          ","0","0","0","--","--","--","--"," ","0","1.07","100","1.16","10","0.00"
="03074X","元展69          ","33000","1","148500","4.5","4.5","4.5","4.5","X","0","4.46","10","4.5","10","10.85"
="03075P","元大DY          ","400000","9","461300","1.16","1.17","1.14","1.15","-","0.06","1.16","100","1.17","100","0.00"
="03075X","元展70          ","47000","2","151770","3.23","3.23","3.19","3.19","-","0.01","3.14","10","3.16","10","6.23"
="03076P","元大DZ          ","30000","3","31200","1.04","1.04","1.04","1.04","X","0","1.03","100","1.04","100","0.00"
="03076X","元展71          ","11000","1","106150","9.65","9.65","9.65","9.65","X","0","9.45","10","9.5","10","36.9"
="03077P","元大EL          ","310000","5","459400","1.49","1.49","1.48","1.49","-","0.03","1.48","100","1.49","100","0.00"
