

2016年03月01日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
="00650L","香港2X          ","762000","65","11238420","14.71","14.92","14.6","14.62","-","0.09","14.62","9","14.65","252","0.00"
="00651R","香港反          ","111000","42","1656830","14.56","15.05","14.56","15.05","+","0.04","15.01","147","15.04","52","0.00"
="008201","上證50          ","46100","94","3376070","74","74","72.8","72.95","-","0.7","72.8","12","72.95","13","0.00"
="01001T","富邦R1          ","38000","8","615600","16.2","16.2","16.2","16.2","-","0.04","16.2","20","16.24","34","0.00"
="01002T","國泰R1          ","1288000","19","23051450","16.99","17.01","16.99","17.01","+","0.03","17","1","17.02","10","0.00"
="01003T","新光R1          ","47000","15","665380","14.16","14.16","14.11","14.16"," ","0","14.12","14","14.16","59","0.00"
="01004T","富邦R2          ","20000","5","258000","12.9","12.9","12.9","12.9","+","0.02","12.88","10","12.9","1","0.00"
="01007T","國泰R2          ","0","0","0","--","--","--","--"," ","0","15.33","11","15.4","15","0.00"
="03001P","凱基3W          ","300000","6","158300","0.54","0.54","0.49","0.49","-","0.06","0.46","30","0.47","30","0.00"
="03001X","元展01          ","10000","1","630000","63","63","63","63","+","0.5","63","10","64","12","105.5"
="03002P","L9富邦          ","80000","2","70400","0.88","0.88","0.88","0.88"," ","0","0.85","50","0.87","50","0.00"
="03003P","3F第一          ","30000","1","29100","0.97","0.97","0.97","0.97","X","0","0.94","10","0.95","10","23.8"
="03003X","元展03          ","2000","2","105500","52.5","53","52.5","53","X","0","52.5","10","53.5","10","152"
="03004P","永豐HV          ","120000","2","109500","0.95","0.95","0.9","0.9","-","0.14","0.89","100","0.9","100","0.00"
="03004X","元展04          ","7000","1","63700","9.1","9.1","9.1","9.1","+","0.25","9","10","9.1","10","20.6"
="03005P","凱基4M          ","40000","3","34000","0.84","0.86","0.84","0.86","-","0.02","0.87","30","0.88","30","0.00"
="03005X","元展05          ","13000","3","139100","10.7","10.7","10.7","10.7","X","0","10.7","10","10.8","20","21.8"
="03006P","G5元富          ","387000","6","247850","0.63","0.67","0.63","0.65","X","0","0.64","25","0.65","20","0.00"
="03006X","元展06          ","70000","28","1143600","16.1","16.7","16.1","16.6","-","0.2","16.6","8","16.7","12","39.4"
="03007P","G6元富          ","29000","1","34510","1.19","1.19","1.19","1.19","+","0.02","1.12","25","1.13","25","0.00"
="03007X","元展07          ","2000","2","15350","7.65","7.7","7.65","7.7"," ","0","7.7","2","7.75","10","16.15"
="03008P","凱基4S          ","169000","3","172390","1.03","1.03","1.02","1.02","-","0.01","1.01","30","1.02","30","0.00"
="03009P","群益MY          ","0","0","0","--","--","--","--"," ","0","1.86","25","1.87","10","0.00"
="03009X","元展09          ","9000","5","117700","13.1","13.1","13","13","X","0","13","10","13.1","10","22.95"
="03010P","群益MZ          ","0","0","0","--","--","--","--"," ","0","1.24","25","1.25","10","0.00"
="03010X","元展10          ","19000","9","509700","26.9","26.9","26.7","26.9","+","0.5","26.8","10","26.9","10","77.7"
="03011P","5Y元大          ","359000","21","425880","1.2","1.2","1.18","1.19","+","0.04","1.18","100","1.19","100","0.00"
="03012P","NP中信          ","299000","20","263910","0.91","0.91","0.84","0.85","-","0.07","0.84","114","0.85","99","0.00"
="03012X","元展12          ","66000","8","394600","5.8","6.2","5.8","6.1"," ","0","6.05","20","6.1","10","37.05"
="03013P","凱基4V          ","233000","6","213360","0.92","0.92","0.91","0.91","-","0.01","0.9","30","0.91","30","0.00"
="03013X","元展13          ","30000","3","95500","3.2","3.2","3.15","3.2","+","0.02","3.2","20","3.25","10","10.95"
="03014P","凱基4W          ","449000","6","597190","1.34","1.34","1.29","1.33","-","0.02","1.31","32","1.33","29","0.00"
="03014X","元展14          ","23000","3","179900","7.8","8","7.8","8","+","0.2","7.95","10","8","1","15.65"
="03015P","群益ND          ","252000","7","462490","1.89","1.9","1.82","1.82","-","0.07","1.81","25","1.83","10","0.00"
="03015X","元展15          ","10000","1","88000","8.8","8.8","8.8","8.8","X","0","8.85","10","8.95","10","17.15"
="03016P","群益NE          ","60000","6","175170","2.92","2.93","2.91","2.92","-","0.11","2.91","25","2.92","10","0.00"
="03016X","元展16          ","90000","8","129800","1.43","1.45","1.43","1.45","+","0.03","1.43","30","1.44","10","7.99"
="03017P","群益NF          ","143000","1","223080","1.56","1.56","1.56","1.56","X","0","1.53","25","1.55","10","0.00"
="03017X","元展17          ","48000","2","63300","1.3","1.32","1.3","1.32","+","0.01","1.3","20","1.31","10","9.1"
="03018P","LH兆豐          ","20000","2","27600","1.39","1.39","1.37","1.37","-","0.04","1.42","10","1.43","10","0.00"
="03018X","元展18          ","20000","2","39700","1.97","2","1.97","2","+","0.01","2","10","2.02","7","15.45"
="03019P","H5元富          ","347000","15","184560","0.56","0.56","0.5","0.52","-","0.05","0.51","50","0.52","49","0.00"
="03019X","元展19          ","40000","3","73000","1.82","1.84","1.82","1.84","+","0.01","1.84","10","1.86","20","14.1"
="03020P","H6元富          ","41000","3","58810","1.5","1.5","1.37","1.37","X","0","1.38","25","1.39","25","0.00"
="03020X","元展20          ","0","0","0","--","--","--","--"," ","0","2.11","10","2.13","10","16.2"
="03021P","H7元富          ","3112000","81","2418250","0.81","0.82","0.75","0.77","-","0.07","0.76","73","0.77","48","0.00"
="03021X","元展21          ","0","0","0","--","--","--","--"," ","0","9.75","10","9.95","10","27.55"
="03022P","永豐HZ          ","70000","4","78500","1.13","1.13","1.12","1.12","-","0.03","1.12","100","1.13","100","0.00"
="03022X","富展01          ","0","0","0","--","--","--","--"," ","0","13.5","10","13.7","10","77.7"
="03023P","群益NI          ","155000","3","298770","1.93","1.93","1.92","1.92","-","0.04","1.9","25","1.91","10","0.00"
="03023X","富展02          ","1000","1","12900","12.9","12.9","12.9","12.9","X","0","12.7","10","12.8","10","25.41"
="03024P","7V元大          ","679000","7","922460","1.34","1.38","1.34","1.37","+","0.02","1.35","100","1.36","100","0.00"
="03024X","富展03          ","0","0","0","--","--","--","--"," ","0","28","20","28.7","11","152"
="03025P","GY國泰          ","378000","7","435740","1.2","1.2","1.11","1.11","-","0.17","1.09","450","1.11","200","0.00"
="03025X","元展22          ","0","0","0","--","--","--","--"," ","0","15.5","495","15.6","495","61.85"
="03026P","J8元富          ","3000","2","1760","0.6","0.6","0.58","0.58","-","0.01","0.57","25","0.58","25","0.00"
="03026X","元展23          ","29000","4","106210","3.65","3.69","3.65","3.65","-","0.04","3.61","100","3.66","100","14.94"
="03027P","J9元富          ","217000","3","224020","1.06","1.06","1.03","1.03","-","0.03","1.03","25","1.04","25","0.00"
="03027X","元展24          ","8000","4","55400","6.95","6.95","6.8","6.8","-","0.25","6.75","101","6.9","100","25.41"
="03028P","K1元富          ","756000","23","423560","0.58","0.58","0.52","0.52","-","0.1","0.52","26","0.53","25","0.00"
="03028X","元展25          ","0","0","0","--","--","--","--"," ","0","17.2","10","17.3","10","64.8"
="03029P","凱基5D          ","125000","5","163170","1.32","1.32","1.26","1.26","-","0.09","1.28","30","1.29","30","0.00"
="03029X","元展26          ","10000","2","90750","9.1","9.1","9.05","9.05"," ","0","9.1","10","9.2","11","33.85"
="03030P","8T元大          ","3404000","78","3940200","1.21","1.21","1.11","1.11","-","0.13","1.11","595","1.14","100","0.00"
="03030X","元展27          ","12000","4","24430","2.01","2.07","2.01","2.07","+","0.09","2","10","2.02","10","9.04"
="03031P","9H元大          ","0","0","0","--","--","--","--"," ","0","0.91","100","0.92","100","0.00"
="03031X","元展28          ","20000","3","123500","6.15","6.2","6.15","6.2"," ","0","6.2","10","6.3","10","49.2"
="03032P","日盛G8          ","3000","3","3390","1.13","1.13","1.13","1.13","-","0.11","1.12","499","1.13","199","61.85"
="03032X","元展29          ","595000","17","1755870","3","3","2.89","2.89","+","0.06","2.86","10","2.88","10","9.62"
="03033P","統一DZ          ","1227000","27","982100","0.9","0.9","0.78","0.8","-","0.15","0.79","20","0.8","5","0.00"
="03033X","元展30          ","38000","14","298800","7.5","8.1","7.5","8.05","+","0.65","8.05","8","8.1","10","275"
="03034P","元大AW          ","0","0","0","--","--","--","--"," ","0","1.13","100","1.22","10","0.00"
="03035P","元大BJ          ","1095000","16","983630","0.93","0.93","0.87","0.87","-","0.09","0.85","599","0.86","100","0.00"
="03035X","元展32          ","49000","5","271150","5.5","5.6","5.5","5.6","+","0.1","5.65","10","5.7","11","25.5"
="03036P","L1元富          ","369000","10","464760","1.26","1.27","1.23","1.25","-","0.02","1.25","25","1.26","25","0.00"
="03037P","日盛H2          ","1000","1","850","0.85","0.85","0.85","0.85","X","0","0.84","25","0.85","24","70.8"
="03037X","元展34          ","0","0","0","--","--","--","--"," ","0","5.35","10","5.4","10","17.75"
="03038P","凱基5J          ","50000","3","61000","1.24","1.27","1.16","1.16","-","0.16","1.14","30","1.15","30","0.00"
="03038X","元展35          ","15000","1","150000","10","10","10","10","X","0","9.95","10","10","10","80"
="03039P","凱基5K          ","649000","14","657350","1.03","1.03","0.93","0.94","-","0.13","0.94","30","0.95","30","0.00"
="03039X","元展36          ","0","0","0","--","--","--","--"," ","0","5.15","10","5.2","10","273"
="03040P","凱基5L          ","134000","15","108510","0.87","0.87","0.76","0.76","-","0.16","0.76","30","0.77","30","0.00"
="03040X","元展37          ","67000","3","374700","5.55","5.6","5.55","5.6"," ","0","5.6","10","5.65","10","13.4"
="03041P","LR兆豐          ","102000","3","123600","1.8","1.8","1.2","1.2","-","0.01","1.18","10","1.19","10","0.00"
="03041X","元展38          ","43000","12","139420","3.32","3.35","3.21","3.28","+","0.03","3.24","10","3.28","10","134.5"
="03042P","LS兆豐          ","171000","13","199170","1.28","1.28","1.11","1.11","-","0.22","1.11","40","1.12","10","0.00"
="03042X","元展39          ","1000","1","8100","8.1","8.1","8.1","8.1","-","0.25","8.1","10","8.2","10","37.5"
="03043P","LX兆豐          ","41000","1","49200","1.2","1.2","1.2","1.2","X","0","1.18","10","1.19","10","0.00"
="03043X","元展40          ","0","0","0","--","--","--","--"," ","0","9.25","10","9.45","10","51"
="03044P","LY兆豐          ","68000","1","107440","1.58","1.58","1.58","1.58","+","0.08","1.56","10","1.57","10","0.00"
="03044X","元展41          ","27000","2","207650","7.55","7.75","7.55","7.75","+","0.3","7.7","10","7.8","10","19.9"
="030453","統一M1          ","160000","3","1600","0.01","0.01","0.01","0.01"," ","0","0.01","10","0.02","1,413","24.12"
="03045P","LZ兆豐          ","176000","15","198310","1.17","1.17","1.09","1.11","-","0.08","1.1","10","1.11","10","0.00"
="03046P","MH兆豐          ","0","0","0","--","--","--","--"," ","0","0.75","10","0.76","10","0.00"
="03046X","元展43          ","111000","5","459010","4.04","4.21","4.04","4.19","X","0","4.09","10","4.12","10","56.5"
="03047P","MJ兆豐          ","0","0","0","--","--","--","--"," ","0","0.93","10","0.94","10","0.00"
="03047X","元展44          ","387000","15","818760","2.03","2.21","2.02","2.21","+","0.26","2.2","10","2.21","10","8.6"
="03048P","MK兆豐          ","0","0","0","--","--","--","--"," ","0","1.05","10","1.06","10","0.00"
="03048X","元展45          ","82000","5","166220","2.02","2.04","2.02","2.02","-","0.02","2.02","10","2.04","10","15.5"
="03049P","ML兆豐          ","0","0","0","--","--","--","--"," ","0","1.1","10","1.11","10","0.00"
="03049X","元展46          ","0","0","0","--","--","--","--"," ","0","2.87","10","2.88","35","48.95"
="03050P","永豐IJ          ","135000","3","108330","0.81","0.81","0.78","0.78","-","0.02","0.78","100","0.79","100","0.00"
="03050X","元展47          ","292000","38","908580","3.03","3.16","3.03","3.09","+","0.09","3.08","10","3.09","5","45.75"
="03051P","永豐IK          ","20000","2","36700","1.84","1.84","1.83","1.83","-","0.11","1.84","100","1.85","100","0.00"
="03051X","元展48          ","1000","1","11000","11","11","11","11"," ","0","11","10","11.1","10","57.2"
="030529","統一M4          ","368000","1","3680","0.01","0.01","0.01","0.01"," ","0","0.01","100","0.1","10","9.62"
="03052P","永豐IL          ","13000","4","21520","1.66","1.66","1.63","1.65","-","0.11","1.64","100","1.65","100","0.00"
="03052X","元展49          ","0","0","0","--","--","--","--"," ","0","11.5","10","11.6","10","79.5"
="03053P","群益1A          ","603000","9","1199130","1.98","1.99","1.98","1.99","+","0.09","1.98","25","1.99","10","0.00"
="03053X","元展50          ","22000","3","124200","5.6","5.7","5.6","5.7","+","0.1","5.7","10","5.8","20","103.5"
="03054P","群益1B          ","179000","5","192420","1.08","1.08","1.06","1.06","-","0.18","1.08","25","1.09","10","0.00"
="03054X","元展51          ","1000","1","9500","9.5","9.5","9.5","9.5","+","0.1","9.45","10","9.5","10","69.8"
="03055P","群益1C          ","209000","5","293890","1.43","1.43","1.4","1.41","-","0.02","1.38","25","1.39","10","0.00"
="03055X","元展52          ","27000","3","151700","5.6","5.7","5.6","5.7","+","0.15","5.7","10","5.8","10","52.8"
="03056P","群益NP          ","20000","2","10400","0.52","0.52","0.52","0.52","X","0","0.51","499","0.52","499","0.00"
="03057P","群益NQ          ","0","0","0","--","--","--","--"," ","0","1.29","499","1.3","499","0.00"
="03057X","ML展02          ","272000","10","663270","2.42","2.47","2.4","2.46"," ","0","2.46","25","2.52","2","10.85"
="03058P","群益NR          ","0","0","0","--","--","--","--"," ","0","1.61","499","1.62","499","0.00"
="03058X","元展53          ","0","0","0","--","--","--","--"," ","0","22.3","10","22.5","10","152"
="03059P","群益NS          ","0","0","0","--","--","--","--"," ","0","1.81","499","1.82","499","0.00"
="03059X","元展54          ","40000","2","392000","9.8","9.8","9.8","9.8","X","0","9.75","10","9.8","10","19.75"
="03060P","群益NT          ","5000","1","8200","1.64","1.64","1.64","1.64","X","0","1.5","499","1.51","499","0.00"
="03060X","元展55          ","4000","1","32200","8.05","8.05","8.05","8.05","-","0.15","8.25","10","8.3","10","74.9"
="03061P","群益NU          ","240000","21","554990","2.43","2.43","2.2","2.23","-","0.27","2.22","499","2.23","499","0.00"
="03061X","元展56          ","2000","2","56000","28","28","28","28","X","0","27.9","10","28.2","10","105.5"
="03062P","玉山H9          ","10000","1","7200","0.72","0.72","0.72","0.72","-","0.04","0.73","10","0.74","10","0.00"
="03062X","元展57          ","3000","1","30900","10.3","10.3","10.3","10.3","X","0","10.3","20","10.5","10","408.5"
="03063P","N7富邦          ","0","0","0","--","--","--","--"," ","0","0.46","10","0.47","10","0.00"
="03063X","元展58          ","103000","33","2099300","19","20.8","19","20.8","+","2.6","20.7","10","20.8","10","2720"
="03064P","N8富邦          ","0","0","0","--","--","--","--"," ","0","1.03","10","1.04","10","0.00"
="03064X","元展59          ","0","0","0","--","--","--","--"," ","0","5.95","100","6","10","12.2"
="03065P","凱基5W          ","66000","1","36300","0.55","0.55","0.55","0.55","X","0","0.55","30","0.56","30","0.00"
="03065X","元展60          ","0","0","0","--","--","--","--"," ","0","16.2","10","16.3","10","29.85"
="03066P","L5元富          ","0","0","0","--","--","--","--"," ","0","1.01","25","1.02","25","0.00"
="03066X","元展61          ","0","0","0","--","--","--","--"," ","0","4.7","10","4.72","10","9.04"
="03067P","L6元富          ","37000","1","38850","1.05","1.05","1.05","1.05","-","0.04","1.03","25","1.04","25","0.00"
="03067X","元展62          ","4000","3","34150","8.55","8.6","8.4","8.6","+","0.7","8.6","10","8.7","10","67.2"
="03068P","L7元富          ","18000","3","15220","0.85","0.85","0.83","0.83","-","0.02","0.82","25","0.83","25","0.00"
="03068X","元展63          ","1000","1","17800","17.8","17.8","17.8","17.8","+","0.5","17.3","10","17.6","10","135"
="03069P","康和DM          ","960000","15","473510","0.5","0.5","0.46","0.46","-","0.07","0.45","61","0.46","15","0.00"
="03069X","元展64          ","0","0","0","--","--","--","--"," ","0","15.7","10","15.8","10","58.1"
="03070P","康和DN          ","330000","20","250620","0.81","0.81","0.72","0.74","-","0.08","0.73","10","0.75","10","0.00"
="03070X","元展65          ","0","0","0","--","--","--","--"," ","0","11.9","10","12","10","45.75"
="03071P","康和DP          ","130000","2","62400","0.48","0.48","0.48","0.48","X","0","0.48","10","0.49","10","0.00"
="03071X","元展66          ","20000","2","257000","12.8","12.9","12.8","12.9","+","0.1","12.8","10","12.9","10","232.5"
="03072P","元大DL          ","270000","6","277000","1.01","1.05","1.01","1.05","+","0.03","1.04","100","1.13","10","0.00"
="03072X","元展67          ","48000","4","479300","9.7","10","9.7","9.9","+","0.3","9.85","10","9.9","10","81.8"
="03073P","元大DU          ","0","0","0","--","--","--","--"," ","0","1.14","100","1.23","10","0.00"
="03073X","元展68          ","103000","18","2664700","25","26.1","25","25.7","+","2.5","25.9","10","26","10","2720"
="03074P","元大DX          ","0","0","0","--","--","--","--"," ","0","1.21","100","1.3","10","0.00"
="03074X","元展69          ","0","0","0","--","--","--","--"," ","0","4.54","10","4.58","10","10.95"
="03075P","元大DY          ","192000","8","194020","1.05","1.05","0.99","1","-","0.14","0.99","100","1","80","0.00"
="03075X","元展70          ","64000","5","203860","3.18","3.19","3.18","3.18"," ","0","3.23","10","3.24","10","6.32"
="03076P","元大DZ          ","607000","14","520310","0.95","0.95","0.83","0.85","-","0.16","0.84","102","0.85","100","0.00"
="03076X","元展71          ","0","0","0","--","--","--","--"," ","0","9.5","10","9.6","10","37.05"
="03077P","元大EL          ","1243000","36","1653810","1.4","1.41","1.28","1.29","-","0.18","1.28","111","1.29","99","0.00"
="03078P","永豐IY          ","213000","3","188050","0.92","0.92","0.85","0.85","-","0.15","0.85","100","0.86","100","0.00"
