

2016年01月28日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
="00633L","上証2X          ","102254000","14728","2522667308","24.6","25.03","24.3","24.3","+","0.12","24.3","706","24.31","11","0.00"
="00634R","上証反          ","7499200","878","90832100","12.09","12.24","12.03","12.17"," ","0","12.17","169","12.18","7","0.00"
="00635U","元黃金          ","649050","173","12211955","18.84","18.84","18.79","18.83","+","0.03","18.81","1","18.83","26","0.00"
="00636 ","CFA50           ","2030000","282","30968990","15.22","15.35","15.17","15.18","-","0.05","15.18","43","15.21","110","0.00"
="00637L","滬深2X          ","116366300","11161","1065727055","9.14","9.28","9.01","9.04"," ","0","9.04","953","9.05","168","0.00"
="00638R","滬深反          ","2561100","264","57933641","22.67","22.83","22.49","22.75","+","0.08","22.74","53","22.75","76","0.00"
="00639 ","深100           ","5453000","690","51268560","9.39","9.49","9.33","9.34","+","0.05","9.34","10","9.36","47","0.00"
="00640L","日本2X          ","3525000","620","59915600","16.83","17.2","16.81","17.04","-","0.02","17.03","8","17.04","87","0.00"
="00641R","日本反          ","3920000","361","82055260","21.05","21.06","20.8","20.9"," ","0","20.9","293","20.91","3","0.00"
="00642U","元石油          ","32135915","7216","483699450","14.99","15.12","14.96","15.07","+","0.27","15.07","101","15.08","52","0.00"
="00643 ","深中小          ","3611000","440","52364870","14.61","14.64","14.38","14.38","-","0.03","14.38","12","14.39","31","0.00"
="00645 ","FB日本          ","2913000","134","52020360","17.77","17.97","17.76","17.89","-","0.05","17.87","103","17.89","298","0.00"
="00646 ","S&P500          ","2255530","102","42515168","18.8","18.92","18.76","18.83","-","0.07","18.82","12","18.83","44","0.00"
="00647L","S&P正2          ","2909000","137","50039500","17.12","17.3","17.04","17.18","-","0.1","17.18","313","17.2","5","0.00"
="00648R","S&P反1          ","1558000","278","34347330","22.16","22.16","21.95","22.04","+","0.05","22.03","6","22.04","93","0.00"
="00649 ","FH香港          ","3397015","230","50229064","14.72","14.88","14.7","14.76","+","0.04","14.76","11","14.77","25","0.00"
="00650L","香港2X          ","1675000","158","24572340","14.58","14.85","14.55","14.61","+","0.04","14.61","140","14.62","4","0.00"
="00651R","香港反          ","3385013","235","51212277","15.1","15.2","15.02","15.14"," ","0","15.14","582","15.15","6","0.00"
="008201","上證50          ","3700","14","267710","72.1","73.2","72.1","72.5","+","0.4","72.5","1","72.75","2","0.00"
="01001T","富邦R1          ","0","0","0","--","--","--","--"," ","0","15.73","20","15.88","4","0.00"
="01002T","國泰R1          ","98000","33","1647940","16.81","16.82","16.8","16.81"," ","0","16.8","582","16.81","78","0.00"
="01003T","新光R1          ","30902000","153","435372880","14.09","14.1","14.02","14.1","+","0.01","14.06","1","14.07","100","0.00"
="01004T","富邦R2          ","1000","1","12450","12.45","12.45","12.45","12.45"," ","0","12.45","22","12.54","20","0.00"
="01007T","國泰R2          ","5000","1","77500","15.5","15.5","15.5","15.5","X","0","15.39","9","15.5","236","0.00"
="03001X","元展01          ","0","0","0","--","--","--","--"," ","0","60","10","61","10","102.5"
="03003X","元展03          ","61000","2","2854200","46.8","46.8","46.2","46.2","X","0","46.4","10","46.8","10","140"
="03004X","元展04          ","0","0","0","--","--","--","--"," ","0","5.75","10","5.85","10","17.6"
="03005X","元展05          ","40000","4","357500","8.6","9.05","8.6","9.05","+","0.6","9","10","9.1","10","20.25"
="03006X","元展06          ","95000","31","1240300","12.4","13.2","12.4","12.9","+","0.5","12.8","15","12.9","10","35.75"
="030071","統一K8          ","619000","6","6190","0.01","0.01","0.01","0.01"," ","0","0.01","10","0.02","192","57.55"
="03007X","元展07          ","10000","3","60500","5.95","6.15","5.95","6.15","+","0.2","6","1","6.05","10","14.6"
="03009X","元展09          ","0","0","0","--","--","--","--"," ","0","12.6","10","12.8","10","22.6"
="03010X","元展10          ","11000","7","277800","25","25.5","25","25.3","-","0.2","25.3","10","25.5","10","75.1"
="03011X","元展11          ","70000","3","95400","1.36","1.41","1.34","1.41","+","0.12","1.35","10","1.36","10","6.15"
="03012X","元展12          ","342000","7","1614060","4.72","4.73","4.68","4.68","+","0.19","4.58","10","4.61","10","34.15"
="03013X","元展13          ","20000","2","55400","2.77","2.77","2.77","2.77","+","0.15","2.67","10","2.72","10","10.45"
="03014X","元展14          ","4000","2","27700","6.9","6.95","6.9","6.95","+","0.3","6.95","10","7","2","14.75"
="03015X","元展15          ","1000","1","8200","8.2","8.2","8.2","8.2","+","0.05","8.1","10","8.2","10","16.4"
="030160","國泰HI          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","1,281","16.7"
="03016X","元展16          ","32000","4","41180","1.31","1.31","1.27","1.27","-","0.01","1.26","20","1.27","10","7.66"
="03017X","元展17          ","419000","13","411250","0.93","1.01","0.93","0.96","+","0.02","0.98","10","0.99","10","8.37"
="03018X","元展18          ","10000","1","16600","1.66","1.66","1.66","1.66","+","0.02","1.63","10","1.68","10","14.3"
="03019X","元展19          ","103000","5","162640","1.58","1.58","1.57","1.57","+","0.04","1.58","10","1.6","20","13.35"
="03020X","元展20          ","0","0","0","--","--","--","--"," ","0","2.02","10","2.03","10","15.85"
="030216","國泰HV          ","0","0","0","--","--","--","--"," ","0","3.95","130","--","0","50.2"
="03021X","元展21          ","18000","3","131300","7.25","7.3","7.25","7.3","+","0.2","7.25","10","7.35","10","25.15"
="03022X","富展01          ","0","0","0","--","--","--","--"," ","0","12.8","10","12.9","10","75.1"
="03023X","富展02          ","0","0","0","--","--","--","--"," ","0","12.8","10","12.9","10","25.4"
="03024X","富展03          ","0","0","0","--","--","--","--"," ","0","24.4","20","25.1","11","140"
="03025X","元展22          ","6000","2","82200","13.7","13.7","13.7","13.7","+","0.2","13.7","495","13.8","495","57.55"
="03026X","元展23          ","18000","3","64860","3.61","3.61","3.57","3.57","+","0.03","3.54","105","3.58","100","14.77"
="03027X","元展24          ","21000","3","145350","6.85","6.95","6.85","6.9"," ","0","6.75","100","6.9","100","25.4"
="03028X","元展25          ","0","0","0","--","--","--","--"," ","0","12.8","10","12.9","10","56.2"
="03029X","元展26          ","17000","2","132200","7.6","7.9","7.6","7.9","X","0","7.85","10","7.9","10","31.45"
="03030X","元展27          ","33000","5","59190","1.77","1.84","1.77","1.77","+","0.02","1.74","10","1.76","10","8.76"
="03031X","元展28          ","22000","2","116600","5.3","5.3","5.3","5.3","X","0","5.45","10","5.5","10","46.45"
="030323","1Z元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","5","25.4"
="030324","2A元富          ","410000","5","4100","0.01","0.01","0.01","0.01","X","0","--","0","0.01","5,121","75.1"
="03032X","元展29          ","115000","3","308200","2.68","2.68","2.68","2.68","+","0.06","2.7","10","2.72","10","9.45"
="03033X","元展30          ","26000","7","148800","5.35","5.9","5.35","5.9","+","0.3","5.8","10","5.85","10","230"
="03035X","元展32          ","74000","2","337440","4.56","4.56","4.56","4.56","X","0","4.49","10","4.53","10","23.2"
="03037X","元展34          ","0","0","0","--","--","--","--"," ","0","4.95","10","5.05","10","17.25"
="03038X","元展35          ","10000","1","86500","8.65","8.65","8.65","8.65","-","0.05","8.65","10","8.7","10","73.4"
="03039X","元展36          ","0","0","0","--","--","--","--"," ","0","4.87","10","4.95","10","265.5"
="03040X","元展37          ","393000","10","1901400","4.7","5.1","4.7","5.1","+","0.78","5.1","10","5.15","10","12.75"
="030419","3F元富          ","10000","10","200","0.02","0.02","0.02","0.02","X","0","--","0","0.02","325","14.77"
="03041X","元展38          ","172000","8","579640","3.37","3.41","3.33","3.37","+","0.04","3.3","10","3.33","10","135"
="03042F","06群益          ","0","0","0","--","--","--","--"," ","0","0.01","100","0.02","100","0.00"
="03042X","元展39          ","0","0","0","--","--","--","--"," ","0","7.05","10","7.1","10","35"
="03043F","B5群益          ","640000","10","145500","0.22","0.24","0.22","0.22","+","0.02","0.21","100","0.22","30","0.00"
="03043X","元展40          ","0","0","0","--","--","--","--"," ","0","9.3","10","9.5","10","51"
="03044F","B6群益          ","0","0","0","--","--","--","--"," ","0","0.41","200","0.42","200","0.00"
="03044X","元展41          ","38000","5","260300","6.75","6.95","6.7","6.9","+","0.15","7.05","10","7.15","10","19"
="030453","統一M1          ","0","0","0","--","--","--","--"," ","0","0.01","4,755","0.02","1,328","24.23"
="03046X","元展43          ","247000","9","721320","2.88","3.03","2.83","3.01","+","0.26","3.01","8","3.03","10","51.2"
="03047X","元展44          ","206000","7","262300","1.27","1.3","1.26","1.3"," ","0","1.29","10","1.3","10","7.07"
="03048X","元展45          ","49000","3","78820","1.6","1.62","1.6","1.6","+","0.04","1.6","10","1.62","10","14.35"
="03049X","元展46          ","90000","5","209400","2.31","2.36","2.3","2.3","-","0.01","2.29","35","2.32","10","44.35"
="03050X","元展47          ","289000","22","553020","1.9","1.95","1.88","1.92","+","0.03","1.91","10","1.92","10","36.8"
="03051X","元展48          ","1000","1","10400","10.4","10.4","10.4","10.4","X","0","10.4","10","10.6","10","55.3"
="030529","統一M4          ","0","0","0","--","--","--","--"," ","0","0.01","100","0.02","2,479","9.45"
="03052X","元展49          ","0","0","0","--","--","--","--"," ","0","10.6","10","10.7","10","75.6"
="030537","統一N3          ","0","0","0","--","--","--","--"," ","0","0.52","20","0.59","60","381.5"
="03053X","元展50          ","31000","4","162750","5.25","5.3","5.2","5.25","-","0.05","5.35","10","5.4","20","99.6"
="03054X","元展51          ","0","0","0","--","--","--","--"," ","0","9.2","10","9.3","10","68.6"
="030557","3X元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","22","35.75"
="03055X","元展52          ","10000","1","54000","5.4","5.4","5.4","5.4","X","0","5.3","10","5.45","10","51.3"
="03057X","ML展02          ","0","0","0","--","--","--","--"," ","0","1.68","25","1.77","25","10.05"
="03058X","元展53          ","60000","1","1164000","19.4","19.4","19.4","19.4","X","0","19.2","10","19.4","10","140"
="03059X","元展54          ","0","0","0","--","--","--","--"," ","0","8.3","10","8.35","10","17.8"
="03060X","元展55          ","0","0","0","--","--","--","--"," ","0","7.3","10","7.4","10","70.1"
="03061X","元展56          ","0","0","0","--","--","--","--"," ","0","26.4","10","26.8","10","102.5"
="03062X","元展57          ","0","0","0","--","--","--","--"," ","0","11.5","10","11.8","10","429"
="030636","統一N4          ","25000","11","450","0.01","0.03","0.01","0.03","+","0.02","0.01","10","0.03","44","140"
="03063X","元展58          ","66000","19","866800","11.4","14.1","11.4","14","+","1.6","13.8","10","14","9","2260"
="03064X","元展59          ","0","0","0","--","--","--","--"," ","0","5.15","100","5.2","10","11.4"
="03065X","元展60          ","0","0","0","--","--","--","--"," ","0","12.2","10","12.3","10","25.85"
="03066X","元展61          ","27000","2","121430","4.49","4.54","4.49","4.54","X","0","4.44","10","4.46","10","8.76"
="030679","4V元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","330","230"
="03067X","元展62          ","2000","2","13100","6.5","6.6","6.5","6.6","+","0.1","6.65","1","6.7","10","60.2"
="03068X","元展63          ","1000","1","13500","13.5","13.5","13.5","13.5","+","0.6","13.5","10","13.7","10","120"
="03069X","元展64          ","0","0","0","--","--","--","--"," ","0","12","10","12.1","10","50.6"
="03070X","元展65          ","0","0","0","--","--","--","--"," ","0","7.55","10","7.6","10","36.8"
="03071X","元展66          ","42000","7","437300","10.4","10.5","10.3","10.4","-","0.2","10.3","10","10.4","10","208"
="03072X","元展67          ","20000","1","180000","9","9","9","9","X","0","8.85","10","8.9","10","76.7"
="03073X","元展68          ","104000","11","1913200","17.4","19.4","17.4","19.1","+","1.9","18.9","10","19.1","9","2260"
="030784","5V元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","632","69"
="030815","05統一          ","554000","4","5540","0.01","0.01","0.01","0.01","X","0","0.01","320","0.02","1,656","69"
="030872","6C元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.03","60","17.25"
="030907","12統一          ","56000","5","1630","0.03","0.03","0.02","0.03"," ","0","0.02","236","0.03","272","2260"
="031047","國泰JH          ","0","0","0","--","--","--","--"," ","0","--","0","0.02","99","54"
="031074","群益JC          ","58000","5","124950","2.16","2.17","2.05","2.05","-","0.2","2.04","25","2.08","10","20.8"
="031075","群益JD          ","20000","4","36280","1.92","1.92","1.77","1.8","-","0.13","1.77","1","1.8","1","20.8"
="031158","中信5Q          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","519","69"
="031161","HD凱基          ","0","0","0","--","--","--","--"," ","0","1.01","38","1.11","30","20.8"
="031196","8B元富          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","16.18"
="031231","8D元富          ","0","0","0","--","--","--","--"," ","0","0.05","13","0.08","5","76.7"
="031438","國票AG          ","0","0","0","--","--","--","--"," ","0","0.02","499","0.03","20","140"
="031473","32統一          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.09","1","16.4"
="031475","D6元大          ","179000","12","508130","2.98","2.98","2.73","2.8","-","0.14","2.8","472","2.81","381","20.8"
="031506","中信5V          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","469","69"
="031552","日盛AC          ","0","0","0","--","--","--","--"," ","0","0.01","25","0.02","25","34.15"
="031573","KN富邦          ","300000","2","15000","0.05","0.05","0.05","0.05","+","0.04","0.01","10","0.04","189","75.1"
="031583","9U元富          ","17000","3","1720","0.08","0.14","0.08","0.14"," ","0","0.08","10","0.17","65","76.7"
="031606","中信6K          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","200","230"
="031644","KX富邦          ","0","0","0","--","--","--","--"," ","0","--","0","0.1","50","7.66"
="031739","50統一          ","12000","2","600","0.05","0.05","0.05","0.05"," ","0","0.05","10","0.07","20","28.3"
="031748","59統一          ","1000","1","10","0.01","0.01","0.01","0.01","X","0","0.01","10","0.1","110","2260"
="03177B","元熊I1          ","0","0","0","--","--","--","--"," ","0","3.43","495","3.44","495","7905.1"
="03178B","元熊18          ","0","0","0","--","--","--","--"," ","0","5.85","495","5.9","495","862.02"
="031801","LN富邦          ","0","0","0","--","--","--","--"," ","0","--","0","0.07","22","2260"
="031803","LQ富邦          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","370","2260"
="03180B","元熊J1          ","292000","9","981370","3.41","3.41","3.35","3.37","-","0.05","3.37","495","3.38","495","7905.1"
="031838","國泰LB          ","30000","1","2700","0.09","0.09","0.09","0.09"," ","0","0.09","499","0.1","30","54"
="03184B","元熊AU          ","0","0","0","--","--","--","--"," ","0","3.89","495","3.97","10","57.55"
="03185B","元熊L1          ","0","0","0","--","--","--","--"," ","0","4.73","495","4.74","495","7905.1"
="03186B","元熊M1          ","0","0","0","--","--","--","--"," ","0","4.76","495","4.77","495","7905.1"
="03187B","元熊AV          ","22000","4","90120","4.15","4.15","4.05","4.05","-","0.09","4.01","1","4.07","10","57.55"
="031884","D4元富          ","180000","6","7200","0.04","0.04","0.04","0.04"," ","0","0.03","45","0.06","15","2260"
="03190B","元熊38          ","0","0","0","--","--","--","--"," ","0","4.81","495","4.82","465","862.02"
="03192B","元熊X1          ","191000","14","299200","1.62","1.62","1.53","1.55","-","0.08","1.55","487","1.56","495","7905.1"
="031937","中信7Q          ","0","0","0","--","--","--","--"," ","0","--","0","0.06","40","52.2"
="03193B","兆熊HN          ","170000","1","265200","1.56","1.56","1.56","1.56","-","0.05","--","0","1.57","12","7905.1"
="03194B","兆熊HP          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7905.1"
="03197B","元熊Z1          ","3340000","161","5071650","1.6","1.6","1.46","1.51","-","0.04","1.5","496","1.51","360","7905.1"
="03198B","兆熊B6          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7905.1"
="031991","70統一          ","0","0","0","--","--","--","--"," ","0","0.25","10","0.27","20","140"
="03199B","兆熊B7          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7905.1"
="03200B","元熊01          ","281000","9","519640","1.87","1.87","1.78","1.8","-","0.07","1.8","495","1.81","495","7905.1"
="03201B","2U兆熊          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7905.1"
="03202B","元熊11          ","70000","3","159800","2.29","2.29","2.24","2.24","-","0.06","2.25","495","2.26","495","7905.1"
="03203B","兆熊31          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7905.1"
="032044","J2元富          ","0","0","0","--","--","--","--"," ","0","0.58","25","0.68","10","51"
="03204B","群熊AA          ","160000","6","293600","1.88","1.88","1.79","1.79","-","0.11","1.81","519","1.82","499","7905.1"
="03205B","凱熊40          ","0","0","0","--","--","--","--"," ","0","3.57","30","3.58","30","7905.1"
="032065","72統一          ","132000","23","1520","0.01","0.02","0.01","0.02","+","0.01","0.01","1,593","0.02","2,216","208"
="03206B","凱熊41          ","0","0","0","--","--","--","--"," ","0","4.08","30","4.09","30","7905.1"
="032079","NM凱基          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","420","230"
="03207B","CU兆熊          ","247000","11","412000","1.73","1.73","1.64","1.66","-","0.05","1.63","1","--","0","7905.1"
="032088","NS凱基          ","0","0","0","--","--","--","--"," ","0","--","0","0.1","160","52.2"
="03208B","群熊AB          ","58000","8","170060","3.01","3.01","2.85","2.88","-","0.13","2.9","499","2.91","499","7905.1"
="03209B","凱熊42          ","20000","5","61430","3.07","3.08","3.05","3.08","-","0.14","3.09","30","3.1","30","7905.1"
="03210B","元熊21          ","99000","8","193160","1.99","1.99","1.91","1.92","-","0.06","1.93","526","1.94","495","7905.1"
="03211B","元熊31          ","437000","22","785610","1.85","1.85","1.76","1.78","-","0.06","1.78","495","1.79","500","7905.1"
="03212B","KJ兆熊          ","60000","5","87400","1.44","1.48","1.42","1.45","-","0.07","1.43","10","--","0","7905.1"
="03213B","群熊AC          ","105000","7","271520","2.7","2.7","2.52","2.57","-","0.13","2.57","499","2.58","499","7905.1"
="03214B","元熊48          ","0","0","0","--","--","--","--"," ","0","2.25","495","2.26","495","862.02"
="032284","80統一          ","0","0","0","--","--","--","--"," ","0","0.01","20","0.1","20","28.3"
="032285","81統一          ","0","0","0","--","--","--","--"," ","0","0.01","20","0.02","100","208"
="032286","82統一          ","0","0","0","--","--","--","--"," ","0","0.03","30","0.04","160","28.3"
="032318","N6元富          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","60.8"
="032340","88統一          ","0","0","0","--","--","--","--"," ","0","0.01","2,314","0.02","221","57.55"
="032388","89統一          ","100000","1","1000","0.01","0.01","0.01","0.01"," ","0","0.01","6,605","0.02","752","230"
="032457","90統一          ","6000","1","60","0.01","0.01","0.01","0.01","X","0","0.01","4,199","0.02","10","75.1"
="032536","富邦29          ","37000","1","370","0.01","0.01","0.01","0.01","X","0","0.01","10","0.1","10","75.1"
="032547","97統一          ","0","0","0","--","--","--","--"," ","0","0.01","20","0.02","38","2260"
="032548","98統一          ","24000","2","240","0.01","0.01","0.01","0.01"," ","0","0.01","20","0.02","217","2260"
="032569","90元大          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","370","2260"
="032594","富邦32          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","340","230"
="032595","富邦33          ","205000","8","5850","0.01","0.03","0.01","0.03","X","0","0.02","100","0.03","24","2260"
="032596","富邦34          ","0","0","0","--","--","--","--"," ","0","0.01","10","--","0","2260"
="032597","BE元富          ","0","0","0","--","--","--","--"," ","0","0.07","50","0.08","10","135"
="032616","99統一          ","0","0","0","--","--","--","--"," ","0","0.01","4,953","0.03","120","60.8"
