

2016年01月29日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
="03039X","元展36          ","33000","4","163340","4.93","5.1","4.93","4.97","X","0","4.98","10","5.05","10","268.5"
="03040X","元展37          ","185000","13","949750","5.2","5.2","5","5.15","+","0.05","5.1","10","5.2","10","12.85"
="030419","3F元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.02","347","14.98"
="03041X","元展38          ","22000","5","79460","3.4","3.66","3.4","3.62","+","0.25","3.59","10","3.6","10","139.5"
="03042F","06群益          ","0","0","0","--","--","--","--"," ","0","0.01","100","0.02","100","0.00"
="03042X","元展39          ","0","0","0","--","--","--","--"," ","0","7.3","10","--","0","35.65"
="03043F","B5群益          ","0","0","0","--","--","--","--"," ","0","0.23","100","0.24","100","0.00"
="03043X","元展40          ","0","0","0","--","--","--","--"," ","0","9.4","10","9.6","10","51.4"
="03044F","B6群益          ","0","0","0","--","--","--","--"," ","0","0.45","200","0.46","200","0.00"
="03044X","元展41          ","18000","3","127200","7.05","7.2","7.05","7.2","+","0.3","7.2","8","7.3","10","19.2"
="030453","統一M1          ","0","0","0","--","--","--","--"," ","0","0.01","3,905","0.02","1,223","24.66"
="03046X","元展43          ","208000","16","635650","2.96","3.37","2.83","3.37","+","0.36","3.3","10","3.33","10","52.7"
="03047X","元展44          ","399000","8","529390","1.3","1.35","1.3","1.35","+","0.05","1.32","15","1.33","10","7.12"
="03048X","元展45          ","218000","9","379170","1.64","1.8","1.64","1.78","+","0.18","1.73","10","1.76","10","14.65"
="03049X","元展46          ","128000","5","302230","2.32","2.38","2.32","2.38","+","0.08","2.36","10","2.38","10","44.95"
="03050X","元展47          ","617000","47","1242860","1.93","2.12","1.93","2.1","+","0.18","2.1","5","2.11","20","38.3"
="03051X","元展48          ","1000","1","10300","10.3","10.3","10.3","10.3","-","0.1","10.5","10","10.6","10","55.5"
="030529","統一M4          ","334000","3","3340","0.01","0.01","0.01","0.01","X","0","0.01","120","0.02","2,479","9.43"
="03052X","元展49          ","1000","1","10600","10.6","10.6","10.6","10.6","X","0","10.9","10","11","10","77"
="030537","統一N3          ","0","0","0","--","--","--","--"," ","0","0.5","20","0.57","10","380.5"
="03053X","元展50          ","2000","2","10600","5.3","5.3","5.3","5.3","+","0.05","5.35","10","5.4","20","100"
="03054X","元展51          ","4000","2","36700","9.1","9.25","9.1","9.25","X","0","9.2","10","9.3","10","68.7"
="030557","3X元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","372","36.45"
="03055X","元展52          ","0","0","0","--","--","--","--"," ","0","5.7","10","5.8","10","52.8"
="03057X","ML展02          ","84000","9","167590","1.87","2.1","1.87","1.92","X","0","1.83","25","1.92","25","10.3"
="03058X","元展53          ","60000","2","1167000","19.4","19.7","19.4","19.7","+","0.3","19.9","10","20.1","10","143"
="03059X","元展54          ","87000","3","781550","8.65","9.05","8.65","9.05","X","0","8.5","4","--","0","18.75"
="03060X","元展55          ","0","0","0","--","--","--","--"," ","0","7.5","10","7.6","10","71.4"
="03061X","元展56          ","0","0","0","--","--","--","--"," ","0","26.7","10","27","10","103"
="03062X","元展57          ","14000","1","179200","12.8","12.8","12.8","12.8","X","0","14","10","--","0","471.5"
="030636","統一N4          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.03","183","143"
="03063X","元展58          ","98000","19","1462800","13.8","16.4","13.8","15.7","+","1.7","15.6","11","15.7","10","2375"
="03064X","元展59          ","0","0","0","--","--","--","--"," ","0","5.3","100","5.4","10","11.6"
="03065X","元展60          ","0","0","0","--","--","--","--"," ","0","12.9","10","13.1","10","26.6"
="03066X","元展61          ","0","0","0","--","--","--","--"," ","0","4.25","10","4.27","10","8.58"
="030679","4V元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","230","244.5"
="03067X","元展62          ","32000","9","237600","6.65","7.75","6.65","7.5","+","0.9","7.7","10","7.75","10","64"
="03068X","元展63          ","4000","4","56300","13.9","14.3","13.9","13.9","+","0.4","14","10","14.2","10","121.5"
="03069X","元展64          ","0","0","0","--","--","--","--"," ","0","12.3","10","12.4","10","51.2"
="03070X","元展65          ","8000","1","63200","7.9","7.9","7.9","7.9","X","0","8.25","10","8.3","10","38.3"
="03071X","元展66          ","37000","13","389300","10","11","10","10.8","+","0.4","10.8","10","10.9","10","214"
="03072X","元展67          ","51000","6","466700","9","9.4","8.95","9.3","+","0.3","9.25","10","9.3","10","78.8"
="03073X","元展68          ","125000","13","2588200","19.1","21.4","19.1","21.2","+","2.1","20.7","10","20.8","10","2375"
="030784","5V元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","632","68"
="030815","05統一          ","0","0","0","--","--","--","--"," ","0","0.01","970","0.02","2,056","68"
="030872","6C元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.02","250","17.4"
="030907","12統一          ","1183000","22","58910","0.04","0.06","0.03","0.06","+","0.03","0.05","70","0.06","445","2375"
="031047","國泰JH          ","0","0","0","--","--","--","--"," ","0","--","0","0.05","99","55.6"
="031074","群益JC          ","0","0","0","--","--","--","--"," ","0","1.7","25","1.74","10","20.3"
="031075","群益JD          ","328000","40","534150","1.88","1.88","1.51","1.54","-","0.26","1.53","1","1.55","10","20.3"
="031158","中信5Q          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","1,249","68"
="031161","HD凱基          ","0","0","0","--","--","--","--"," ","0","0.71","30","0.81","30","20.3"
="031196","8B元富          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","16.92"
="031231","8D元富          ","202000","8","20320","0.08","0.11","0.06","0.06","X","0","0.06","35","0.1","95","78.8"
="031438","國票AG          ","203000","1","6090","0.03","0.03","0.03","0.03","X","0","0.03","499","0.04","20","143"
="031473","32統一          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.09","1","17.2"
="031475","D6元大          ","124000","15","327020","2.89","2.89","2.29","2.35","-","0.45","2.3","495","2.31","372","20.3"
="031506","中信5V          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","1,157","68"
="031552","日盛AC          ","0","0","0","--","--","--","--"," ","0","0.01","25","0.02","25","36.1"
="031573","KN富邦          ","520000","3","5200","0.01","0.01","0.01","0.01","-","0.04","0.01","10","0.03","217","77.8"
="031583","9U元富          ","10000","1","1400","0.14","0.14","0.14","0.14"," ","0","0.08","10","0.14","6","78.8"
="031606","中信6K          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","110","244.5"
="031644","KX富邦          ","0","0","0","--","--","--","--"," ","0","--","0","0.1","50","7.94"
="031739","50統一          ","0","0","0","--","--","--","--"," ","0","0.05","10","0.07","20","28.4"
="031748","59統一          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.02","5","2375"
="03177B","元熊I1          ","45000","7","152950","3.46","3.46","3.27","3.27","X","0","3.24","495","3.25","495","8080.6"
="03178B","元熊18          ","0","0","0","--","--","--","--"," ","0","5.45","495","5.5","10","896.59"
="031801","LN富邦          ","0","0","0","--","--","--","--"," ","0","--","0","0.07","10","2375"
="031803","LQ富邦          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","400","2375"
="03180B","元熊J1          ","89000","7","293330","3.34","3.34","3.24","3.24","-","0.13","3.18","495","3.19","495","8080.6"
="031838","國泰LB          ","450000","22","68200","0.14","0.2","0.12","0.13","+","0.04","0.12","584","0.3","100","55.6"
="03184B","元熊AU          ","0","0","0","--","--","--","--"," ","0","3.59","495","3.67","10","59"
="03185B","元熊L1          ","0","0","0","--","--","--","--"," ","0","4.35","495","4.36","495","8080.6"
="03186B","元熊M1          ","0","0","0","--","--","--","--"," ","0","4.38","495","4.39","495","8080.6"
="03187B","元熊AV          ","92000","16","353750","4","4","3.77","3.8","-","0.25","3.8","24","3.97","1","59"
="031884","D4元富          ","0","0","0","--","--","--","--"," ","0","0.05","30","0.07","15","2375"
="03190B","元熊38          ","0","0","0","--","--","--","--"," ","0","4.44","495","4.45","495","896.59"
="03192B","元熊X1          ","1079000","24","1577440","1.6","1.6","1.38","1.38","-","0.17","1.37","495","1.38","440","8080.6"
="031937","中信7Q          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","53.7"
="03193B","兆熊HN          ","42000","8","61280","1.5","1.5","1.36","1.36","-","0.2","--","0","1.48","1","8080.6"
="03194B","兆熊HP          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","8080.6"
="03197B","元熊Z1          ","8657000","409","12206700","1.54","1.55","1.3","1.32","-","0.19","1.31","553","1.32","369","8080.6"
="03198B","兆熊B6          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","8080.6"
="031991","70統一          ","10000","1","2900","0.29","0.29","0.29","0.29","X","0","0.28","10","0.31","5","143"
="03199B","兆熊B7          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","8080.6"
="03200B","元熊01          ","363000","11","652770","1.84","1.84","1.63","1.67","-","0.13","1.63","495","1.64","495","8080.6"
="03201B","2U兆熊          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","8080.6"
="03202B","元熊11          ","107000","2","233630","2.19","2.19","2.09","2.09","-","0.15","2.07","495","2.08","495","8080.6"
="03203B","兆熊31          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","8080.6"
="032044","J2元富          ","10000","1","5300","0.53","0.53","0.53","0.53","X","0","0.6","25","0.7","10","51.4"
="03204B","群熊AA          ","706000","17","1229170","1.85","1.85","1.64","1.67","-","0.12","1.63","499","1.64","499","8080.6"
="03205B","凱熊40          ","0","0","0","--","--","--","--"," ","0","3.27","30","3.28","30","8080.6"
="032065","72統一          ","200000","2","2000","0.01","0.01","0.01","0.01","-","0.01","0.01","210","0.02","2,338","214"
="03206B","凱熊41          ","0","0","0","--","--","--","--"," ","0","3.78","30","3.79","30","8080.6"
="032079","NM凱基          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","471","244.5"
="03207B","CU兆熊          ","823000","29","1312280","1.7","1.7","1.47","1.51","-","0.15","1.46","3","--","0","8080.6"
="032088","NS凱基          ","0","0","0","--","--","--","--"," ","0","--","0","0.1","160","53.7"
="03208B","群熊AB          ","319000","21","846810","2.9","2.9","2.49","2.53","-","0.35","2.52","499","2.53","492","8080.6"
="03209B","凱熊42          ","69000","14","189000","3","3","2.7","2.8","-","0.28","2.79","30","2.8","30","8080.6"
="03210B","元熊21          ","550000","26","989380","1.95","1.96","1.73","1.74","-","0.18","1.74","445","1.75","495","8080.6"
="03211B","元熊31          ","695000","81","1168020","1.83","1.83","1.58","1.61","-","0.17","1.6","515","1.61","493","8080.6"
="03212B","KJ兆熊          ","230000","10","315200","1.4","1.42","1.26","1.28","-","0.17","1","12","1.6","10","8080.6"
="03213B","群熊AC          ","46000","10","110740","2.59","2.59","2.23","2.25","-","0.32","2.2","499","2.21","499","8080.6"
="03214B","元熊48          ","4000","1","7520","1.88","1.88","1.88","1.88","X","0","1.88","495","1.89","495","896.59"
="032284","80統一          ","0","0","0","--","--","--","--"," ","0","0.01","20","0.1","20","28.4"
="032285","81統一          ","112000","3","3240","0.02","0.12","0.02","0.12","X","0","0.01","20","0.09","7","214"
="032286","82統一          ","0","0","0","--","--","--","--"," ","0","0.03","30","0.04","150","28.4"
="032318","N6元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","25","63.8"
="032340","88統一          ","0","0","0","--","--","--","--"," ","0","0.01","809","0.02","241","59"
="032388","89統一          ","150000","2","3000","0.02","0.02","0.02","0.02","+","0.01","0.01","4,110","0.02","702","244.5"
="032457","90統一          ","60000","1","1200","0.02","0.02","0.02","0.02","+","0.01","0.01","1,560","0.1","10","77.8"
="032536","富邦29          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.1","10","77.8"
="032547","97統一          ","13000","1","130","0.01","0.01","0.01","0.01","X","0","0.01","20","0.02","38","2375"
="032548","98統一          ","17000","1","170","0.01","0.01","0.01","0.01"," ","0","0.01","20","0.02","217","2375"
="032569","90元大          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","100","2375"
="032594","富邦32          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","806","244.5"
="032595","富邦33          ","36000","7","740","0.04","0.04","0.02","0.02","-","0.01","0.01","10","0.04","208","2375"
="032596","富邦34          ","0","0","0","--","--","--","--"," ","0","0.03","10","--","0","2375"
