

2016年01月08日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
電子類報酬指數,451.28,+,4.05,0.91
半導體類報酬指數,143.07,+,1.18,0.83
電腦及週邊設備類報酬指數,125.11,+,1.75,1.42
光電類報酬指數,32.59,+,1.26,4.02
通信網路類報酬指數,178.98,+,0.93,0.52
電子零組件類報酬指數,103.77,+,0.72,0.7
電子通路類報酬指數,142.18,+,1.45,1.03
資訊服務類報酬指數,125.72,+,2.03,1.64
其他電子類報酬指數,89.55,-,0.3,-0.33
建材營造類報酬指數,296.88,+,2.72,0.92
航運類報酬指數,77.34, ,--,--
觀光類報酬指數,127.56,-,0.96,-0.75
金融保險類報酬指數,1189.04,+,3.1,0.26
貿易百貨類報酬指數,232.24,+,0.99,0.43
油電燃氣類報酬指數,117.52,-,0.26,-0.22
其他類報酬指數,310.6,+,4.38,1.43
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","78751183024","1906548088","721974"
"2.台灣存託憑證","12589616","7679934","771"
"3.受益憑證","0","0","0"
"4.ETF","12325374551","603124715","80529"
"5.受益證券","3366150","218000","81"
"6.變更交易股票","9380978","3798468","551"
"7.認購(售)權證","1751880410","2012812000","55893"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","78760564002","1910346556","722525"
"總計(1~12)","92853774729","4534181205","859799"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",3261(6),649(5)
"下跌(跌停)",2466(37),140(0)
"持平",482,75
"未成交",4482,8
"無比價",680,3
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2016年01月08日
"每日收盤行情("全部")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50          ","25450734","7024","1459152633","57","57.7","56.85","57.45","+","0.1","57.45","173","57.5","236","0.00"
="0051  ","中100           ","59010","37","1377918","23.25","23.55","23.25","23.41","+","0.16","23.41","8","23.55","53","0.00"
="0052  ","FB科技          ","7000","4","247250","34.83","35.53","34.83","35.53","+","0.67","35.47","1","35.78","10","0.00"
="0053  ","寶電子          ","342010","17","8348592","24","24.48","24","24.43","+","0.22","24.5","2","24.6","4","0.00"
="0054  ","台商50          ","168000","9","3188210","19.25","19.25","18.89","19.06","+","0.01","19.02","8","19.2","8","0.00"
="0055  ","寶金融          ","433000","243","5296380","12.21","12.3","12.19","12.29","+","0.08","12.22","3","12.29","3","0.00"
="0056  ","高股息          ","5753910","2352","120552531","21.1","21.1","20.77","21.03","-","0.26","21.03","24","21.04","3","0.00"
="0057  ","FB摩台          ","47000","12","1661630","35","35.5","35","35.3","+","0.1","35.32","50","35.41","63","0.00"
="0058  ","FB發達          ","1000","1","33480","33.48","33.48","33.48","33.48","+","0.23","33.37","10","33.61","10","0.00"
="0059  ","FB金融          ","0","0","0","--","--","--","--"," ","0","28.57","1","28.83","1","0.00"
="0060  ","新台灣          ","3000","2","79910","26.69","26.69","26.61","26.61","-","0.08","26.48","10","26.74","8","0.00"
="0061  ","寶滬深          ","13057412","2956","215991248","16.3","16.92","16.18","16.92","+","0.71","16.92","107","16.93","1","0.00"
="006203","寶摩臺          ","2000","2","53260","26.5","26.76","26.5","26.76","-","0.17","26.79","10","27.04","8","0.00"
="006204","豐臺灣          ","17000","12","662010","38.81","39.21","38.79","39.21","+","0.48","39.1","1","39.27","15","0.00"
="006205","FB上証          ","8369912","2009","239582346","28.35","29.32","28","29.32","+","1.24","29.32","94","29.35","1","0.00"
="006206","元上證          ","5921324","732","159927792","26.6","27.53","26.5","27.53","+","1.04","27.53","38","27.55","5","0.00"
="006207","FH滬深          ","5592000","996","120561630","21.26","21.99","21","21.99","+","0.81","21.99","18","22","74","0.00"
="006208","FB台50          ","19000","5","621440","32.78","32.78","32.64","32.71","+","0.27","32.64","1","32.92","1","0.00"
="00631L","T50正2          ","30790060","4288","495453264","16","16.3","15.85","16.22","+","0.2","16.21","177","16.22","81","0.00"
="00632R","T50反1          ","73267628","6309","1536108994","21.1","21.18","20.81","20.87","-","0.14","20.87","1,536","20.88","418","0.00"
="00633L","上証2X          ","143674010","22274","4289641061","29.5","31.08","28.34","31.08","+","2.35","31.08","244","31.1","147","0.00"
="00634R","上証反          ","28822150","3031","320892089","11.4","11.45","10.86","10.86","-","0.5","10.85","55","10.86","192","0.00"
="00635U","元黃金          ","1082099","328","19977290","18.7","18.7","18.4","18.43","+","0.06","18.43","10","18.45","9","0.00"
="00636 ","CFA50           ","3788330","533","63615469","16.75","17.09","16.33","17.09","+","0.59","17.09","95","17.1","5","0.00"
="00637L","滬深2X          ","193264554","20080","2134035859","10.79","11.5","10.5","11.5","+","0.87","11.5","1,699","11.51","5","0.00"
="00638R","滬深反          ","5489100","702","113469599","21.07","21.26","20.19","20.19","-","0.88","20.16","1","20.19","303","0.00"
="00639 ","深100           ","8987385","1123","93860177","10.35","10.67","10.14","10.67","+","0.39","10.67","31","10.68","1","0.00"
="00640L","日本2X          ","9266000","995","172695690","18.38","19.02","18.38","18.48","-","0.27","18.48","90","18.49","46","0.00"
="00641R","日本反          ","7950000","653","160246900","20.26","20.3","19.95","20.26","+","0.14","20.25","108","20.26","32","0.00"
="00642U","元石油          ","4457487","1099","70772775","15.75","15.99","15.74","15.91","+","0.22","15.91","5","15.92","144","0.00"
="00643 ","深中小          ","4322000","972","71801540","16.4","16.96","16.1","16.96","+","0.56","16.96","169","16.98","83","0.00"
="00645 ","FB日本          ","3467000","155","64889090","18.6","18.88","18.59","18.59","-","0.15","18.59","138","18.62","201","0.00"
="00646 ","S&P500          ","2598600","342","50194949","19.34","19.4","19.19","19.32","-","0.11","19.32","15","19.33","150","0.00"
="00647L","S&P正2          ","8044000","610","147429000","18.19","18.54","18.1","18.4","-","0.22","18.39","2","18.4","185","0.00"
="00648R","S&P反1          ","8593000","572","181549710","21.34","21.34","21.02","21.07","+","0.1","21.07","569","21.08","3","0.00"
="008201","上證50          ","18000","50","1402835","77","80","77","80","+","3","79","3","80","12","0.00"
="01001T","富邦R1          ","10000","3","157800","15.78","15.78","15.78","15.78"," ","0","15.79","4","16","10","0.00"
="01002T","國泰R1          ","92000","43","1567780","17.05","17.06","17","17.01","-","0.09","17.01","19","17.05","5","0.00"
="01003T","新光R1          ","72000","19","1021940","14.19","14.23","14.12","14.23","+","0.04","14.23","6","14.38","1","0.00"
="01004T","富邦R2          ","20000","5","251110","12.56","12.56","12.51","12.51","-","0.05","12.52","4","12.6","10","0.00"
="01007T","國泰R2          ","24000","11","367520","15.3","15.52","15.26","15.52","-","0.14","15.34","3","15.53","5","0.00"
="03001X","元展01          ","0","0","0","--","--","--","--"," ","0","57","10","58","10","99.4"
="03002X","元展02          ","11000","2","62250","5.25","5.7","5.25","5.7","+","0.05","5.45","10","5.55","10","27"
="03003X","元展03          ","0","0","0","--","--","--","--"," ","0","43.6","10","44","10","134"
="03004X","元展04          ","7000","3","38900","5.55","5.6","5.55","5.55","X","0","5.6","10","5.7","10","17.4"
="03005X","元展05          ","10000","1","91000","9.1","9.1","9.1","9.1","+","0.3","9.05","10","9.15","10","20.25"
="03006X","元展06          ","24000","20","412800","16.8","17.8","16.7","17.1"," ","0","17","10","17.1","10","39.65"
="030071","統一K8          ","1097000","9","12970","0.02","0.02","0.01","0.01"," ","0","0.01","10","0.02","855","57.45"
="03007X","元展07          ","14000","3","104700","7.45","7.55","7.45","7.55","+","0.1","7.6","10","7.7","10","16"
="03008X","元展08          ","65000","8","1002100","15.8","15.8","15","15.5","+","1.2","15.2","10","15.4","10","51.6"
="03009X","元展09          ","0","0","0","--","--","--","--"," ","0","14.6","10","14.7","10","24.2"
="03010X","元展10          ","4000","3","108600","26.8","27.4","26.8","27.2","+","0.2","27.2","10","27.3","10","78"
="03011X","元展11          ","115000","8","200970","1.72","1.79","1.72","1.75","-","0.04","1.73","10","1.74","10","6.48"
="03012X","元展12          ","6000","1","47700","7.95","7.95","7.95","7.95","+","0.85","7.55","10","7.65","10","39.95"
="03013X","元展13          ","33000","5","104440","3.18","3.23","3.08","3.08","-","0.1","3.08","10","3.13","10","10.8"
="03014X","元展14          ","0","0","0","--","--","--","--"," ","0","7.1","4","7.25","10","14.85"
="03015X","元展15          ","8000","2","84400","10.7","10.7","10.5","10.5","-","0.2","10.3","10","10.5","10","18.4"
="030160","國泰HI          ","0","0","0","--","--","--","--"," ","0","--","0","0.05","179","16.3"
="03016X","元展16          ","324000","14","427440","1.24","1.44","1.24","1.28","+","0.02","1.27","10","1.28","10","7.67"
="03017X","元展17          ","101000","7","119410","1.17","1.19","1.17","1.19","+","0.02","1.19","10","1.2","10","8.83"
="03018X","元展18          ","20000","2","34800","1.73","1.75","1.73","1.75"," ","0","1.73","10","1.77","10","14.6"
="03019X","元展19          ","270000","13","431900","1.59","1.6","1.59","1.6"," ","0","1.59","10","1.6","10","13.3"
="03020X","元展20          ","0","0","0","--","--","--","--"," ","0","1.81","10","1.83","10","15.2"
="030216","國泰HV          ","0","0","0","--","--","--","--"," ","0","3.12","170","3.22","10","47.05"
="03021X","元展21          ","0","0","0","--","--","--","--"," ","0","8.2","10","8.3","10","26"
="03022X","富展01          ","0","0","0","--","--","--","--"," ","0","13.8","10","13.9","10","78"
="03023X","富展02          ","0","0","0","--","--","--","--"," ","0","16.4","10","16.5","10","29.32"
="03024X","富展03          ","0","0","0","--","--","--","--"," ","0","22.6","20","23.2","11","134"
="03025X","元展22          ","1000","1","13700","13.7","13.7","13.7","13.7","+","0.1","13.7","499","13.8","495","57.45"
="03026X","元展23          ","17000","3","75760","4.4","4.58","4.4","4.58","+","0.31","4.59","100","4.61","100","16.92"
="03027X","元展24          ","6000","2","50200","8.35","8.4","8.35","8.4","+","0.25","8.75","100","8.8","100","29.32"
="03028X","元展25          ","77000","4","1014400","13.1","13.2","13.1","13.2","+","0.2","13.1","10","13.3","10","56.9"
="03029X","元展26          ","0","0","0","--","--","--","--"," ","0","7.4","10","7.45","10","30.65"
="03030X","元展27          ","91000","7","190110","2.1","2.13","2.04","2.13"," ","0","2.13","6","2.15","10","9.12"
="03031X","元展28          ","15000","2","86250","5.65","5.8","5.65","5.8","-","0.2","5.8","10","5.9","10","47.55"
="030323","1Z元富          ","0","0","0","--","--","--","--"," ","0","0.01","25","0.1","10","29.32"
="030324","2A元富          ","468000","9","12360","0.02","0.03","0.02","0.02","-","0.01","0.02","1,186","0.03","710","78"
="03032X","元展29          ","41000","4","114100","2.78","2.8","2.78","2.8","+","0.04","2.79","10","2.81","10","9.52"
="03033X","元展30          ","961000","34","5160450","5.15","5.55","5.15","5.4","-","0.35","5.35","61","5.4","9","220.5"
="03035X","元展32          ","0","0","0","--","--","--","--"," ","0","5.4","10","5.5","10","25"
="03037X","元展34          ","48000","3","298000","6.25","6.3","6.1","6.1","-","0.1","5.85","10","5.95","10","18.35"
="03038X","元展35          ","29000","4","202350","6.95","7.15","6.95","7.15","+","0.1","7.3","10","7.35","10","67"
="03039X","元展36          ","0","0","0","--","--","--","--"," ","0","5.3","10","5.4","10","276.5"
="03040X","元展37          ","89000","2","354130","3.97","4.01","3.97","4.01","-","0.08","4.05","10","4.09","10","11.4"
="030419","3F元富          ","0","0","0","--","--","--","--"," ","0","0.01","225","0.02","2","16.92"
="03041X","元展38          ","30000","3","123000","4.11","4.11","4.08","4.11","-","0.08","4.11","10","4.15","10","146"
="03042F","06群益          ","0","0","0","--","--","--","--"," ","0","0.15","100","0.16","100","0.00"
="03042X","元展39          ","0","0","0","--","--","--","--"," ","0","7.05","10","7.15","10","34.9"
="03043F","B5群益          ","0","0","0","--","--","--","--"," ","0","0.57","100","0.58","100","0.00"
="03043X","元展40          ","12000","1","114600","9.55","9.55","9.55","9.55","-","0.05","9.45","10","9.65","10","51.4"
="03044F","B6群益          ","0","0","0","--","--","--","--"," ","0","1.45","200","1.46","200","0.00"
="03044X","元展41          ","2000","1","11100","5.55","5.55","5.55","5.55","X","0","5.5","10","5.55","10","16.85"
="030453","統一M1          ","58000","2","2800","0.04","0.05","0.04","0.05","-","0.05","0.05","32","0.09","30","27.53"
="03046X","元展43          ","52000","6","147580","2.79","2.87","2.79","2.87","+","0.51","2.81","10","2.83","10","50.3"
="03047X","元展44          ","146000","4","185110","1.28","1.28","1.26","1.28","+","0.08","1.27","10","1.29","10","7.04"
="03048X","元展45          ","598000","9","1106500","1.78","1.86","1.78","1.85","+","0.03","1.84","10","1.86","10","15"
="03049X","元展46          ","1000","1","2570","2.57","2.57","2.57","2.57","X","0","2.54","10","2.56","10","46.3"
="03050X","元展47          ","370000","26","853850","2.24","2.36","2.24","2.35","+","0.06","2.34","10","2.35","10","40"
="03051X","元展48          ","0","0","0","--","--","--","--"," ","0","9.75","10","9.85","10","53"
="030529","統一M4          ","0","0","0","--","--","--","--"," ","0","0.01","3,204","0.02","849","9.52"
="03052X","元展49          ","20000","2","193500","9.7","9.7","9.65","9.65","X","0","9.5","10","9.65","10","71.4"
="030535","統一N1          ","0","0","0","--","--","--","--"," ","0","0.01","10","--","0","54.7"
="030536","統一N2          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.1","10","149.5"
="030537","統一N3          ","0","0","0","--","--","--","--"," ","0","0.53","20","0.56","10","375"
="03053X","元展50          ","2000","1","10300","5.15","5.15","5.15","5.15","+","0.05","5.1","10","5.15","10","97.5"
="03054X","元展51          ","0","0","0","--","--","--","--"," ","0","8.5","10","8.55","10","66"
="030557","3X元富          ","130000","1","1300","0.01","0.01","0.01","0.01"," ","0","0.01","75","0.02","27","39.65"
="030559","3Z元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","196","134"
="03055X","元展52          ","0","0","0","--","--","--","--"," ","0","6.45","10","6.5","10","55.5"
="03057X","ML展02          ","34000","4","97530","2.81","2.95","2.81","2.95","+","0.04","2.86","25","2.95","23","11.2"
="03058X","元展53          ","0","0","0","--","--","--","--"," ","0","17.8","10","18","10","134"
="03059X","元展54          ","0","0","0","--","--","--","--"," ","0","8.5","10","8.6","10","18.1"
="03060X","元展55          ","0","0","0","--","--","--","--"," ","0","6.9","11","6.95","10","68.1"
="03061X","元展56          ","0","0","0","--","--","--","--"," ","0","25.1","10","25.2","10","99.4"
="03062X","元展57          ","0","0","0","--","--","--","--"," ","0","11.1","10","11.3","10","421"
="030636","統一N4          ","20000","2","600","0.03","0.03","0.03","0.03"," ","0","0.01","410","0.03","81","134"
="030638","統一N6          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.1","10","28.1"
="030639","統一N7          ","50000","1","500","0.01","0.01","0.01","0.01"," ","0","0.01","10","0.03","39","28.1"
="03063X","元展58          ","43000","15","385700","7.35","9.7","7.35","9.7","+","2.05","9.55","10","9.65","10","1975"
="03064X","元展59          ","0","0","0","--","--","--","--"," ","0","6.2","100","6.3","10","12.45"
="03065X","元展60          ","0","0","0","--","--","--","--"," ","0","13.4","10","13.5","10","27"
="030665","日盛L2          ","10000","10","100","0.01","0.01","0.01","0.01","X","0","--","0","0.01","90","28.1"
="03066X","元展61          ","0","0","0","--","--","--","--"," ","0","4.81","10","4.83","10","9.12"
="030679","4V元富          ","30000","1","300","0.01","0.01","0.01","0.01"," ","0","0.02","100","0.03","84","220.5"
="03067X","元展62          ","16000","9","119850","7.4","7.7","7.4","7.7","+","0.5","7.9","10","8","10","64.6"
="030680","4W元富          ","142000","1","45440","0.32","0.32","0.32","0.32","X","0","0.32","25","0.34","25","421"
="03068X","元展63          ","0","0","0","--","--","--","--"," ","0","13.8","10","14","10","120.5"
="03069X","元展64          ","0","0","0","--","--","--","--"," ","0","12.5","10","12.6","10","51.6"
="030706","03統一          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.02","20","213.5"
="03070X","元展65          ","9000","1","81000","9","9","9","9","X","0","9.15","10","9.2","10","40"
="030740","中信4S          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","150","26.65"
="030776","國泰IU          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","48","7.27"
="030784","5V元富          ","92000","1","920","0.01","0.01","0.01","0.01","X","0","0.02","22","0.04","186","69.1"
="030815","05統一          ","0","0","0","--","--","--","--"," ","0","0.01","864","0.04","100","69.1"
="030871","6B元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","394","0.00"
="030872","6C元富          ","0","0","0","--","--","--","--"," ","0","0.01","225","0.04","25","18.35"
="030889","FJ凱基          ","0","0","0","--","--","--","--"," ","0","6.7","30","7.2","30","122"
="030905","10統一          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.03","109","78"
="030906","11統一          ","372000","5","3720","0.01","0.01","0.01","0.01"," ","0","0.01","10","0.02","545","1975"
="030907","12統一          ","362000","25","33980","0.1","0.11","0.08","0.1","+","0.02","0.08","50","0.1","67","1975"
="030922","中信4W          ","0","0","0","--","--","--","--"," ","0","0.07","30","0.11","30","134"
="030932","國泰JB          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","330","71"
="030934","國泰JD          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","20","26.65"
="031020","16統一          ","0","0","0","--","--","--","--"," ","0","0.01","20","0.02","10","133.5"
="031047","國泰JH          ","0","0","0","--","--","--","--"," ","0","0.03","499","0.2","70","54.7"
="031074","群益JC          ","45000","1","99000","2.2","2.2","2.2","2.2","X","0","2.2","25","2.3","10","20.87"
="031075","群益JD          ","20000","7","40480","2.09","2.09","1.91","2","-","0.05","1.86","32","1.95","10","20.87"
="031157","中信5P          ","0","0","0","--","--","--","--"," ","0","--","0","0.04","62","71"
="031158","中信5Q          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","223","69.1"
="031159","中信5R          ","0","0","0","--","--","--","--"," ","0","--","0","0.03","10","57.45"
="031161","HD凱基          ","51000","2","63230","1.23","1.24","1.23","1.24","-","0.16","1.23","30","1.33","30","20.87"
="031170","22統一          ","54000","2","540","0.01","0.01","0.01","0.01"," ","0","0.01","10","0.02","260","220.5"
="031196","8B元富          ","0","0","0","--","--","--","--"," ","0","0.01","25","0.05","15","16.22"
="031225","GY第一          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.1","10","11.4"
="031231","8D元富          ","20000","4","1800","0.07","0.12","0.07","0.12","-","0.01","0.08","14","0.12","5","77.8"
="031262","日盛Y5          ","781000","46","392700","0.45","0.54","0.43","0.5","-","0.02","0.49","45","--","0","27.7"
="031264","23統一          ","0","0","0","--","--","--","--"," ","0","0.01","470","0.1","202","134"
="031265","24統一          ","528000","4","6280","0.01","0.02","0.01","0.02","+","0.01","0.01","30","0.02","715","71"
="031323","日盛Y9          ","0","0","0","--","--","--","--"," ","0","0.01","25","0.04","25","6.48"
="031438","國票AG          ","573000","9","21720","0.04","0.04","0.03","0.04","+","0.01","0.04","199","0.05","435","134"
="031473","32統一          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.06","300","18.4"
="031475","D6元大          ","279000","13","839180","3.11","3.11","2.89","2.89","-","0.27","2.9","495","2.91","469","20.87"
="031506","中信5V          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","540","69.1"
="031552","日盛AC          ","0","0","0","--","--","--","--"," ","0","0.01","25","0.02","25","39.95"
="031573","KN富邦          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.09","170","78"
="031583","9U元富          ","189000","6","28260","0.13","0.15","0.13","0.15","-","0.03","0.25","1","0.26","6","77.8"
="031606","中信6K          ","0","0","0","--","--","--","--"," ","0","--","0","0.02","10","220.5"
="031644","KX富邦          ","0","0","0","--","--","--","--"," ","0","--","0","0.1","50","7.67"
="031739","50統一          ","0","0","0","--","--","--","--"," ","0","0.11","10","0.2","10","28.1"
="031748","59統一          ","48000","2","480","0.01","0.01","0.01","0.01"," ","0","0.01","12","0.02","159","1975"
="03177B","元熊I1          ","0","0","0","--","--","--","--"," ","0","3.49","499","3.5","499","7893.97"
="03178B","元熊18          ","0","0","0","--","--","--","--"," ","0","5.25","499","5.3","499","919.83"
="031801","LN富邦          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","1975"
="031803","LQ富邦          ","100000","6","1000","0.01","0.01","0.01","0.01","X","0","0.01","1","0.03","15","1975"
="03180B","元熊J1          ","2000","1","7020","3.51","3.51","3.51","3.51","+","0.03","3.43","499","3.44","499","7893.97"
="031838","國泰LB          ","469000","15","77020","0.13","0.18","0.13","0.18","+","0.08","0.18","404","0.35","30","54.7"
="03184B","元熊AU          ","0","0","0","--","--","--","--"," ","0","3.95","499","3.99","499","57.45"
="03185B","元熊L1          ","0","0","0","--","--","--","--"," ","0","4.88","499","4.89","499","7893.97"
="03186B","元熊M1          ","0","0","0","--","--","--","--"," ","0","4.89","499","4.9","499","7893.97"
="03187B","元熊AV          ","15000","3","62000","4.18","4.18","4.1","4.12","-","0.11","4.06","499","4.1","499","57.45"
="031884","D4元富          ","276000","7","16770","0.08","0.08","0.05","0.05","-","0.03","0.05","49","0.1","200","1975"
="03188B","兆熊BQ          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7893.97"
="03189B","元熊N1          ","5000","1","9950","1.99","1.99","1.99","1.99","-","0.05","1.96","499","1.97","499","7893.97"
="03190B","元熊38          ","5000","1","21500","4.3","4.3","4.3","4.3","-","0.04","4.27","495","4.28","499","919.83"
="03192B","元熊X1          ","1424000","31","2330430","1.67","1.71","1.59","1.59","-","0.05","1.59","495","1.6","499","7893.97"
="031937","中信7Q          ","0","0","0","--","--","--","--"," ","0","0.01","30","0.15","10","53.5"
="03193B","兆熊HN          ","1182000","18","1931840","1.71","1.71","1.61","1.62","-","0.04","1","10","--","0","7893.97"
="03194B","兆熊HP          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7893.97"
="03197B","元熊Z1          ","1813000","141","2857070","1.6","1.65","1.52","1.55","-","0.05","1.54","495","1.55","499","7893.97"
="03198B","兆熊B6          ","0","0","0","--","--","--","--"," ","0","--","0","1.88","3","7893.97"
="031991","70統一          ","115000","10","24350","0.16","0.23","0.16","0.22","+","0.03","0.21","45","0.23","12","134"
="03199B","兆熊B7          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7893.97"
="032002","中信8D          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","228","1975"
="032003","中信8E          ","252000","19","4310","0.02","0.02","0.01","0.02","X","0","--","0","0.02","40","78"
="032004","中信8F          ","145000","3","14750","0.11","0.11","0.1","0.1","X","0","--","0","0.1","220","78"
="032008","G5元富          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","69.1"
="03200B","元熊01          ","440000","15","830500","1.95","1.95","1.85","1.87","-","0.05","1.87","499","1.88","499","7893.97"
="03201B","2U兆熊          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7893.97"
="03202B","元熊11          ","91000","6","210570","2.3","2.37","2.3","2.31","-","0.04","2.3","499","2.31","499","7893.97"
="03203B","兆熊31          ","10000","1","20700","2.07","2.07","2.07","2.07","+","0.16","--","0","--","0","7893.97"
="032044","J2元富          ","0","0","0","--","--","--","--"," ","0","0.76","25","0.86","10","51.4"
="032045","J3元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","82","10.7"
="03204B","群熊AA          ","85000","8","158800","1.91","1.92","1.83","1.84","-","0.06","1.83","499","1.84","499","7893.97"
