

2016年01月22日大盤統計資訊
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
電子類反向指數,11734.95,-,201.72,-1.69
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)"
寶島股價報酬指數,9649.3,+,103.41,1.08
發行量加權股價報酬指數,12277.51,+,145.9,1.2
臺灣公司治理100報酬指數,4452.23,+,69.76,1.59
臺灣50報酬指數,9034.88,+,140.72,1.58
臺灣中型100報酬指數,8429.17,+,72.69,0.87
臺灣資訊科技報酬指數,10317.54,+,216.92,2.15
臺灣發達報酬指數,9573.44,+,108.12,1.14
臺灣高股息報酬指數,8495.92,+,77.75,0.92
臺灣就業99報酬指數,5565.04,+,46.96,0.85
臺灣高薪100報酬指數,4414.08,+,60.02,1.38
臺灣低波動高股息報酬指數,2394.92,+,20.02,0.84
未含金融電子股報酬指數,15490.64,+,101.73,0.66
小型股300報酬指數,4927.16,+,22.06,0.45
水泥類報酬指數,130.81,-,0.2,-0.15
食品類報酬指數,1493.76,+,0.85,0.06
塑膠類報酬指數,257.71,+,2.45,0.96
紡織纖維類報酬指數,641.31,+,3.37,0.53
電機機械類報酬指數,169.95,+,2.59,1.55
電器電纜類報酬指數,31.12,+,0.16,0.52
化學生技醫療類報酬指數,119.83,+,0.45,0.38
化學類報酬指數,112.34,+,0.92,0.83
生技醫療類報酬指數,89.24,-,0.08,-0.09
玻璃陶瓷類報酬指數,35.14,+,0.33,0.95
造紙類報酬指數,168.28,+,0.4,0.24
鋼鐵類報酬指數,91.67,+,1.54,1.71
橡膠類報酬指數,323.33,+,0.44,0.14
汽車類報酬指數,291.26,+,2.5,0.87
電子類報酬指數,450.46,+,7.49,1.69
半導體類報酬指數,145.31,+,2.71,1.9
電腦及週邊設備類報酬指數,125.85,+,3.39,2.77
光電類報酬指數,32.07,-,0.14,-0.43
通信網路類報酬指數,180.64,+,1.23,0.69
電子零組件類報酬指數,98.16,+,1.7,1.76
電子通路類報酬指數,139.47,+,1.26,0.91
資訊服務類報酬指數,123.91,+,2.12,1.74
其他電子類報酬指數,86.73,+,1.93,2.28
建材營造類報酬指數,277.75,-,0.68,-0.24
航運類報酬指數,75.02,+,0.04,0.05
觀光類報酬指數,123.32,-,0.33,-0.27
金融保險類報酬指數,1090.69,+,6.5,0.6
貿易百貨類報酬指數,235.49,+,2.54,1.09
油電燃氣類報酬指數,122.97,+,1.32,1.09
其他類報酬指數,292.61,+,0.7,0.24
"成交統計","成交金額(元)","成交股數(股)","成交筆數"
"1.一般股票","58623484710","1658771270","612260"
"2.台灣存託憑證","17653403","5537182","700"
"3.受益憑證","0","0","0"
"4.ETF","9343937176","516807922","75792"
"5.受益證券","18410095","1170500","137"
"6.變更交易股票","7709040","3874843","691"
"7.認購(售)權證","1400524790","1584354000","45654"
"8.轉換公司債","0","0","0"
"9.附認股權特別股","0","0","0"
"10.附認股權公司債","0","0","0"
"11.認股權憑證","0","0","0"
"12.公司債","0","0","0"
"證券合計(1+6)","58631193750","1662646113","612951"
"總計(1~12)","69411719214","3770515717","735234"
"漲跌證券數合計"
"類型","整體市場(元)","股票"
"上漲(漲停)",2557(6),489(5)
"下跌(跌停)",2340(34),253(1)
"持平",548,119
"未成交",5416,8
"無比價",792,5
"說明："
"1. 漲跌價差為當日收盤價與前一日收盤價比較。"
"2. 無比價含當日除權、除息、新上市、恢復交易者。"
2016年01月22日
"每日收盤行情("全部")","","","","","","","","","","(元,股)","(元,交易單位)"
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比"
="0050  ","台灣50          ","13943516","3835","784844013","56.35","56.6","56","56.55","+","0.75","56.55","65","56.6","343","0.00"
="0051  ","中100           ","23000","10","524960","22.82","22.9","22.8","22.82","+","0.12","22.82","3","22.98","1","0.00"
="0052  ","FB科技          ","2000","1","72000","36","36","36","36","X","0","36.1","1","36.36","10","0.00"
="0053  ","寶電子          ","3000","2","73390","24.47","24.47","24.46","24.46","+","0.36","24.41","8","24.62","2","0.00"
="0054  ","台商50          ","7000","2","129500","18.5","18.5","18.5","18.5","X","0","18.52","8","18.7","8","0.00"
="0055  ","寶金融          ","472590","201","5295114","11.22","11.27","11.18","11.23","+","0.08","11.23","3","11.24","5","0.00"
="0056  ","高股息          ","3445994","1258","70368100","20.55","20.63","20.34","20.5","+","0.09","20.5","8","20.51","1","0.00"
="0057  ","FB摩台          ","58000","5","2024290","34.83","34.91","34.68","34.91","+","0.29","34.87","50","34.95","63","0.00"
="0058  ","FB發達          ","0","0","0","--","--","--","--"," ","0","32.61","10","32.84","10","0.00"
="0059  ","FB金融          ","102000","3","2677550","26.35","26.35","26.2","26.25","X","0","26.03","1","26.28","2","0.00"
="0060  ","新台灣          ","0","0","0","--","--","--","--"," ","0","25.17","10","25.41","8","0.00"
="0061  ","寶滬深          ","10224250","2146","161473712","16.09","16.1","15.62","15.82","-","0.08","15.8","44","15.82","167","0.00"
="006203","寶摩臺          ","201000","16","5335980","28.96","28.96","26.35","26.43","+","0.1","26.41","10","26.65","8","0.00"
="006204","豐臺灣          ","11000","3","422400","38.38","38.52","38.38","38.46","+","0.33","38.36","15","38.46","2","0.00"
="006205","FB上証          ","5363150","1101","146418185","27.57","27.57","27.02","27.36","-","0.11","27.36","31","27.37","6","0.00"
="006206","元上證          ","3276150","585","84100840","25.91","26.01","25.35","25.73","-","0.2","25.68","50","25.73","27","0.00"
="006207","FH滬深          ","3397500","782","69646265","20.79","20.85","20.22","20.5","-","0.31","20.5","43","20.51","2","0.00"
="006208","FB台50          ","0","0","0","--","--","--","--"," ","0","31.48","1","32.1","1","0.00"
="00631L","T50正2          ","12550030","2621","194585348","15.49","15.69","15.32","15.65","+","0.42","15.64","449","15.65","272","0.00"
="00632R","T50反1          ","37371570","5421","795500398","21.24","21.42","21.17","21.19","-","0.29","21.19","412","21.2","523","0.00"
="00633L","上証2X          ","124514926","21294","3366327259","27.76","27.76","26.43","26.93","-","0.52","26.92","8","26.93","6","0.00"
="00634R","上証反          ","13429080","1233","157574018","11.6","11.87","11.6","11.68","+","0.03","11.67","9","11.68","181","0.00"
="00635U","元黃金          ","250000","142","4608970","18.48","18.5","18.4","18.42","-","0.09","18.42","19","18.44","5","0.00"
="00636 ","CFA50           ","3165000","473","50741080","16.29","16.29","15.9","16.11","-","0.08","16.11","75","16.12","23","0.00"
="00637L","滬深2X          ","191590113","20545","1913490241","10.28","10.28","9.76","9.92","-","0.2","9.92","1,129","9.93","62","0.00"
="00638R","滬深反          ","5747000","469","125618600","21.68","22.12","21.6","21.81","+","0.13","21.8","13","21.81","128","0.00"
="00639 ","深100           ","3992000","647","40121630","10.17","10.21","9.91","10.05","-","0.12","10.05","17","10.06","5","0.00"
="00640L","日本2X          ","10927000","1748","173721260","15.61","16.34","15.53","16.25","+","0.98","16.25","192","16.26","4","0.00"
="00641R","日本反          ","11719000","1141","256037480","22.07","22.09","21.47","21.54","-","0.66","21.53","9","21.54","60","0.00"
="00642U","元石油          ","42594448","8130","593540809","14","14.09","13.82","14.08","+","0.57","14.07","49","14.08","107","0.00"
="00643 ","深中小          ","3586500","682","55941260","15.75","15.79","15.39","15.51","-","0.32","15.51","77","15.53","2","0.00"
="00645 ","FB日本          ","4167000","217","72127620","17.19","17.61","17.15","17.57","+","0.58","17.55","203","17.57","101","0.00"
="00646 ","S&P500          ","3090105","148","57782714","18.62","18.78","18.62","18.77","+","0.19","18.76","356","18.78","57","0.00"
="00647L","S&P正2          ","3097000","266","52417540","17","17.1","16.77","17.06","+","0.25","17.06","589","17.08","104","0.00"
="00648R","S&P反1          ","4478000","625","99711890","22.21","22.38","22.16","22.18","-","0.21","22.17","31","22.18","92","0.00"
="008201","上證50          ","9000","40","682760","75.4","77","75.2","75.95","-","0.85","75.25","4","75.75","1","0.00"
="01001T","富邦R1          ","254000","48","3983900","15.6","15.76","15.6","15.76"," ","0","15.65","2","15.76","32","0.00"
="01002T","國泰R1          ","683500","73","11462015","16.75","16.85","16.72","16.77"," ","0","16.72","492","16.77","6","0.00"
="01003T","新光R1          ","35000","6","493680","14.1","14.2","14.1","14.2","+","0.11","14.1","31","14.26","3","0.00"
="01004T","富邦R2          ","195000","8","2424300","12.43","12.48","12.43","12.48","+","0.05","12.44","2","12.47","10","0.00"
="01007T","國泰R2          ","3000","2","46200","15.4","15.4","15.4","15.4","-","0.05","15.36","1","15.4","7","0.00"
="03001X","元展01          ","0","0","0","--","--","--","--"," ","0","58","10","59","10","100.5"
="03003X","元展03          ","1000","1","44900","44.9","44.9","44.9","44.9","X","0","45.7","10","46","10","138.5"
="03004X","元展04          ","0","0","0","--","--","--","--"," ","0","5.65","10","5.75","10","17.5"
="03005X","元展05          ","15000","3","120200","8.15","8.15","7.7","7.75","-","0.2","7.9","10","8","10","19.3"
="03006X","元展06          ","106000","35","1301700","12.5","12.6","11.9","12.3"," ","0","12.1","10","12.2","10","35"
="030071","統一K8          ","2042000","12","20420","0.01","0.01","0.01","0.01"," ","0","0.01","10","0.02","467","56.55"
="03007X","元展07          ","1000","1","5950","5.95","5.95","5.95","5.95","-","0.05","5.9","10","6","10","14.6"
="03009X","元展09          ","40000","2","504000","12.5","12.7","12.5","12.7","-","0.2","12.6","10","12.8","10","22.6"
="03010X","元展10          ","3000","2","75000","25","25","25","25","+","1","25","10","25.2","10","74.8"
="03011X","元展11          ","360000","17","480670","1.36","1.36","1.3","1.3","+","0.08","1.34","10","1.36","10","6.14"
="03012X","元展12          ","12000","3","53400","4.47","4.47","4.44","4.44","X","0","4.56","10","4.59","10","34.1"
="03013X","元展13          ","150000","1","363000","2.42","2.42","2.42","2.42","+","0.1","2.37","10","2.42","10","10.1"
="03014X","元展14          ","0","0","0","--","--","--","--"," ","0","6.45","10","6.65","10","14.25"
="03015X","元展15          ","89000","1","694200","7.8","7.8","7.8","7.8","-","0.1","7.55","10","7.65","10","15.9"
="030160","國泰HI          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","215","16.05"
="03016X","元展16          ","194000","11","184380","0.97","0.97","0.91","0.93","+","0.03","0.92","10","0.94","14","7.03"
="03017X","元展17          ","231000","6","191790","0.88","0.88","0.82","0.83","-","0.05","0.84","10","0.85","10","8.05"
="03018X","元展18          ","266000","7","408310","1.53","1.54","1.53","1.54","+","0.01","1.54","10","1.58","10","14.05"
="03019X","元展19          ","0","0","0","--","--","--","--"," ","0","1.44","20","1.45","10","12.85"
="03020X","元展20          ","0","0","0","--","--","--","--"," ","0","1.76","10","1.78","10","15.1"
="030216","國泰HV          ","0","0","0","--","--","--","--"," ","0","4.03","130","4.22","5","50.4"
="03021X","元展21          ","19000","3","140500","7.45","7.45","7.2","7.2","-","0.15","7.15","10","7.25","10","25.1"
="03022X","富展01          ","3000","1","37200","12.4","12.4","12.4","12.4","X","0","12.6","10","12.7","10","74.8"
="03023X","富展02          ","4000","2","58800","14.7","14.7","14.7","14.7","X","0","14.7","10","14.8","10","27.36"
="03024X","富展03          ","0","0","0","--","--","--","--"," ","0","23.7","20","24.4","11","138.5"
="03025X","元展22          ","12000","3","157200","13.1","13.1","13.1","13.1","+","0.1","13.3","499","13.4","497","56.55"
="03026X","元展23          ","11000","3","43950","4","4","3.99","3.99","-","0.23","4.05","100","4.07","100","15.82"
="03027X","元展24          ","0","0","0","--","--","--","--"," ","0","7.75","100","7.8","100","27.36"
="03028X","元展25          ","0","0","0","--","--","--","--"," ","0","12.3","10","12.5","10","55.3"
="03029X","元展26          ","7000","2","50000","7.2","7.2","7.1","7.1","-","0.1","7.2","10","7.3","10","30.35"
="03030X","元展27          ","103000","4","199160","1.98","1.98","1.88","1.94","-","0.09","1.88","16","1.9","10","8.88"
="03031X","元展28          ","0","0","0","--","--","--","--"," ","0","5.3","10","5.35","10","45.75"
="030323","1Z元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.05","5","27.36"
="030324","2A元富          ","1000","1","10","0.01","0.01","0.01","0.01"," ","0","--","0","0.01","973","74.8"
="03032X","元展29          ","10000","1","25700","2.57","2.57","2.57","2.57"," ","0","2.55","10","2.59","10","9.3"
="03033X","元展30          ","6000","2","31800","5.3","5.3","5.3","5.3","+","0.05","5.3","10","5.35","10","219.5"
="03035X","元展32          ","5000","1","23450","4.69","4.69","4.69","4.69","-","0.27","4.68","10","4.72","10","23.55"
="03037X","元展34          ","100000","2","515000","5.15","5.15","5.15","5.15","X","0","5.25","10","5.3","10","17.6"
="03038X","元展35          ","0","0","0","--","--","--","--"," ","0","8.55","10","8.65","10","73.2"
="03039X","元展36          ","0","0","0","--","--","--","--"," ","0","4.94","10","4.97","10","267"
="03040X","元展37          ","0","0","0","--","--","--","--"," ","0","3.89","10","3.93","10","11.25"
="030419","3F元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.02","236","15.82"
="03041X","元展38          ","100000","4","308260","2.83","3.15","2.83","3.15","+","0.48","3.19","10","3.23","10","133.5"
="03042F","06群益          ","0","0","0","--","--","--","--"," ","0","0.05","100","0.06","100","0.00"
="03042X","元展39          ","0","0","0","--","--","--","--"," ","0","6.65","10","6.7","10","33.95"
="03043F","B5群益          ","400000","5","147500","0.38","0.38","0.36","0.36","-","0.07","0.36","100","0.37","100","0.00"
="03043X","元展40          ","0","0","0","--","--","--","--"," ","0","9.45","10","9.7","10","51.5"
="03044F","B6群益          ","0","0","0","--","--","--","--"," ","0","0.74","200","0.75","200","0.00"
="03044X","元展41          ","0","0","0","--","--","--","--"," ","0","6.15","10","6.25","10","17.8"
="030453","統一M1          ","0","0","0","--","--","--","--"," ","0","0.01","2,107","0.1","10","25.73"
="03046X","元展43          ","25000","2","61060","2.34","2.5","2.34","2.5","+","0.02","2.46","10","2.48","10","48.6"
="03047X","元展44          ","131000","4","161640","1.24","1.24","1.22","1.22","+","0.02","1.21","10","1.22","10","6.95"
="03048X","元展45          ","80000","3","126400","1.58","1.58","1.58","1.58","+","0.03","1.57","10","1.6","10","14.3"
="03049X","元展46          ","30000","3","71250","2.41","2.41","2.34","2.34","-","0.03","2.34","10","2.37","10","44.7"
="03050X","元展47          ","308000","30","601090","2.01","2.02","1.88","1.93","-","0.02","1.93","10","1.94","10","36.95"
="03051X","元展48          ","1000","1","9550","9.55","9.55","9.55","9.55"," ","0","9.55","2","9.6","10","52.3"
="030529","統一M4          ","0","0","0","--","--","--","--"," ","0","0.01","100","0.02","3,065","9.3"
="03052X","元展49          ","0","0","0","--","--","--","--"," ","0","10.3","10","10.4","10","74.4"
="030537","統一N3          ","0","0","0","--","--","--","--"," ","0","0.43","20","0.48","10","369"
="03053X","元展50          ","20000","2","104500","5.15","5.3","5.15","5.3","X","0","5.3","10","5.35","10","99.3"
="03054X","元展51          ","0","0","0","--","--","--","--"," ","0","9.05","10","9.15","10","68.2"
="030557","3X元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.02","102","35"
="03055X","元展52          ","0","0","0","--","--","--","--"," ","0","5.35","10","5.4","10","51.4"
="03057X","ML展02          ","32000","6","56500","1.77","1.77","1.75","1.77","+","0.05","1.7","1","1.77","25","10.2"
="03058X","元展53          ","1000","1","18500","18.5","18.5","18.5","18.5","+","0.2","18.8","10","19","10","138.5"
="03059X","元展54          ","0","0","0","--","--","--","--"," ","0","7.85","10","7.95","10","17.25"
="03060X","元展55          ","0","0","0","--","--","--","--"," ","0","7.05","10","7.15","10","68.8"
="03061X","元展56          ","0","0","0","--","--","--","--"," ","0","25.5","10","25.8","10","100.5"
="03062X","元展57          ","0","0","0","--","--","--","--"," ","0","10.4","10","10.6","10","409.5"
="030636","統一N4          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.02","90","138.5"
="03063X","元展58          ","117000","8","1169200","10.2","10.4","9.95","10.2","+","0.2","9.95","2","10","10","1995"
="03064X","元展59          ","0","0","0","--","--","--","--"," ","0","4.87","100","4.92","10","11.15"
="03065X","元展60          ","3000","2","36900","12.4","12.4","12.1","12.1","-","0.5","12.1","1","12.2","10","25.65"
="03066X","元展61          ","0","0","0","--","--","--","--"," ","0","4.57","10","4.59","10","8.88"
="030679","4V元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","530","219.5"
="03067X","元展62          ","9000","6","57750","6.8","6.8","5.9","6.35","-","0.25","6.35","10","6.4","10","59.4"
="03068X","元展63          ","5000","4","67700","14","14","13","13","X","0","13.4","10","13.6","10","119"
="03069X","元展64          ","5000","3","56000","11.2","11.2","11.2","11.2","X","0","11.2","10","11.3","10","48.95"
="03070X","元展65          ","0","0","0","--","--","--","--"," ","0","7.6","10","7.7","10","36.95"
="03071X","元展66          ","105000","9","1146700","11.1","11.1","10.8","10.9","+","0.3","10.8","10","10.9","10","212"
="03072X","元展67          ","0","0","0","--","--","--","--"," ","0","8.35","10","8.4","10","74.1"
="03073X","元展68          ","1000","1","15300","15.3","15.3","15.3","15.3"," ","0","15","10","15.1","10","1995"
="030784","5V元富          ","154000","1","1540","0.01","0.01","0.01","0.01","X","0","--","0","0.01","943","67.5"
="030815","05統一          ","0","0","0","--","--","--","--"," ","0","0.01","1,070","0.02","1,546","67.5"
="030872","6C元富          ","0","0","0","--","--","--","--"," ","0","--","0","0.02","200","17.6"
="030907","12統一          ","436000","15","12200","0.03","0.05","0.02","0.05"," ","0","0.03","10","0.04","10","1995"
="031047","國泰JH          ","0","0","0","--","--","--","--"," ","0","--","0","0.05","70","49.8"
="031074","群益JC          ","215000","10","539950","2.49","2.6","2.43","2.43","-","0.29","2.4","25","2.43","10","21.19"
="031075","群益JD          ","49000","10","106100","2.05","2.23","2.05","2.11","-","0.14","2.08","96","2.11","12","21.19"
="031157","中信5P          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","20","70"
="031158","中信5Q          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","540","67.5"
="031159","中信5R          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","639","56.55"
="031161","HD凱基          ","0","0","0","--","--","--","--"," ","0","1.36","30","1.46","30","21.19"
="031170","22統一          ","20000","1","200","0.01","0.01","0.01","0.01","X","0","0.01","10","0.1","10","219.5"
="031196","8B元富          ","0","0","0","--","--","--","--"," ","0","0.01","25","0.1","10","15.65"
="031225","GY第一          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.1","10","11.25"
="031231","8D元富          ","0","0","0","--","--","--","--"," ","0","0.05","13","0.09","52","74.1"
="031262","日盛Y5          ","371000","8","97650","0.25","0.28","0.24","0.24","+","0.05","0.23","25","0.25","10","27.6"
="031264","23統一          ","30000","1","300","0.01","0.01","0.01","0.01","X","0","0.01","20","0.06","40","138.5"
="031265","24統一          ","140000","1","1400","0.01","0.01","0.01","0.01"," ","0","0.01","30","0.02","300","70"
="031323","日盛Y9          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","6.14"
="031438","國票AG          ","809000","8","16180","0.02","0.02","0.02","0.02"," ","0","0.02","499","0.03","333","138.5"
="031473","32統一          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.1","11","15.9"
="031475","D6元大          ","68000","12","222820","3.35","3.4","3.19","3.19","-","0.27","3.19","491","3.2","474","21.19"
="031506","中信5V          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","519","67.5"
="031552","日盛AC          ","0","0","0","--","--","--","--"," ","0","0.01","25","0.02","25","34.1"
="031573","KN富邦          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.05","256","74.8"
="031583","9U元富          ","0","0","0","--","--","--","--"," ","0","0.04","20","0.2","10","74.1"
="031606","中信6K          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","90","219.5"
="031644","KX富邦          ","0","0","0","--","--","--","--"," ","0","--","0","0.1","50","7.03"
="031739","50統一          ","0","0","0","--","--","--","--"," ","0","0.07","10","0.1","10","28.4"
="031748","59統一          ","40000","1","400","0.01","0.01","0.01","0.01","X","0","0.01","10","0.02","83","1995"
="03177B","元熊I1          ","0","0","0","--","--","--","--"," ","0","3.57","495","3.58","499","7756.18"
="03178B","元熊18          ","0","0","0","--","--","--","--"," ","0","6","495","6.05","499","843.75"
="031801","LN富邦          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","1995"
="031803","LQ富邦          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","252","1995"
="03180B","元熊J1          ","17000","3","60610","3.58","3.61","3.54","3.54","-","0.09","3.52","499","3.53","499","7756.18"
="031838","國泰LB          ","0","0","0","--","--","--","--"," ","0","0.05","509","0.1","30","49.8"
="03184B","元熊AU          ","0","0","0","--","--","--","--"," ","0","4.1","495","4.17","10","56.55"
="03185B","元熊L1          ","0","0","0","--","--","--","--"," ","0","5","495","5.05","499","7756.18"
="03186B","元熊M1          ","0","0","0","--","--","--","--"," ","0","5","495","5.05","499","7756.18"
="03187B","元熊AV          ","15000","2","64600","4.32","4.32","4.3","4.3","-","0.1","4.21","495","4.28","10","56.55"
="031884","D4元富          ","0","0","0","--","--","--","--"," ","0","0.06","150","0.07","105","1995"
="03189B","元熊N1          ","0","0","0","--","--","--","--"," ","0","2.03","495","2.05","499","7756.18"
="03190B","元熊38          ","31000","2","154690","4.99","4.99","4.99","4.99","X","0","4.98","495","4.99","498","843.75"
="03192B","元熊X1          ","609000","30","1058360","1.71","1.78","1.7","1.7","-","0.1","1.7","499","1.71","499","7756.18"
="031937","中信7Q          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","51.4"
="03193B","兆熊HN          ","13000","2","22600","1.75","1.75","1.72","1.72","-","0.11","--","0","1.9","1","7756.18"
="03194B","兆熊HP          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7756.18"
="03197B","元熊Z1          ","4155000","209","6969670","1.65","1.73","1.63","1.64","-","0.1","1.64","479","1.65","495","7756.18"
="03198B","兆熊B6          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7756.18"
="031991","70統一          ","149000","7","32400","0.2","0.22","0.2","0.22","X","0","0.22","10","0.25","8","138.5"
="03199B","兆熊B7          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7756.18"
="03200B","元熊01          ","44000","6","87760","1.97","2.01","1.97","1.97","-","0.1","1.95","499","1.96","499","7756.18"
="03201B","2U兆熊          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7756.18"
="03202B","元熊11          ","20000","1","48200","2.41","2.41","2.41","2.41","-","0.1","2.37","495","2.38","499","7756.18"
="03203B","兆熊31          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","7756.18"
="032044","J2元富          ","0","0","0","--","--","--","--"," ","0","0.67","25","0.77","10","51.5"
="03204B","群熊AA          ","21000","3","41580","1.97","1.99","1.97","1.99"," ","0","1.95","499","1.96","499","7756.18"
="03205B","凱熊40          ","0","0","0","--","--","--","--"," ","0","3.86","30","3.87","30","7756.18"
="032065","72統一          ","36000","2","370","0.01","0.02","0.01","0.02","X","0","0.01","872","0.02","2,470","212"
="03206B","凱熊41          ","0","0","0","--","--","--","--"," ","0","4.38","30","4.39","30","7756.18"
="032079","NM凱基          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","100","219.5"
="03207B","CU兆熊          ","414000","22","763390","1.82","1.87","1.79","1.79","-","0.11","1.76","3","1.8","4","7756.18"
="032088","NS凱基          ","0","0","0","--","--","--","--"," ","0","--","0","0.1","50","51.4"
="03208B","群熊AB          ","70000","16","224190","3.2","3.27","3.16","3.16","-","0.18","3.15","504","3.16","496","7756.18"
="03209B","凱熊42          ","12000","2","40580","3.38","3.39","3.38","3.39","-","0.16","3.38","30","3.39","28","7756.18"
="03210B","元熊21          ","80000","6","170010","2.11","2.14","2.08","2.08","-","0.1","2.07","499","2.08","494","7756.18"
="03211B","元熊31          ","206000","18","406500","1.98","2","1.92","1.93","-","0.09","1.93","504","1.94","499","7756.18"
="03212B","KJ兆熊          ","39000","4","63760","1.61","1.68","1.6","1.6","-","0.09","--","0","--","0","7756.18"
="03213B","群熊AC          ","72000","4","212100","2.89","2.99","2.89","2.99","-","0.03","2.84","499","2.85","499","7756.18"
="032284","80統一          ","0","0","0","--","--","--","--"," ","0","0.02","20","0.1","20","28.4"
="032285","81統一          ","0","0","0","--","--","--","--"," ","0","0.01","20","0.1","10","212"
="032286","82統一          ","0","0","0","--","--","--","--"," ","0","0.04","10","0.05","125","28.4"
="032318","N6元富          ","0","0","0","--","--","--","--"," ","0","--","0","--","0","60.8"
="032340","88統一          ","0","0","0","--","--","--","--"," ","0","0.01","1,716","0.02","110","56.55"
="032388","89統一          ","0","0","0","--","--","--","--"," ","0","0.01","3,240","0.02","433","219.5"
="032457","90統一          ","0","0","0","--","--","--","--"," ","0","0.01","4,156","0.03","76","74.8"
="032536","富邦29          ","0","0","0","--","--","--","--"," ","0","0.01","10","0.1","10","74.8"
="032547","97統一          ","80000","1","800","0.01","0.01","0.01","0.01"," ","0","0.01","20","0.02","370","1995"
="032548","98統一          ","50000","1","500","0.01","0.01","0.01","0.01"," ","0","0.01","20","0.02","816","1995"
="032569","90元大          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","20","1995"
="032594","富邦32          ","0","0","0","--","--","--","--"," ","0","--","0","0.01","290","219.5"
